county,state,votes16_Donald_Trump,votes16_Hillary_Clinton,total_votes16,total_votes20,votes20_Donald_Trump,votes20_Joe_Biden,cases,deaths,TotalPop,Men,Women,Hispanic,White,Black,Native,Asian,Pacific,Poverty,Income,IncomePerCap,IncomePerCapErr
Logan,KS,1124.0,149.0,1348.0,1437.0,1231.0,185.0,68.0,0.0,2790.0,1396.0,1394.0,5.6,90.6,0.0,0.4,0.0,0.0,8.9,49926.0,28549.0,2979.0
Logan,KY,7778.0,2755.0,10899.0,12346.0,9067.0,3094.0,841.0,31.0,26847.0,13131.0,13716.0,2.7,88.8,6.3,0.2,0.1,0.0,17.4,40982.0,21465.0,1367.0
Logan,ND,867.0,112.0,1030.0,1076.0,930.0,128.0,131.0,3.0,1932.0,993.0,939.0,1.6,96.3,0.1,0.3,0.3,0.0,7.5,57379.0,31952.0,2481.0
Logan,NE,400.0,32.0,451.0,450.0,407.0,38.0,12.0,0.0,919.0,471.0,448.0,2.9,93.9,0.7,0.2,0.0,0.0,9.7,50278.0,24624.0,2408.0
Logan,OH,15586.0,4537.0,21007.0,22985.0,17625.0,4990.0,530.0,3.0,45323.0,22419.0,22904.0,1.5,93.7,1.6,0.2,0.7,0.0,13.7,53051.0,26525.0,971.0
Logan,OK,13613.0,4239.0,18948.0,21574.0,15608.0,5455.0,907.0,2.0,45326.0,22593.0,22733.0,5.7,77.8,8.6,3.5,0.5,0.1,13.2,59133.0,28265.0,1437.0
Logan,WV,9866.0,2082.0,12315.0,13026.0,10534.0,2333.0,801.0,46.0,34428.0,16994.0,17434.0,0.8,96.0,1.6,0.3,0.4,0.0,22.5,37859.0,21074.0,1230.0
Long,GA,2623.0,1356.0,4109.0,5656.0,3528.0,2033.0,279.0,4.0,17857.0,8746.0,9111.0,11.4,58.5,23.9,0.2,0.9,0.2,20.0,53083.0,20321.0,1649.0
Lonoke,AR,19902.0,5638.0,27007.0,30660.0,22884.0,6684.0,1877.0,33.0,71568.0,35222.0,36346.0,4.3,86.5,6.0,0.5,0.7,0.1,12.3,57290.0,25184.0,685.0
Lorain,OH,65346.0,64958.0,136654.0,151988.0,76719.0,72792.0,3146.0,91.0,305405.0,150419.0,154986.0,9.5,78.9,7.8,0.2,1.0,0.0,13.7,54987.0,28555.0,444.0
Los Alamos,NM,3329.0,5443.0,10716.0,12293.0,4278.0,7554.0,50.0,0.0,18031.0,9135.0,8896.0,17.2,72.9,0.3,1.0,6.0,0.0,5.1,110190.0,52125.0,2359.0
Los Angeles,CA,542591.0,1654626.0,2314275.0,4139895.0,1107090.0,2947568.0,309190.0,7074.0,10105722.0,4979641.0,5126081.0,48.4,26.5,7.9,0.2,14.3,0.2,17.0,61015.0,30798.0,129.0
Loudon,TN,17588.0,4916.0,23304.0,29375.0,21684.0,6933.0,1714.0,13.0,51024.0,24934.0,26090.0,8.2,88.4,1.3,0.1,0.6,0.0,13.7,55431.0,30177.0,1892.0
Loudoun,VA,69633.0,99909.0,180265.0,223599.0,82088.0,138372.0,8048.0,132.0,374558.0,185575.0,188983.0,13.5,57.7,7.2,0.2,17.1,0.1,3.7,129588.0,50456.0,581.0
Louisa,IA,3060.0,1643.0,4943.0,5326.0,3500.0,1726.0,562.0,15.0,11238.0,5743.0,5495.0,15.8,78.6,1.0,0.3,3.9,0.0,11.0,54393.0,27234.0,1595.0
Louisa,VA,10507.0,6208.0,17507.0,21858.0,13294.0,8269.0,414.0,8.0,34813.0,17007.0,17806.0,2.6,77.4,15.1,0.4,0.6,0.0,11.8,56946.0,30237.0,2017.0
Loup,NE,323.0,48.0,382.0,454.0,370.0,75.0,8.0,0.0,537.0,260.0,277.0,0.0,99.6,0.0,0.4,0.0,0.0,8.9,58625.0,29248.0,2798.0
Love,OK,2920.0,735.0,3787.0,4076.0,3305.0,711.0,292.0,1.0,9843.0,4850.0,4993.0,14.9,72.1,1.9,6.0,0.8,0.0,12.2,49409.0,20965.0,1195.0
Loving,TX,57.0,4.0,64.0,66.0,60.0,4.0,0.0,0.0,74.0,39.0,35.0,16.2,74.3,0.0,5.4,0.0,0.0,17.1,80938.0,35530.0,10371.0
Lowndes,AL,1751.0,4882.0,6676.0,6830.0,1835.0,4968.0,728.0,29.0,10362.0,4896.0,5466.0,0.7,24.3,74.4,0.1,0.0,0.0,30.2,29785.0,18976.0,2109.0
Lowndes,GA,21308.0,14614.0,36813.0,46355.0,25691.0,20117.0,4535.0,87.0,113941.0,55796.0,58145.0,5.4,54.5,36.1,0.2,1.9,0.0,25.0,39911.0,21199.0,992.0
Lowndes,MS,13124.0,11545.0,25139.0,26993.0,13699.0,12913.0,1847.0,62.0,59558.0,28531.0,31027.0,2.0,52.2,43.5,0.2,1.0,0.0,21.1,43198.0,23141.0,918.0
Lubbock,TX,65566.0,27956.0,98060.0,120204.0,78560.0,39757.0,19418.0,190.0,298042.0,147080.0,150962.0,34.5,54.5,6.9,0.4,2.1,0.1,18.8,49078.0,26196.0,499.0
Lucas,IA,2873.0,1236.0,4297.0,4630.0,3287.0,1284.0,222.0,6.0,8600.0,4343.0,4257.0,0.1,99.1,0.1,0.0,0.0,0.0,9.9,47325.0,27234.0,1942.0
Lucas,OH,74102.0,107363.0,191684.0,194882.0,79628.0,111989.0,9086.0,378.0,433404.0,210162.0,223242.0,6.8,69.4,18.7,0.2,1.7,0.0,19.8,44820.0,27111.0,488.0
Luce,MI,1756.0,681.0,2576.0,3101.0,2109.0,842.0,78.0,1.0,6406.0,3753.0,2653.0,3.2,78.2,6.4,6.3,0.2,0.0,19.4,41221.0,19442.0,1386.0
Lumpkin,GA,9613.0,2216.0,12324.0,15531.0,12163.0,3126.0,1064.0,15.0,31567.0,15502.0,16065.0,4.7,90.8,2.1,0.7,0.4,0.0,20.1,43039.0,23364.0,2071.0
Luna,NM,3478.0,3195.0,7295.0,8104.0,4407.0,3565.0,1158.0,12.0,24319.0,12057.0,12262.0,65.9,31.0,1.2,0.8,0.5,0.0,31.8,27602.0,16622.0,1191.0
Lunenburg,VA,3206.0,2226.0,5577.0,6038.0,3586.0,2413.0,156.0,4.0,12369.0,6367.0,6002.0,4.3,59.9,30.8,0.1,3.2,0.0,18.6,39537.0,18555.0,1071.0
Luzerne,PA,77508.0,51454.0,132731.0,151727.0,86127.0,64100.0,5624.0,206.0,318222.0,156922.0,161300.0,10.1,83.8,3.5,0.1,1.2,0.0,15.2,49290.0,26809.0,371.0
Lycoming,PA,35475.0,12926.0,50294.0,59221.0,41439.0,16961.0,1004.0,32.0,115398.0,56644.0,58754.0,1.9,90.7,4.8,0.1,0.6,0.0,14.0,50634.0,26265.0,533.0
Lyman,SD,977.0,369.0,1421.0,1597.0,1042.0,525.0,294.0,6.0,3882.0,2024.0,1858.0,2.2,56.4,0.1,39.6,0.5,0.1,21.7,47113.0,21155.0,1338.0
Lynn,TX,1546.0,403.0,1997.0,2293.0,1853.0,428.0,198.0,6.0,5785.0,2957.0,2828.0,47.2,49.3,1.3,0.5,0.3,0.0,18.0,44922.0,26758.0,2557.0
Lyon,IA,5188.0,917.0,6336.0,6852.0,5707.0,1067.0,600.0,8.0,11745.0,6011.0,5734.0,2.5,96.1,0.1,0.2,0.2,0.1,4.9,62012.0,28356.0,1285.0
Lyon,KS,6354.0,4456.0,11745.0,13622.0,7381.0,5878.0,1377.0,41.0,33302.0,16165.0,17137.0,20.9,71.6,2.1,0.2,2.0,0.0,18.6,42992.0,24307.0,1611.0
Lyon,KY,2789.0,1045.0,3961.0,4228.0,3100.0,1092.0,122.0,4.0,8268.0,4581.0,3687.0,1.2,91.0,5.3,0.5,0.5,0.0,14.1,50268.0,27098.0,2749.0
Lyon,MN,7256.0,3825.0,12129.0,12889.0,7979.0,4630.0,1077.0,6.0,25789.0,12902.0,12887.0,6.2,85.4,3.3,0.4,3.6,0.0,13.7,54181.0,30203.0,2513.0
Lyon,NV,16005.0,6146.0,23762.0,29392.0,20302.0,8264.0,625.0,13.0,52303.0,26400.0,25903.0,16.2,76.1,0.9,1.9,1.1,0.2,13.7,50920.0,25063.0,882.0
Mackinac,MI,3740.0,2085.0,6088.0,7015.0,4304.0,2632.0,171.0,0.0,10836.0,5474.0,5362.0,1.6,73.8,2.3,16.9,0.6,0.0,15.4,42559.0,26967.0,1383.0
Macomb,MI,224589.0,176238.0,418773.0,496523.0,264535.0,225561.0,19730.0,1098.0,864019.0,420439.0,443580.0,2.5,80.2,10.9,0.2,3.7,0.0,11.8,58175.0,29740.0,276.0
Macon,AL,1394.0,7237.0,8748.0,8697.0,1539.0,7084.0,565.0,21.0,19358.0,8933.0,10425.0,1.6,15.5,81.5,0.2,0.2,0.0,25.9,32308.0,19564.0,1121.0
Macon,GA,1540.0,2705.0,4287.0,4662.0,1783.0,2857.0,255.0,10.0,13675.0,7563.0,6112.0,4.2,32.6,59.3,0.4,1.6,0.0,28.6,30851.0,15919.0,1508.0
Macon,IL,26782.0,18211.0,47283.0,48934.0,28373.0,19633.0,3685.0,59.0,107587.0,51439.0,56148.0,2.2,76.7,13.9,0.3,1.1,0.0,16.6,49052.0,28280.0,760.0
Macon,MO,5794.0,1518.0,7579.0,7834.0,6075.0,1661.0,252.0,1.0,15319.0,7601.0,7718.0,1.3,94.0,2.3,0.3,0.4,0.0,17.0,38903.0,20890.0,938.0
Macon,NC,12035.0,4841.0,17336.0,20589.0,14152.0,6213.0,773.0,7.0,34160.0,16467.0,17693.0,6.8,89.5,1.3,0.6,0.8,0.0,17.7,40659.0,27282.0,1829.0
Macon,TN,6260.0,1071.0,7490.0,9486.0,8095.0,1307.0,1390.0,25.0,23239.0,11381.0,11858.0,5.1,92.1,0.4,0.4,0.3,0.2,18.6,35533.0,20666.0,1977.0
Macoupin,IL,14194.0,6532.0,21881.0,23919.0,16058.0,7313.0,877.0,11.0,45960.0,22691.0,23269.0,1.1,96.3,0.8,0.1,0.4,0.0,13.3,53890.0,27255.0,909.0
Madera,CA,19221.0,13283.0,34263.0,52029.0,28458.0,22438.0,5094.0,76.0,154440.0,74583.0,79857.0,56.9,35.1,3.1,1.1,2.0,0.1,22.1,48210.0,19975.0,565.0
Madison,AL,89199.0,62435.0,159473.0,193955.0,102395.0,86885.0,9787.0,101.0,353213.0,172568.0,180645.0,4.7,65.1,24.0,0.6,2.5,0.1,13.6,61318.0,34232.0,709.0
Madison,AR,4917.0,1587.0,6829.0,7315.0,5630.0,1555.0,444.0,6.0,15907.0,8005.0,7902.0,5.4,90.2,0.1,1.0,0.4,0.5,17.8,42894.0,23203.0,2396.0
Madison,FL,4849.0,3526.0,8503.0,9380.0,5576.0,3747.0,1084.0,25.0,18518.0,9804.0,8714.0,5.1,54.4,38.8,0.2,1.0,0.0,31.9,31816.0,17192.0,1094.0
Madison,GA,9195.0,2423.0,11945.0,14937.0,11326.0,3411.0,815.0,11.0,28600.0,14345.0,14255.0,4.9,82.9,8.6,0.3,1.4,0.0,17.6,47653.0,22885.0,1361.0
Madison,IA,5336.0,2666.0,8523.0,9806.0,6507.0,3134.0,397.0,3.0,15720.0,7870.0,7850.0,1.8,95.9,0.2,0.0,1.1,0.0,7.3,60077.0,31449.0,2324.0
Madison,ID,8941.0,1201.0,15687.0,17112.0,13559.0,2666.0,2751.0,4.0,38241.0,19272.0,18969.0,7.1,89.0,0.6,0.0,1.1,0.1,31.8,33620.0,15257.0,995.0
Madison,IL,70295.0,50336.0,127902.0,135686.0,75272.0,56845.0,7751.0,160.0,266153.0,129987.0,136166.0,3.1,85.5,8.4,0.2,0.9,0.0,13.5,56536.0,30278.0,668.0
Madison,IN,32376.0,18595.0,53660.0,51633.0,31153.0,19459.0,2862.0,101.0,129641.0,64805.0,64836.0,3.8,85.3,7.5,0.2,0.5,0.0,17.4,45432.0,23680.0,577.0
Madison,KY,23431.0,11793.0,37336.0,43903.0,27353.0,15580.0,2451.0,14.0,88376.0,42976.0,45400.0,2.3,89.8,4.3,0.3,0.9,0.0,19.5,46674.0,23733.0,696.0
Madison,MO,4102.0,1005.0,5318.0,5671.0,4581.0,1017.0,545.0,3.0,12226.0,6004.0,6222.0,2.3,94.9,0.9,0.3,0.4,0.0,18.8,37484.0,20081.0,1344.0
Madison,MS,25607.0,18358.0,45048.0,45832.0,26188.0,18931.0,3914.0,94.0,102212.0,48966.0,53246.0,2.9,55.6,38.2,0.2,2.5,0.0,12.0,68600.0,36627.0,1311.0
Madison,MT,3280.0,1175.0,4720.0,6107.0,4186.0,1770.0,205.0,1.0,7902.0,4070.0,3832.0,3.4,93.8,0.3,0.5,0.1,0.0,10.6,47900.0,31620.0,2905.0
Madison,NC,6735.0,3899.0,10966.0,13000.0,7928.0,4878.0,303.0,5.0,21347.0,10564.0,10783.0,2.5,93.9,1.8,0.3,0.6,0.0,17.8,40563.0,22653.0,1471.0
Madison,NE,10518.0,2663.0,13956.0,15407.0,11678.0,3393.0,1534.0,11.0,35062.0,17437.0,17625.0,14.5,80.7,1.4,1.3,1.1,0.0,16.0,49865.0,26093.0,1125.0
Madison,NY,14901.0,10548.0,27392.0,27698.0,16553.0,10417.0,593.0,17.0,71760.0,35413.0,36347.0,2.1,93.4,1.8,0.6,0.8,0.1,11.1,58365.0,28010.0,778.0
Madison,OH,11319.0,4662.0,16754.0,19309.0,13445.0,5558.0,1129.0,16.0,43732.0,23892.0,19840.0,1.9,88.9,5.8,0.3,1.1,0.0,10.2,62897.0,27798.0,1073.0
Madison,TN,21321.0,15438.0,37764.0,42847.0,23922.0,18309.0,3956.0,81.0,97887.0,46449.0,51438.0,3.7,56.5,37.1,0.0,1.1,0.0,20.3,44496.0,24600.0,787.0
Madison,TX,3349.0,881.0,4283.0,5289.0,4165.0,1084.0,771.0,7.0,13979.0,8649.0,5330.0,22.4,55.8,17.4,0.1,1.1,0.2,15.4,44004.0,17436.0,1473.0
Madison,VA,4418.0,2202.0,6934.0,8129.0,5300.0,2698.0,145.0,3.0,13108.0,6369.0,6739.0,2.4,85.0,6.7,0.0,1.2,0.0,9.8,52287.0,29705.0,2577.0
Madison,LA,1927.0,2744.0,4732.0,4670.0,1930.0,2654.0,896.0,9.0,11616.0,5786.0,5830.0,2.0,34.1,63.5,0.1,0.0,0.0,36.4,29424.0,15134.0,1147.0
Magoffin,KY,3824.0,1172.0,5116.0,5446.0,4174.0,1213.0,203.0,0.0,12783.0,6436.0,6347.0,1.0,99.0,0.0,0.0,0.0,0.0,28.6,29578.0,17279.0,1724.0
Mahaska,IA,7404.0,2606.0,10494.0,11381.0,8297.0,2894.0,787.0,25.0,22301.0,11293.0,11008.0,2.0,93.8,1.5,0.2,1.3,0.1,14.4,50568.0,26575.0,1855.0
Mahnomen,MN,991.0,930.0,2074.0,2303.0,1143.0,1112.0,139.0,2.0,5500.0,2767.0,2733.0,3.8,46.2,0.3,40.5,0.5,0.3,22.7,42439.0,20720.0,804.0
Mahoning,OH,52808.0,56188.0,112827.0,116565.0,58601.0,56346.0,4090.0,287.0,231857.0,112946.0,118911.0,5.6,76.5,14.7,0.2,0.8,0.0,17.6,43251.0,25901.0,493.0
Major,OK,2940.0,310.0,3399.0,3467.0,3084.0,320.0,204.0,2.0,7730.0,3836.0,3894.0,9.2,85.5,0.3,1.7,0.6,0.0,13.1,52056.0,28294.0,2182.0
Malheur,OR,7141.0,2213.0,9950.0,11653.0,8101.0,3202.0,1985.0,38.0,30421.0,16514.0,13907.0,33.1,61.7,0.9,0.7,1.6,0.1,25.2,37112.0,17567.0,877.0
Manatee,FL,101681.0,71066.0,178521.0,216879.0,124966.0,90127.0,13550.0,330.0,363542.0,175761.0,187781.0,15.9,71.9,8.6,0.2,1.9,0.1,13.4,53408.0,30477.0,584.0
Manistee,MI,6915.0,4979.0,12598.0,14654.0,8321.0,6107.0,154.0,3.0,24432.0,12697.0,11735.0,2.9,89.4,2.8,1.6,0.4,0.0,14.7,44882.0,24398.0,931.0
Manitowoc,WI,23234.0,14563.0,39991.0,44829.0,27218.0,16818.0,3058.0,16.0,79680.0,39612.0,40068.0,3.7,91.2,0.7,0.4,2.6,0.0,10.2,51053.0,27777.0,624.0
Marathon,WI,39010.0,26476.0,68849.0,76751.0,44624.0,30808.0,5441.0,61.0,135293.0,68001.0,67292.0,2.7,89.1,0.7,0.3,5.7,0.0,10.3,56509.0,30151.0,684.0
Marengo,AL,5224.0,5607.0,10948.0,10882.0,5337.0,5476.0,1066.0,23.0,19743.0,9235.0,10508.0,0.4,45.1,54.1,0.1,0.0,0.0,25.6,32255.0,22996.0,3092.0
Maricopa,AZ,590465.0,549040.0,1201934.0,2063663.0,993691.0,1038364.0,159781.0,3606.0,4155501.0,2055464.0,2100037.0,30.6,56.3,5.1,1.5,3.9,0.2,15.7,58580.0,30186.0,163.0
Maries,MO,3559.0,794.0,4498.0,4774.0,3890.0,814.0,222.0,0.0,8959.0,4496.0,4463.0,2.5,95.8,0.4,0.9,0.2,0.0,18.9,41715.0,22087.0,1284.0
Marin,CA,14214.0,69518.0,88115.0,151603.0,23662.0,125172.0,7133.0,127.0,260814.0,127423.0,133391.0,15.9,71.5,2.1,0.1,5.7,0.1,8.1,104703.0,66748.0,1603.0
Marinette,WI,12995.0,6243.0,19979.0,22979.0,15304.0,7366.0,1915.0,16.0,40712.0,20459.0,20253.0,1.5,95.6,0.6,0.4,0.6,0.0,13.2,44958.0,25778.0,720.0
Marion,AL,11273.0,1432.0,12912.0,13786.0,12190.0,1457.0,1127.0,31.0,30058.0,14880.0,15178.0,2.5,91.9,3.2,0.4,0.3,0.0,17.6,35719.0,21835.0,1411.0
Marion,AR,5077.0,1377.0,6778.0,7481.0,5767.0,1526.0,180.0,2.0,16374.0,8050.0,8324.0,2.2,94.7,0.2,1.0,0.4,0.0,19.5,36113.0,19200.0,1117.0
Marion,FL,107710.0,61958.0,174485.0,204621.0,127825.0,74848.0,10977.0,350.0,343778.0,164984.0,178794.0,12.4,71.3,12.3,0.3,1.5,0.0,17.6,41964.0,23598.0,499.0
Marion,GA,1921.0,1213.0,3183.0,3624.0,2275.0,1311.0,205.0,9.0,8558.0,4207.0,4351.0,1.7,59.2,35.7,0.0,0.7,0.5,23.1,39015.0,20154.0,2352.0
Marion,IA,10940.0,5469.0,17554.0,19217.0,12657.0,6170.0,1152.0,11.0,33127.0,16341.0,16786.0,1.9,94.8,0.6,0.3,1.1,0.0,9.3,57917.0,27815.0,1117.0
Marion,IL,11677.0,4231.0,16600.0,17214.0,12540.0,4396.0,1207.0,25.0,38305.0,18781.0,19524.0,1.9,91.5,3.4,0.2,0.7,0.0,17.8,44679.0,24112.0,705.0
Marion,IN,130228.0,212676.0,361070.0,390405.0,133968.0,247265.0,27690.0,796.0,939964.0,452538.0,487426.0,10.1,56.7,27.2,0.2,2.9,0.0,19.8,44869.0,26284.0,368.0
Marion,KS,3928.0,1177.0,5465.0,5969.0,4377.0,1463.0,130.0,1.0,12087.0,5997.0,6090.0,3.3,93.2,0.7,0.1,0.3,0.0,10.7,50212.0,25620.0,1190.0
Marion,KY,5122.0,2679.0,8109.0,8928.0,6113.0,2722.0,538.0,10.0,19335.0,9799.0,9536.0,2.5,87.7,8.5,0.0,0.3,0.0,18.4,40005.0,21823.0,1643.0
Marion,MO,9418.0,2993.0,12902.0,13370.0,9910.0,3201.0,1008.0,14.0,28703.0,13841.0,14862.0,1.6,90.2,4.9,0.2,0.7,0.1,18.4,44098.0,22662.0,1039.0
Marion,MS,7697.0,3572.0,11443.0,11338.0,7783.0,3421.0,979.0,45.0,25466.0,12421.0,13045.0,1.5,65.0,32.1,0.3,0.3,0.1,25.9,30998.0,19610.0,1168.0
Marion,OH,16563.0,7748.0,25648.0,27126.0,18526.0,8089.0,3585.0,50.0,65483.0,34853.0,30630.0,2.5,88.7,5.2,0.1,0.5,0.0,16.6,44708.0,22579.0,854.0
Marion,OR,54336.0,48803.0,110804.0,164156.0,78424.0,80138.0,6252.0,112.0,330453.0,164623.0,165830.0,26.0,66.3,1.0,0.5,2.0,0.8,15.9,53828.0,24791.0,442.0
Marion,SC,5434.0,8522.0,14217.0,14704.0,5711.0,8872.0,1170.0,44.0,31765.0,14675.0,17090.0,2.7,38.8,56.6,0.5,0.7,0.0,26.5,31129.0,18556.0,1849.0
Marion,TN,7680.0,2829.0,10832.0,13204.0,9873.0,3165.0,835.0,14.0,28355.0,13830.0,14525.0,1.7,92.1,1.9,0.3,0.4,0.0,18.1,45366.0,23807.0,1227.0
Marion,TX,2968.0,1156.0,4206.0,4844.0,3459.0,1331.0,173.0,14.0,10140.0,5025.0,5115.0,3.9,70.9,23.7,0.3,0.0,0.2,22.3,36938.0,25933.0,3074.0
Marion,WV,14592.0,6926.0,22910.0,25794.0,16300.0,8901.0,419.0,5.0,56575.0,27818.0,28757.0,1.2,92.9,3.6,0.1,0.7,0.0,16.1,48158.0,25205.0,684.0
Mariposa,CA,4317.0,2568.0,7345.0,10280.0,5950.0,4088.0,81.0,2.0,17658.0,8863.0,8795.0,10.6,81.0,1.2,2.4,1.0,0.3,15.1,51385.0,28241.0,1665.0
Marlboro,SC,4257.0,5928.0,10353.0,11446.0,5044.0,6290.0,1159.0,14.0,27505.0,14565.0,12940.0,3.3,39.2,50.2,3.3,0.3,0.0,26.6,33921.0,16561.0,1026.0
Marquette,MI,14646.0,16042.0,32897.0,37460.0,16288.0,20465.0,1245.0,16.0,67145.0,33898.0,33247.0,1.4,92.4,1.6,0.8,0.9,0.0,16.4,48491.0,25550.0,825.0
Marquette,WI,4712.0,2808.0,7813.0,9065.0,5719.0,3239.0,705.0,2.0,15164.0,7699.0,7465.0,3.2,93.6,0.6,0.5,0.4,0.0,11.8,49052.0,26050.0,794.0
Marshall,AL,29217.0,4913.0,34965.0,39492.0,33094.0,5880.0,4570.0,52.0,94738.0,46771.0,47967.0,13.3,81.8,2.2,0.5,0.6,0.1,21.0,41104.0,22710.0,717.0
Marshall,IA,9125.0,7623.0,17700.0,18122.0,9564.0,8171.0,2246.0,36.0,40476.0,20400.0,20076.0,20.7,72.5,1.0,0.2,3.2,0.0,11.2,52752.0,25693.0,838.0
Marshall,IL,3776.0,1784.0,5903.0,6343.0,4196.0,2004.0,174.0,3.0,11925.0,5938.0,5987.0,3.1,94.9,0.4,0.1,0.3,0.2,10.3,55173.0,29025.0,1316.0
Marshall,IN,12286.0,4798.0,18008.0,19915.0,13841.0,5712.0,1641.0,30.0,46752.0,23252.0,23500.0,9.7,88.0,0.6,0.1,0.5,0.0,11.5,51869.0,24289.0,841.0
Marshall,KS,3250.0,1060.0,4578.0,5023.0,3662.0,1239.0,77.0,0.0,9859.0,4937.0,4922.0,2.4,95.0,0.3,0.3,0.3,0.3,8.9,50420.0,27908.0,1599.0
Marshall,KY,12322.0,3672.0,16688.0,17601.0,13297.0,4071.0,532.0,7.0,31177.0,15319.0,15858.0,1.4,96.7,0.6,0.1,0.4,0.0,10.8,49126.0,27391.0,1646.0
Marshall,MN,3208.0,1225.0,4794.0,5101.0,3721.0,1295.0,187.0,1.0,9397.0,4761.0,4636.0,4.2,93.7,0.3,0.2,0.3,0.0,7.8,57289.0,28585.0,828.0
Marshall,MS,6525.0,7944.0,14698.0,13064.0,6591.0,6283.0,1548.0,32.0,35981.0,17793.0,18188.0,3.5,47.7,47.6,0.1,0.1,0.0,17.8,41134.0,19775.0,1047.0
Marshall,OK,4202.0,1095.0,5487.0,6064.0,4891.0,1100.0,295.0,2.0,16226.0,8049.0,8177.0,16.8,66.4,1.6,7.4,0.2,0.0,14.7,45671.0,22431.0,1219.0
Marshall,SD,1056.0,754.0,1947.0,2178.0,1287.0,858.0,65.0,1.0,4759.0,2477.0,2282.0,7.4,83.8,0.5,7.3,0.0,0.0,8.3,60948.0,28861.0,2205.0
Marshall,TN,8167.0,2848.0,11402.0,14862.0,11029.0,3603.0,1221.0,12.0,31753.0,15700.0,16053.0,4.9,85.4,7.6,0.0,0.4,0.0,13.5,46837.0,23920.0,1513.0
Marshall,WV,9565.0,2894.0,13083.0,13666.0,10137.0,3348.0,420.0,4.0,32006.0,15780.0,16226.0,1.0,96.8,1.0,0.4,0.2,0.1,15.2,42473.0,24043.0,1395.0
Martin,FL,53182.0,30158.0,85741.0,98911.0,61152.0,36878.0,5425.0,167.0,155719.0,77098.0,78621.0,13.2,79.0,5.4,0.2,1.3,0.1,10.9,55588.0,38021.0,1327.0
Martin,IN,3695.0,881.0,4807.0,5155.0,4029.0,1011.0,214.0,0.0,10219.0,5146.0,5073.0,0.4,97.2,0.5,0.7,0.2,0.2,13.3,49372.0,25138.0,1744.0
Martin,KY,3503.0,363.0,3953.0,3930.0,3496.0,403.0,235.0,3.0,12175.0,6744.0,5431.0,1.9,92.4,4.7,0.1,0.0,0.1,29.8,29239.0,14914.0,1759.0
Martin,MN,7062.0,2733.0,10469.0,11038.0,7476.0,3304.0,651.0,18.0,20084.0,10015.0,10069.0,4.1,93.6,0.3,0.1,0.9,0.0,11.3,53627.0,30806.0,1231.0
Martin,NC,5874.0,5814.0,11852.0,12536.0,6529.0,5910.0,670.0,18.0,23227.0,10910.0,12317.0,3.7,52.1,41.8,0.4,1.2,0.0,19.2,35969.0,22161.0,2100.0
Martin,TX,1453.0,266.0,1755.0,2160.0,1857.0,288.0,93.0,7.0,5547.0,2856.0,2691.0,45.1,53.7,0.6,0.5,0.0,0.1,7.0,71115.0,28560.0,2865.0
Mason,IL,4051.0,2008.0,6433.0,6756.0,4645.0,1984.0,361.0,7.0,13904.0,6948.0,6956.0,1.0,96.7,0.6,0.1,0.2,0.0,13.9,44695.0,25952.0,1124.0
Mason,KY,4944.0,1970.0,7216.0,7958.0,5477.0,2362.0,192.0,2.0,17167.0,8429.0,8738.0,0.7,89.4,5.8,0.0,0.7,0.0,18.0,43082.0,25285.0,2401.0
Mason,MI,8505.0,5281.0,14658.0,17249.0,10207.0,6802.0,280.0,2.0,28800.0,14284.0,14516.0,4.5,91.7,0.9,0.8,0.5,0.0,16.0,45524.0,26251.0,1256.0
Mason,TX,1656.0,353.0,2053.0,2700.0,2108.0,566.0,83.0,2.0,4122.0,2200.0,1922.0,24.3,71.9,0.0,0.3,2.5,0.0,12.6,40949.0,24519.0,2922.0
Mason,WA,13256.0,11598.0,27124.0,36432.0,18342.0,16999.0,540.0,10.0,61569.0,31695.0,29874.0,9.2,81.4,1.0,2.5,1.5,0.3,16.2,53087.0,26312.0,1102.0
Mason,WV,7597.0,2069.0,10115.0,11149.0,8422.0,2511.0,182.0,6.0,27000.0,13010.0,13990.0,0.6,96.8,0.3,0.1,0.1,0.0,19.3,38977.0,21094.0,1205.0
Massac,IL,4844.0,1555.0,6633.0,6803.0,4989.0,1719.0,172.0,2.0,14594.0,7017.0,7577.0,2.7,88.7,6.1,0.1,0.2,0.0,18.4,42168.0,23434.0,1315.0
Matagorda,TX,8147.0,3357.0,11779.0,13710.0,9836.0,3726.0,1122.0,54.0,36744.0,18249.0,18495.0,41.4,44.9,10.2,0.4,2.0,0.1,20.6,44896.0,23294.0,1398.0
Mathews,VA,3515.0,1563.0,5292.0,5824.0,3900.0,1824.0,137.0,0.0,8830.0,4229.0,4601.0,0.7,85.8,10.5,0.0,0.3,0.0,10.6,63622.0,35252.0,4783.0
Maui,HI,13445.0,33479.0,51942.0,71025.0,22111.0,47301.0,524.0,17.0,164094.0,81933.0,82161.0,11.0,30.5,0.5,0.1,28.5,10.0,10.0,72762.0,32379.0,737.0
Maury,TN,23781.0,10026.0,35068.0,46561.0,31408.0,14386.0,3661.0,39.0,87606.0,42201.0,45405.0,5.4,79.8,11.6,0.4,0.9,0.0,13.0,52080.0,25872.0,1161.0
Maverick,TX,2816.0,10397.0,13588.0,15338.0,6881.0,8324.0,4322.0,151.0,57471.0,28522.0,28949.0,95.3,2.6,0.2,1.2,0.4,0.1,24.5,37734.0,16658.0,850.0
