cases,deaths,TotalPop,Men,Women,Hispanic,White,Black,Native,Asian,Pacific,Unemployment
9044.0,43.0,334977.0,168534.0,166443.0,9.2,84.5,1.2,0.3,1.8,0.6,3.3
1099.0,10.0,19753.0,9895.0,9858.0,2.5,91.7,0.6,3.0,0.1,0.0,3.9
270.0,5.0,8972.0,4495.0,4477.0,4.8,85.3,0.9,2.8,0.9,2.2,1.0
927.0,11.0,23397.0,11529.0,11868.0,4.2,92.8,1.2,0.1,0.3,0.0,6.1
278.0,4.0,9324.0,4869.0,4455.0,3.0,92.6,0.5,2.1,0.4,0.0,1.1
1363.0,15.0,23925.0,12235.0,11690.0,33.1,60.0,5.7,0.4,0.0,0.1,4.2
897.0,19.0,13095.0,7274.0,5821.0,56.4,36.3,5.7,0.4,0.9,0.0,6.7
177.0,2.0,5524.0,2834.0,2690.0,2.0,86.3,0.0,10.0,0.1,0.0,1.5
2.0,0.0,2016.0,926.0,1090.0,46.0,52.2,1.5,0.0,0.0,0.0,6.6
1045.0,35.0,27164.0,13154.0,14010.0,2.8,58.2,36.7,1.1,0.2,0.1,10.6
303.0,6.0,16176.0,8085.0,8091.0,2.6,89.1,0.4,0.2,0.1,0.2,6.6
3691.0,30.0,71194.0,35328.0,35866.0,14.3,80.8,1.4,1.2,0.3,0.1,5.1
21678.0,403.0,736066.0,348949.0,387117.0,8.7,29.1,53.3,0.2,6.0,0.0,8.5
2779.0,43.0,104473.0,51739.0,52734.0,10.8,77.6,7.1,0.0,2.4,0.0,8.6
914.0,13.0,42524.0,21161.0,21363.0,2.8,95.1,0.2,0.1,0.3,0.0,4.6
320.0,2.0,12564.0,8007.0,4557.0,2.2,84.2,9.8,0.7,0.2,0.1,3.4
793.0,18.0,19380.0,9705.0,9675.0,7.6,88.9,1.3,0.0,0.6,0.1,5.6
1685.0,29.0,35675.0,20184.0,15491.0,30.5,55.5,12.8,0.2,0.2,0.1,6.1
7552.0,81.0,173267.0,83838.0,89429.0,4.8,66.6,25.3,0.1,1.2,0.0,6.1
1087.0,44.0,20474.0,10697.0,9777.0,34.5,55.6,9.0,0.0,0.0,0.0,6.5
1042.0,27.0,18947.0,9499.0,9448.0,71.6,25.9,0.8,0.3,0.5,0.1,5.0
1150.0,28.0,49564.0,24774.0,24790.0,1.2,96.3,0.8,0.2,0.4,0.0,5.8
1315.0,35.0,27023.0,13037.0,13986.0,5.8,50.9,42.1,0.1,0.4,0.0,6.5
177.0,0.0,8105.0,4074.0,4031.0,2.7,93.2,1.7,0.3,0.6,0.2,5.0
617.0,39.0,26480.0,13112.0,13368.0,1.9,94.9,0.7,0.1,1.6,0.0,4.8
121.0,1.0,2891.0,1444.0,1447.0,2.6,94.7,0.2,0.9,0.5,0.0,2.8
689.0,11.0,11681.0,5744.0,5937.0,3.2,91.7,2.9,0.0,0.3,0.0,9.7
473.0,1.0,9131.0,4778.0,4353.0,3.3,90.5,0.4,1.3,0.5,0.0,2.3
607.0,14.0,38311.0,18969.0,19342.0,9.6,86.9,1.7,0.4,0.3,0.0,5.0
181.0,1.0,27442.0,15008.0,12434.0,19.2,62.8,1.8,7.2,2.7,0.1,9.5
883.0,15.0,17326.0,8659.0,8667.0,1.4,97.0,0.3,0.1,0.3,0.0,2.5
3393.0,83.0,115938.0,55903.0,60035.0,2.3,87.1,7.1,0.1,1.3,0.0,7.9
192.0,7.0,45950.0,23118.0,22832.0,3.7,92.5,1.7,0.1,0.7,0.0,7.1
3227.0,28.0,193024.0,95515.0,97509.0,2.4,86.4,3.4,0.1,5.5,0.0,2.6
1319.0,28.0,41878.0,20687.0,21191.0,3.6,64.2,0.2,20.9,1.1,0.1,8.3
14001.0,771.0,563384.0,270775.0,292609.0,3.6,68.0,20.7,0.1,5.4,0.0,6.8
217.0,3.0,30217.0,15221.0,14996.0,15.0,81.6,0.6,0.9,0.8,0.0,8.5
1397.0,38.0,36395.0,18084.0,18311.0,1.2,93.2,0.3,1.8,0.4,0.0,6.5
36.0,0.0,5172.0,2552.0,2620.0,6.9,81.5,7.9,0.2,0.7,0.0,6.4
276.0,4.0,15566.0,7774.0,7792.0,1.6,94.8,0.4,0.9,0.4,0.0,7.3
14978.0,177.0,781321.0,384390.0,396931.0,19.1,60.9,9.1,0.3,7.8,0.1,4.5
19878.0,452.0,678467.0,339400.0,339067.0,30.5,53.6,9.2,0.5,3.5,0.1,4.5
1644.0,11.0,39876.0,19534.0,20342.0,2.9,88.0,6.0,0.2,0.6,0.0,5.6
1267.0,13.0,175321.0,86629.0,88692.0,7.8,87.7,0.5,0.4,1.1,0.1,5.5
431.0,7.0,12094.0,5547.0,6547.0,5.8,45.7,47.5,0.1,0.1,0.0,12.2
15.0,0.0,1901.0,915.0,986.0,7.8,89.5,0.1,1.0,0.3,0.0,4.1
201.0,1.0,4282.0,2246.0,2036.0,2.8,96.8,0.0,0.1,0.0,0.0,1.8
94.0,1.0,4904.0,2464.0,2440.0,6.6,83.3,0.2,0.8,0.5,0.0,2.3
404.0,0.0,5709.0,2823.0,2886.0,1.3,20.4,0.1,77.1,0.1,0.0,25.9
55.0,2.0,2224.0,1186.0,1038.0,27.6,68.7,3.1,0.3,0.1,0.0,15.0
155.0,1.0,15181.0,7720.0,7461.0,0.8,97.8,0.8,0.0,0.0,0.0,5.6
333.0,6.0,5041.0,2513.0,2528.0,3.4,93.6,1.4,1.1,0.4,0.0,2.6
846.0,9.0,17000.0,8547.0,8453.0,1.9,96.1,0.5,0.3,0.4,0.0,3.0
349.0,4.0,19162.0,9572.0,9590.0,4.5,91.1,0.9,0.8,0.4,0.0,5.4
760.0,21.0,25694.0,12819.0,12875.0,1.4,95.6,0.6,0.8,0.6,0.0,6.0
1797.0,20.0,51341.0,25100.0,26241.0,3.3,89.9,3.9,0.3,0.4,0.0,4.7
1336.0,48.0,31073.0,14568.0,16505.0,2.7,46.1,46.4,2.0,0.3,0.0,9.1
294.0,7.0,10822.0,5284.0,5538.0,86.5,13.2,0.1,0.0,0.2,0.0,15.0
540.0,12.0,28033.0,13849.0,14184.0,3.2,62.1,31.8,0.0,0.4,0.0,8.3
17369.0,646.0,672391.0,319046.0,353345.0,10.7,36.0,46.9,0.2,3.7,0.0,8.0
71.0,1.0,2378.0,1217.0,1161.0,1.1,93.3,1.0,1.1,1.5,0.0,2.4
910.0,11.0,16323.0,9048.0,7275.0,3.9,84.8,7.1,0.4,0.5,0.0,6.2
170.0,2.0,5765.0,2905.0,2860.0,12.6,85.6,0.3,0.5,0.1,0.1,3.3
72.0,1.0,8570.0,4641.0,3929.0,0.4,95.7,1.4,0.1,0.3,0.0,6.5
642.0,19.0,21063.0,11024.0,10039.0,3.4,65.3,27.8,0.0,0.6,0.0,9.0
432.0,0.0,20485.0,10301.0,10184.0,4.9,92.5,0.3,0.3,0.7,0.0,2.9
1776.0,20.0,36576.0,17980.0,18596.0,11.8,84.9,0.7,0.3,0.6,0.2,4.4
4746.0,35.0,87833.0,46032.0,41801.0,4.6,90.3,2.4,0.6,0.5,0.0,4.8
3.0,0.0,1736.0,946.0,790.0,4.6,91.3,0.0,0.8,0.0,0.0,0.4
215.0,1.0,7790.0,3952.0,3838.0,2.7,90.2,3.7,1.1,0.2,0.0,4.5
86.0,1.0,3433.0,1714.0,1719.0,10.6,81.8,3.7,0.7,0.5,0.0,4.6
379.0,18.0,14053.0,7631.0,6422.0,6.9,42.6,49.5,0.0,0.1,0.0,10.5
953.0,9.0,27443.0,13602.0,13841.0,2.9,94.3,0.5,0.5,0.5,0.0,4.6
829.0,12.0,32386.0,15476.0,16910.0,5.0,63.8,26.8,0.1,1.0,0.0,8.3
4918.0,102.0,151716.0,73919.0,77797.0,5.0,64.6,25.3,0.4,1.9,0.0,6.2
3318.0,191.0,91522.0,42377.0,49145.0,2.6,26.2,68.4,0.1,0.8,0.0,15.8
4458.0,65.0,320940.0,159804.0,161136.0,8.3,83.3,1.1,0.1,4.4,0.1,3.3
4204.0,73.0,140152.0,66926.0,73226.0,9.2,43.4,44.0,0.1,1.6,0.0,7.9
825.0,9.0,19830.0,9780.0,10050.0,7.2,90.5,0.3,0.3,0.7,0.1,5.4
2964.0,19.0,117806.0,58348.0,59458.0,6.0,79.1,4.0,2.2,4.8,0.0,4.7
859.0,4.0,36891.0,18510.0,18381.0,1.5,96.2,0.6,0.3,0.1,0.0,3.1
305.0,12.0,13391.0,6704.0,6687.0,1.4,98.0,0.1,0.1,0.1,0.0,7.0
23605.0,232.0,549706.0,270917.0,278789.0,12.2,70.2,10.9,0.3,3.4,0.0,4.4
426.0,1.0,47632.0,24047.0,23585.0,12.3,81.1,0.6,1.8,1.3,0.2,6.2
384.0,8.0,107576.0,53134.0,54442.0,5.5,88.4,0.4,1.0,0.9,0.1,8.9
180.0,5.0,2940.0,1448.0,1492.0,0.6,94.9,0.0,2.7,0.0,0.0,0.9
1243.0,11.0,40585.0,20382.0,20203.0,30.9,64.9,0.2,0.8,0.7,0.1,3.9
843.0,1.0,43503.0,21734.0,21769.0,1.5,91.9,1.2,1.7,1.0,0.0,5.6
440.0,7.0,18620.0,9090.0,9530.0,3.1,66.9,28.8,0.1,0.2,0.0,9.0
25681.0,622.0,931826.0,457327.0,474499.0,14.1,67.9,4.6,0.1,11.3,0.0,5.2
1635.0,28.0,42379.0,21223.0,21156.0,7.1,91.2,0.6,0.1,0.6,0.0,2.9
5849.0,61.0,96571.0,47757.0,48814.0,2.3,91.4,2.8,0.0,1.3,0.4,3.9
0.0,0.0,20259.0,10320.0,9939.0,8.1,85.4,0.1,4.0,0.5,0.4,6.2
29.0,1.0,2017.0,1004.0,1013.0,14.6,84.8,0.1,0.0,0.0,0.0,3.6
1198.0,13.0,30905.0,14856.0,16049.0,6.4,81.1,9.7,0.3,0.4,0.0,6.9
217.0,5.0,4349.0,2306.0,2043.0,2.7,83.9,1.0,9.2,1.4,0.2,3.5
1193.0,1.0,44260.0,22296.0,21964.0,1.8,93.1,0.5,0.2,2.5,0.0,4.7
2862.0,54.0,59350.0,29020.0,30330.0,21.7,51.8,24.5,0.3,0.4,0.0,9.3
9292.0,102.0,300865.0,143946.0,156919.0,13.5,42.1,36.9,0.2,4.7,0.0,5.8
5565.0,165.0,295685.0,146993.0,148692.0,11.7,72.2,9.6,0.1,3.7,0.0,6.7
35429.0,523.0,912043.0,442115.0,469928.0,9.0,54.1,29.3,0.2,4.6,0.1,7.4
499.0,21.0,11434.0,5891.0,5543.0,89.3,9.0,1.4,0.0,0.3,0.0,13.6
2398.0,38.0,37751.0,18201.0,19550.0,3.3,80.3,13.4,0.4,0.7,0.1,7.3
1521.0,10.0,53726.0,28560.0,25166.0,29.6,67.3,0.8,0.4,0.9,0.1,2.7
558.0,35.0,10405.0,4817.0,5588.0,2.2,46.1,50.5,0.1,0.8,0.0,8.7
16289.0,459.0,446167.0,214073.0,232094.0,4.0,45.2,45.6,0.1,3.4,0.0,6.9
589.0,6.0,7318.0,4409.0,2909.0,0.5,27.3,71.6,0.0,0.0,0.0,6.9
1802.0,78.0,19553.0,10667.0,8886.0,1.5,52.9,44.4,0.3,0.2,0.0,6.1
265.0,8.0,18278.0,9337.0,8941.0,16.0,79.9,2.2,0.4,0.2,0.0,5.7
1304.0,11.0,108586.0,53065.0,55521.0,5.2,83.4,6.5,0.5,2.1,0.0,5.8
3960.0,21.0,102388.0,50371.0,52017.0,2.3,90.6,0.8,0.4,3.5,0.4,4.0
246.0,2.0,4011.0,2012.0,1999.0,26.7,65.0,2.7,1.9,0.0,0.0,5.5
6547.0,121.0,155744.0,78798.0,76946.0,58.7,34.5,4.1,0.2,1.0,0.0,6.9
219.0,3.0,2321.0,1146.0,1175.0,1.8,89.2,0.0,5.6,0.0,0.1,1.6
1582.0,24.0,56793.0,28792.0,28001.0,47.5,48.5,1.4,1.3,0.5,0.0,5.1
175.0,11.0,17603.0,8643.0,8960.0,1.1,97.2,0.6,0.2,0.4,0.0,7.4
2068.0,60.0,54032.0,25088.0,28944.0,4.3,36.5,57.2,0.1,0.1,0.1,10.2
939.0,23.0,26620.0,14332.0,12288.0,5.7,56.5,36.4,0.3,0.4,0.0,7.3
192.0,12.0,12063.0,6049.0,6014.0,0.9,95.5,1.6,0.3,0.1,0.0,9.3
154.0,1.0,3971.0,2008.0,1963.0,1.7,97.4,0.1,0.4,0.1,0.0,1.6
116.0,0.0,6570.0,3218.0,3352.0,1.3,96.7,0.4,0.0,0.9,0.0,6.1
82.0,0.0,2946.0,1520.0,1426.0,20.1,77.2,1.3,0.0,0.3,0.0,2.9
72.0,2.0,2111.0,965.0,1146.0,56.9,43.1,0.0,0.0,0.0,0.0,5.1
1863.0,29.0,57087.0,28260.0,28827.0,3.9,79.3,13.2,0.1,1.0,0.1,5.0
1330.0,4.0,34164.0,17021.0,17143.0,1.9,96.0,0.6,0.1,0.2,0.0,4.4
1390.0,4.0,185015.0,92304.0,92711.0,12.6,78.5,0.9,0.6,4.2,0.2,8.1
11214.0,204.0,674826.0,340118.0,334708.0,16.5,69.9,5.8,0.4,2.7,0.4,6.8
50114.0,642.0,834825.0,409199.0,425626.0,82.2,12.4,3.0,0.3,1.1,0.1,7.0
246.0,3.0,24553.0,12442.0,12111.0,6.5,89.4,0.6,0.5,0.6,0.0,3.6
769.0,10.0,19288.0,9218.0,10070.0,5.5,63.5,30.5,0.0,0.1,0.0,7.7
13.0,0.0,2581.0,1271.0,1310.0,4.1,91.0,0.2,1.9,0.5,0.0,6.9
198.0,2.0,30781.0,15435.0,15346.0,0.8,97.6,0.5,0.2,0.4,0.0,4.8
10310.0,151.0,202924.0,100359.0,102565.0,15.4,75.3,5.4,0.1,1.0,0.0,5.6
1520.0,14.0,52377.0,27185.0,25192.0,24.2,67.2,0.8,5.2,1.0,0.2,4.4
340.0,0.0,7533.0,4302.0,3231.0,0.3,96.1,3.5,0.1,0.0,0.0,5.0
1451.0,18.0,28877.0,14469.0,14408.0,5.6,90.2,0.9,0.2,1.4,0.1,2.8
30.0,0.0,4102.0,1983.0,2119.0,7.3,86.9,0.0,1.2,0.9,0.0,5.6
5043.0,83.0,164092.0,80837.0,83255.0,25.5,62.6,8.9,0.3,0.7,0.0,4.6
330.0,1.0,6331.0,3576.0,2755.0,6.0,86.1,3.8,1.8,0.6,0.0,3.0
3314.0,59.0,80989.0,39357.0,41632.0,2.9,73.4,21.2,0.3,0.6,0.0,7.3
581.0,4.0,26232.0,13651.0,12581.0,16.4,73.3,2.9,1.4,3.1,0.2,7.3
1216.0,39.0,22502.0,11183.0,11319.0,4.5,59.4,34.0,0.0,0.0,0.0,10.3
0.0,0.0,10410.0,5306.0,5104.0,6.2,91.4,0.1,0.7,0.6,0.0,4.4
474.0,21.0,9661.0,4792.0,4869.0,9.3,88.0,1.6,0.4,0.2,0.0,3.9
332.0,4.0,32978.0,16359.0,16619.0,1.6,91.4,0.5,2.2,0.6,0.1,6.1
292.0,9.0,3389.0,1693.0,1696.0,0.3,96.7,0.0,0.1,0.9,0.0,1.8
1065.0,17.0,41016.0,20118.0,20898.0,20.6,75.4,1.6,0.5,0.8,0.0,4.3
13531.0,717.0,923995.0,447024.0,476971.0,5.2,76.0,13.0,0.4,3.4,0.0,5.5
1274.0,54.0,75369.0,36972.0,38397.0,4.2,83.6,8.1,0.2,0.6,0.0,6.5
2261.0,40.0,277794.0,137134.0,140660.0,4.0,84.8,6.8,0.2,1.6,0.0,6.5
1768.0,31.0,37621.0,19326.0,18295.0,2.2,60.2,32.2,3.6,0.4,0.1,13.7
13704.0,272.0,309924.0,153834.0,156090.0,5.5,64.8,21.6,0.4,2.8,0.1,7.2
0.0,0.0,1102.0,485.0,617.0,15.6,80.0,0.7,2.4,0.0,0.0,3.9
24500.0,1358.0,775860.0,373886.0,401974.0,19.6,72.0,3.1,0.1,3.4,0.0,6.0
25292.0,2144.0,800401.0,384515.0,415886.0,22.4,31.1,38.8,0.1,5.1,0.0,10.4
203.0,0.0,38233.0,19936.0,18297.0,3.2,91.8,2.9,0.2,0.5,0.0,6.7
201.0,2.0,11083.0,4899.0,6184.0,3.4,54.9,37.8,1.0,0.2,0.0,5.6
9.0,0.0,6203.0,3135.0,3068.0,1.3,95.6,1.0,0.3,0.5,0.0,5.1
306.0,0.0,14382.0,7081.0,7301.0,0.3,97.6,0.1,0.4,0.0,0.0,12.4
4530.0,54.0,103132.0,49738.0,53394.0,3.7,78.3,15.4,0.5,0.7,0.1,7.6
13.0,0.0,1728.0,849.0,879.0,1.6,96.7,0.1,1.7,0.0,0.0,0.0
1426.0,40.0,33750.0,17232.0,16518.0,3.4,67.0,27.4,0.1,0.4,0.0,11.9
489.0,7.0,10757.0,5093.0,5664.0,11.8,56.5,30.2,0.0,0.8,0.0,6.6
24233.0,605.0,1142004.0,565593.0,576411.0,16.2,51.7,9.3,0.1,18.8,0.0,4.5
24155.0,1436.0,947328.0,461380.0,485948.0,19.0,62.8,10.4,0.1,5.1,0.0,7.6
3097.0,58.0,151526.0,75440.0,76086.0,2.0,87.1,7.1,0.1,1.6,0.0,5.1
875.0,40.0,22868.0,10782.0,12086.0,2.0,37.4,54.9,0.3,0.3,0.0,9.3
233.0,6.0,6783.0,3424.0,3359.0,4.0,85.2,0.7,4.9,1.6,0.0,2.6
85.0,0.0,2925.0,1526.0,1399.0,1.8,93.8,1.4,0.5,1.0,0.0,1.7
690.0,6.0,17289.0,8135.0,9154.0,22.8,51.5,24.3,0.2,0.2,0.1,6.1
841.0,27.0,24480.0,11852.0,12628.0,2.2,95.3,0.2,0.1,0.6,0.1,8.3
798.0,20.0,33787.0,17846.0,15941.0,10.6,79.4,6.5,0.4,0.7,0.1,5.2
268.0,0.0,13966.0,6975.0,6991.0,6.4,91.6,0.2,0.1,0.3,0.0,2.8
224.0,2.0,2327.0,1196.0,1131.0,1.2,94.7,0.0,3.8,0.1,0.0,0.3
3543.0,39.0,121282.0,59387.0,61895.0,4.0,80.6,11.4,0.3,1.3,0.1,5.1
1122.0,27.0,68406.0,33858.0,34548.0,7.5,80.9,7.5,0.3,1.4,0.0,4.0
608.0,14.0,16657.0,8191.0,8466.0,1.7,85.0,11.5,0.0,0.5,0.0,8.4
2193.0,57.0,110306.0,53551.0,56755.0,7.1,64.1,21.1,0.3,4.4,0.1,5.5
453.0,4.0,20139.0,10162.0,9977.0,2.3,94.1,1.2,0.0,0.9,0.0,3.5
735.0,24.0,21980.0,11751.0,10229.0,1.7,91.8,5.1,0.3,0.5,0.0,7.4
925.0,23.0,23426.0,11562.0,11864.0,1.0,95.8,2.5,0.0,0.1,0.0,7.5
11369.0,93.0,315109.0,154530.0,160579.0,7.0,71.8,14.3,0.2,3.6,0.0,6.1
507.0,10.0,28659.0,14027.0,14632.0,2.0,92.9,2.0,0.0,0.8,0.1,6.3
1074.0,15.0,133160.0,65640.0,67520.0,1.1,92.1,3.9,0.0,0.2,0.2,7.5
1788.0,27.0,39336.0,19329.0,20007.0,2.5,68.3,27.7,0.3,0.7,0.0,7.9
683.0,22.0,24963.0,12188.0,12775.0,20.4,71.9,6.0,0.1,0.7,0.0,1.5
796.0,24.0,44602.0,22404.0,22198.0,1.1,92.5,5.1,0.3,0.1,0.0,8.4
958.0,12.0,17940.0,8846.0,9094.0,1.4,96.7,0.2,0.1,0.4,0.0,7.3
260.0,2.0,11327.0,5701.0,5626.0,2.2,94.4,0.1,1.0,0.8,0.7,2.6
35.0,0.0,7568.0,3911.0,3657.0,4.3,73.6,0.1,13.6,1.0,0.7,9.5
309.0,0.0,20825.0,10448.0,10377.0,1.4,96.8,0.5,0.1,0.5,0.0,2.8
128.0,2.0,5603.0,2800.0,2803.0,3.9,94.0,0.6,0.4,0.2,0.0,2.5
3110.0,20.0,37097.0,18913.0,18184.0,49.0,42.6,2.1,0.4,3.9,0.0,4.7
117.0,4.0,3875.0,1867.0,2008.0,29.8,66.5,2.9,0.0,0.5,0.1,5.6
2181.0,39.0,105015.0,50436.0,54579.0,10.0,74.7,10.0,0.3,2.5,0.0,6.5
3615.0,27.0,96147.0,47965.0,48182.0,2.6,93.2,0.3,1.3,0.5,0.0,4.0
200.0,0.0,14515.0,7155.0,7360.0,1.2,96.1,1.7,0.0,0.1,0.0,9.5
5720.0,203.0,138537.0,64593.0,73944.0,2.5,52.6,42.2,0.2,1.3,0.1,9.5
223.0,8.0,4354.0,2260.0,2094.0,0.9,98.5,0.3,0.0,0.0,0.0,6.4
4114.0,61.0,96471.0,46770.0,49701.0,10.6,71.4,14.4,0.1,1.5,0.0,7.5
485.0,11.0,15904.0,7830.0,8074.0,2.5,92.8,1.9,0.4,1.5,0.1,2.7
2032.0,69.0,76481.0,37092.0,39389.0,3.1,88.3,5.2,0.4,1.1,0.0,5.1
475.0,4.0,37447.0,18314.0,19133.0,0.7,97.3,0.9,0.1,0.3,0.0,11.6
128.0,9.0,5953.0,2911.0,3042.0,57.8,37.9,2.5,0.2,0.3,0.0,6.4
257.0,15.0,15594.0,7842.0,7752.0,2.8,93.7,2.5,0.2,0.0,0.0,5.5
436.0,9.0,26109.0,11928.0,14181.0,3.3,78.7,13.5,0.1,0.7,0.0,4.8
22.0,1.0,1414.0,749.0,665.0,21.6,76.2,2.2,0.0,0.0,0.0,11.3
5111.0,23.0,102082.0,49962.0,52120.0,5.0,90.3,1.2,0.5,1.4,0.0,4.0
222.0,16.0,13470.0,6647.0,6823.0,3.0,94.3,0.9,0.4,0.5,0.0,6.6
3302.0,13.0,34658.0,17933.0,16725.0,53.9,40.8,2.3,0.4,1.4,0.0,6.3
19.0,1.0,7388.0,5972.0,1416.0,7.0,59.7,30.8,0.2,0.7,0.0,5.4
505.0,11.0,9035.0,4574.0,4461.0,2.2,79.7,0.9,14.3,0.4,0.1,8.3
3166.0,80.0,75835.0,36106.0,39729.0,3.0,57.1,36.8,0.2,0.9,0.0,11.9
4906.0,54.0,211300.0,104886.0,106414.0,9.5,74.9,2.9,0.2,10.5,0.0,4.2
9221.0,121.0,368362.0,174966.0,193396.0,12.6,57.3,25.7,0.2,2.2,0.1,6.9
17735.0,310.0,711421.0,349697.0,361724.0,24.2,34.4,20.2,0.2,19.2,0.0,5.3
205.0,2.0,3318.0,1645.0,1673.0,1.3,95.9,0.2,0.8,0.2,0.0,1.1
402.0,3.0,16620.0,8272.0,8348.0,2.4,95.6,0.4,0.2,0.1,0.0,6.3
2185.0,32.0,31507.0,15818.0,15689.0,16.3,77.7,4.7,0.2,0.4,0.1,8.2
575.0,2.0,17803.0,8674.0,9129.0,2.9,92.4,1.0,1.6,0.5,0.1,6.6
784.0,4.0,11675.0,6727.0,4948.0,5.2,78.2,13.6,0.1,0.4,0.7,7.9
962.0,18.0,22328.0,10852.0,11476.0,4.4,83.9,9.8,0.1,0.7,0.0,6.3
412.0,18.0,10326.0,5235.0,5091.0,12.1,85.9,1.4,0.0,0.1,0.0,4.6
384.0,2.0,13120.0,6686.0,6434.0,6.7,91.3,0.3,0.6,0.0,0.1,2.4
1110.0,10.0,39302.0,19302.0,20000.0,1.6,96.0,0.6,0.2,0.5,0.1,8.9
406.0,26.0,22835.0,11415.0,11420.0,1.1,98.4,0.2,0.0,0.3,0.0,5.3
576.0,5.0,25599.0,12505.0,13094.0,4.1,91.0,1.5,0.3,0.3,0.0,5.4
906.0,14.0,49969.0,24502.0,25467.0,3.0,81.9,9.8,0.3,1.8,0.0,7.2
483.0,73.0,70926.0,34663.0,36263.0,3.8,91.2,1.2,0.2,1.5,0.1,5.8
86.0,1.0,30177.0,14739.0,15438.0,1.3,95.8,0.3,0.4,0.5,0.1,6.1
2941.0,48.0,102413.0,51044.0,51369.0,1.7,95.3,0.8,0.2,0.6,0.0,4.9
258.0,3.0,7772.0,3752.0,4020.0,0.8,63.2,36.0,0.0,0.0,0.0,7.4
1497.0,32.0,63866.0,31817.0,32049.0,8.1,63.5,25.4,0.4,0.5,0.0,7.3
94.0,0.0,3019.0,1514.0,1505.0,2.1,96.2,0.5,0.0,0.2,0.0,2.6
87.0,0.0,51054.0,27928.0,23126.0,3.4,81.7,5.8,6.9,0.4,0.2,8.2
34517.0,643.0,1253507.0,611086.0,642421.0,5.2,64.5,21.7,0.1,4.8,0.0,5.7
2329.0,55.0,153003.0,75535.0,77468.0,5.3,88.6,3.8,0.2,1.0,0.0,5.7
1357.0,25.0,41397.0,20224.0,21173.0,3.2,88.8,4.9,0.2,0.6,0.0,6.9
223.0,7.0,10639.0,5409.0,5230.0,13.9,79.6,4.5,0.5,0.0,0.1,7.6
945.0,6.0,56277.0,27631.0,28646.0,2.7,87.1,7.9,0.2,0.4,0.0,5.4
143.0,7.0,48816.0,24251.0,24565.0,1.4,94.2,0.6,0.5,0.3,0.0,4.4
4948.0,68.0,89124.0,46383.0,42741.0,52.5,41.1,2.0,0.4,2.1,0.1,5.8
1359.0,47.0,20388.0,9991.0,10397.0,0.2,65.3,33.4,0.0,0.0,0.0,8.8
4909.0,139.0,246105.0,121305.0,124800.0,8.8,74.8,8.8,0.2,4.5,0.1,5.1
1215.0,13.0,83784.0,41634.0,42150.0,7.8,84.5,4.0,0.3,1.4,0.1,4.1
758.0,5.0,30619.0,15312.0,15307.0,9.5,86.3,1.2,0.1,1.8,0.0,4.1
463.0,4.0,19646.0,10224.0,9422.0,14.7,67.5,16.1,0.2,0.4,0.0,4.2
839.0,2.0,46601.0,27073.0,19528.0,13.0,79.5,4.5,1.0,0.7,0.1,6.2
224.0,2.0,6985.0,3453.0,3532.0,2.5,95.3,0.5,0.5,0.0,0.0,3.1
504.0,4.0,12889.0,6685.0,6204.0,12.5,85.1,0.2,0.3,0.1,0.2,5.9
1505.0,15.0,40354.0,20206.0,20148.0,6.8,70.1,0.5,19.6,0.1,0.1,6.0
31558.0,443.0,971616.0,484667.0,486949.0,52.4,30.2,4.7,0.4,9.9,0.1,10.4
1020.0,9.0,19110.0,11363.0,7747.0,78.5,16.4,3.6,0.0,0.6,0.0,7.3
45.0,0.0,2624.0,1324.0,1300.0,1.4,96.4,0.0,0.6,0.1,0.0,3.2
348.0,10.0,12092.0,5947.0,6145.0,1.3,95.6,0.3,0.9,0.0,0.1,6.9
31753.0,628.0,1010420.0,489797.0,520623.0,7.4,39.9,43.6,0.2,6.7,0.0,7.7
657.0,2.0,35733.0,18673.0,17060.0,2.9,92.0,3.8,0.1,0.2,0.0,7.7
440.0,11.0,20296.0,9992.0,10304.0,5.0,92.3,1.0,0.5,0.3,0.1,3.8
239.0,3.0,6259.0,3094.0,3165.0,0.7,71.2,24.4,0.1,0.2,0.0,7.6
367.0,24.0,53955.0,26899.0,27056.0,2.8,93.2,1.8,0.2,0.7,0.0,7.6
647.0,16.0,42296.0,20912.0,21384.0,8.4,89.4,0.3,0.2,0.4,0.1,5.9
95.0,4.0,14631.0,7376.0,7255.0,1.2,96.3,1.5,0.3,0.1,0.0,6.5
112.0,3.0,4814.0,2356.0,2458.0,3.7,94.2,0.3,0.0,0.1,0.0,2.5
3072.0,56.0,46113.0,21869.0,24244.0,10.0,32.6,55.3,0.1,0.5,0.1,8.5
600.0,5.0,21632.0,10816.0,10816.0,2.3,95.0,0.6,0.4,0.6,0.2,3.2
581.0,12.0,19889.0,10082.0,9807.0,40.6,56.3,2.3,0.1,0.5,0.0,4.5
117.0,2.0,5226.0,2475.0,2751.0,1.1,95.8,0.3,0.5,0.3,0.0,7.8
131.0,8.0,8652.0,4420.0,4232.0,5.2,91.3,1.5,0.0,0.1,0.0,6.0
3550.0,8.0,100733.0,52057.0,48676.0,3.3,92.3,0.3,0.9,1.3,0.0,4.3
334.0,13.0,30203.0,14814.0,15389.0,1.3,93.6,2.8,0.5,0.7,0.1,5.8
12703.0,169.0,321184.0,158564.0,162620.0,23.9,58.0,12.5,0.3,3.3,0.0,6.5
