cases,deaths,TotalPop,Men,Women,Hispanic,White,Black,Native,Asian,Pacific,Unemployment
412.0,6.0,20553.0,10142.0,10411.0,4.4,85.4,3.8,0.9,0.3,0.0,4.7
153.0,3.0,6840.0,3411.0,3429.0,2.1,95.6,1.2,0.2,0.4,0.0,3.1
3875.0,219.0,211960.0,102652.0,109308.0,6.7,86.6,2.6,0.1,2.5,0.0,5.4
1265.0,23.0,35488.0,17562.0,17926.0,2.3,93.8,0.5,0.4,0.4,0.0,7.7
201.0,3.0,7051.0,3460.0,3591.0,1.2,59.3,37.8,0.3,0.4,0.0,8.3
1279.0,16.0,8684.0,5104.0,3580.0,14.3,68.3,15.1,0.1,0.0,1.0,12.8
912.0,26.0,32655.0,16121.0,16534.0,2.7,92.2,2.0,0.2,0.5,0.1,5.5
2607.0,43.0,52744.0,25611.0,27133.0,2.5,70.0,23.8,0.1,2.1,0.0,5.7
600.0,1.0,16755.0,8485.0,8270.0,3.6,94.6,0.4,0.4,0.3,0.0,2.7
9534.0,140.0,238230.0,116361.0,121869.0,4.6,66.1,25.6,0.2,1.8,0.0,5.1
3925.0,131.0,98112.0,48235.0,49877.0,4.4,76.9,13.0,2.4,0.8,0.0,7.0
727.0,18.0,64095.0,31788.0,32307.0,19.4,71.7,2.1,3.2,1.4,0.0,11.2
143.0,0.0,7481.0,4079.0,3402.0,33.9,64.3,0.1,0.0,0.6,0.0,5.7
8729.0,227.0,326215.0,157897.0,168318.0,14.4,71.1,9.9,0.3,1.9,0.0,7.2
22618.0,522.0,704476.0,351847.0,352629.0,21.1,62.8,6.6,0.1,7.1,0.0,6.3
16017.0,376.0,488694.0,236337.0,252357.0,18.4,54.5,23.9,0.2,1.3,0.0,8.5
68.0,1.0,11669.0,5965.0,5704.0,2.6,84.8,7.6,0.7,0.2,0.0,11.6
142.0,0.0,10578.0,5426.0,5152.0,1.4,95.8,1.0,0.5,0.0,0.0,3.8
613.0,6.0,29518.0,14595.0,14923.0,4.3,65.5,0.2,23.6,0.3,0.1,8.0
2411.0,60.0,229701.0,112214.0,117487.0,4.0,89.1,3.8,0.1,1.2,0.0,4.8
47.0,0.0,7807.0,4165.0,3642.0,7.9,85.2,0.3,1.9,0.8,0.0,6.9
447.0,9.0,12350.0,6387.0,5963.0,2.3,93.8,0.6,0.0,1.9,0.0,3.9
998.0,4.0,7588.0,4761.0,2827.0,2.2,67.1,29.1,0.1,0.2,0.1,11.3
50.0,1.0,3841.0,2016.0,1825.0,1.7,93.5,0.0,0.2,0.8,0.0,3.8
534.0,6.0,14021.0,6875.0,7146.0,1.5,86.0,10.8,0.3,0.0,0.0,7.9
432.0,20.0,18282.0,8800.0,9482.0,2.3,65.0,29.0,0.1,0.8,0.0,11.4
2387.0,40.0,60517.0,29006.0,31511.0,2.5,74.7,20.0,0.1,1.4,0.0,9.2
1874.0,49.0,49401.0,23876.0,25525.0,7.5,75.0,12.3,0.3,0.9,0.3,5.6
574.0,24.0,13368.0,6832.0,6536.0,55.0,39.8,3.6,0.3,0.5,0.0,3.6
315.0,9.0,20473.0,10144.0,10329.0,19.2,72.9,3.0,0.4,1.1,1.0,7.4
9653.0,45.0,306357.0,153788.0,152569.0,6.7,82.1,3.9,0.4,4.2,0.1,3.9
9929.0,479.0,536494.0,262686.0,273808.0,10.0,82.7,3.6,0.1,2.1,0.0,4.7
2658.0,62.0,86544.0,42328.0,44216.0,5.0,70.1,21.7,0.2,1.0,0.1,7.7
204.0,1.0,10848.0,5013.0,5835.0,1.7,68.2,28.0,0.0,0.8,0.0,4.4
111.0,4.0,5887.0,3276.0,2611.0,26.8,67.8,0.1,4.2,0.1,0.5,7.6
27.0,0.0,1702.0,864.0,838.0,6.6,90.4,0.1,2.3,0.0,0.4,3.5
2596.0,28.0,363471.0,179116.0,184355.0,8.4,82.6,1.0,0.8,2.5,0.2,7.6
1081.0,11.0,19190.0,9709.0,9481.0,1.9,94.5,1.0,0.8,0.3,0.0,6.7
320.0,7.0,10388.0,5208.0,5180.0,5.5,68.7,24.1,0.0,0.3,0.0,10.6
993.0,38.0,88205.0,44663.0,43542.0,4.6,92.0,1.3,0.3,0.5,0.0,7.4
1860.0,6.0,97031.0,49218.0,47813.0,14.3,79.1,2.6,0.8,1.1,0.1,5.3
4555.0,57.0,330976.0,164920.0,166056.0,11.2,83.2,0.9,0.5,2.0,0.1,5.3
322.0,1.0,14102.0,6976.0,7126.0,3.2,91.6,3.6,0.0,0.3,0.0,6.3
85.0,1.0,14151.0,7323.0,6828.0,42.4,52.7,0.8,2.1,0.8,0.0,7.8
782.0,1.0,31470.0,20786.0,10684.0,18.5,66.1,8.6,2.9,1.5,0.7,7.5
982.0,1.0,38697.0,19813.0,18884.0,4.2,89.4,0.7,0.8,2.6,0.0,7.2
231.0,2.0,10621.0,5387.0,5234.0,3.4,66.1,1.1,20.0,0.5,0.0,7.4
2743.0,43.0,92590.0,44263.0,48327.0,2.5,84.9,9.8,0.4,0.7,0.0,6.6
2658.0,135.0,78221.0,38002.0,40219.0,2.2,53.1,42.8,0.1,0.7,0.0,7.2
1515.0,18.0,26497.0,13524.0,12973.0,2.4,60.9,33.6,0.6,0.4,0.0,9.9
1564.0,8.0,59901.0,29162.0,30739.0,1.5,95.9,0.7,0.5,0.5,0.0,9.9
2038.0,89.0,47451.0,22542.0,24909.0,2.6,58.2,36.7,0.1,1.1,0.0,5.1
1973.0,62.0,66508.0,32342.0,34166.0,4.5,68.1,25.0,0.1,0.3,0.1,7.9
1177.0,39.0,19859.0,9596.0,10263.0,18.1,74.3,6.6,0.0,0.4,0.0,2.9
941.0,33.0,33288.0,16164.0,17124.0,2.1,76.6,11.4,5.2,0.1,0.0,7.2
884.0,21.0,16777.0,8285.0,8492.0,1.3,95.8,0.9,0.5,0.1,0.0,8.2
379.0,8.0,16457.0,9034.0,7423.0,3.8,84.6,8.6,0.3,0.4,0.0,5.4
1097.0,39.0,45669.0,22621.0,23048.0,1.6,95.9,0.3,0.4,0.4,0.0,5.2
175.0,0.0,15844.0,7900.0,7944.0,0.9,97.2,0.4,0.0,0.4,0.0,7.8
1193.0,24.0,38131.0,19072.0,19059.0,7.2,89.7,0.6,0.5,0.5,0.0,6.2
571.0,14.0,12659.0,6150.0,6509.0,0.5,65.4,33.2,0.0,0.0,0.0,9.3
1103.0,28.0,61057.0,29977.0,31080.0,0.9,94.9,1.9,0.0,0.5,0.0,6.5
957.0,35.0,88231.0,42663.0,45568.0,1.3,92.0,3.5,0.1,0.5,0.0,6.5
1061.0,6.0,25018.0,12441.0,12577.0,3.2,91.4,0.9,2.2,0.9,0.2,3.1
1746.0,20.0,42591.0,20989.0,21602.0,2.0,94.0,1.9,0.2,0.4,0.0,8.8
1749.0,24.0,49860.0,25028.0,24832.0,6.8,71.9,2.3,10.1,0.4,0.1,6.9
702.0,6.0,27810.0,14086.0,13724.0,5.7,91.7,0.8,0.2,0.4,0.0,3.9
2217.0,30.0,69505.0,35804.0,33701.0,56.8,37.2,3.6,0.7,0.0,0.0,6.2
1181.0,42.0,22936.0,11534.0,11402.0,4.4,47.4,41.9,5.8,0.2,0.0,9.2
2603.0,18.0,79359.0,42581.0,36778.0,6.8,79.2,8.4,0.4,1.5,0.0,4.2
3215.0,67.0,137616.0,67390.0,70226.0,12.2,83.4,1.8,0.1,1.3,0.0,5.8
6715.0,65.0,156597.0,77172.0,79425.0,3.7,67.6,22.9,0.1,3.8,0.0,5.7
1113.0,18.0,9614.0,5455.0,4159.0,1.4,40.7,56.9,0.1,0.1,0.0,15.3
23685.0,518.0,700165.0,342731.0,357434.0,20.2,68.4,8.2,0.2,1.5,0.0,7.1
756.0,30.0,29216.0,14524.0,14692.0,2.7,72.8,19.5,0.0,2.5,0.1,7.1
1093.0,13.0,34785.0,17553.0,17232.0,3.5,91.0,2.5,0.1,0.6,0.0,7.6
926.0,2.0,34670.0,18375.0,16295.0,5.9,86.7,5.2,0.2,0.7,0.1,5.9
189.0,7.0,6717.0,3375.0,3342.0,0.8,96.8,1.3,0.3,0.3,0.0,10.3
3743.0,83.0,84840.0,40635.0,44205.0,2.6,66.4,28.9,0.2,0.8,0.0,6.3
2157.0,20.0,59805.0,29055.0,30750.0,19.3,58.2,18.9,0.7,1.0,0.0,7.4
795.0,36.0,17897.0,9246.0,8651.0,2.3,32.6,62.6,0.4,0.0,0.0,9.0
245.0,15.0,16850.0,8476.0,8374.0,23.2,63.7,11.0,0.0,0.9,0.0,4.5
579.0,10.0,24428.0,12792.0,11636.0,2.0,92.8,4.4,0.3,0.1,0.0,11.4
163.0,2.0,21564.0,10681.0,10883.0,4.2,90.2,0.5,2.5,0.7,0.0,6.3
1767.0,88.0,30113.0,14013.0,16100.0,2.6,22.9,73.2,0.0,0.7,0.0,12.0
6863.0,366.0,360774.0,176067.0,184707.0,22.8,66.5,5.4,0.1,3.3,0.0,7.0
290.0,1.0,7755.0,3906.0,3849.0,3.2,93.3,0.2,0.6,0.2,0.0,4.4
1223.0,20.0,98585.0,49929.0,48656.0,7.8,87.0,2.4,0.3,0.3,0.1,5.9
1538.0,41.0,57934.0,27701.0,30233.0,7.5,49.7,38.7,0.4,0.6,0.0,11.6
12430.0,118.0,285890.0,135980.0,149910.0,6.1,57.2,30.7,0.2,3.3,0.0,8.8
372.0,12.0,16966.0,8485.0,8481.0,14.2,76.5,7.2,0.6,0.7,0.2,7.1
139.0,1.0,10648.0,5325.0,5323.0,0.6,97.8,0.1,0.0,0.4,0.0,14.6
323.0,2.0,23011.0,11267.0,11744.0,0.7,97.7,0.3,0.2,0.2,0.0,12.2
1159.0,12.0,39713.0,19415.0,20298.0,8.0,80.3,8.7,0.2,0.6,0.0,8.5
85.0,3.0,3824.0,1918.0,1906.0,4.3,85.6,0.1,6.8,0.8,0.0,5.9
330.0,17.0,13565.0,6748.0,6817.0,0.2,97.9,0.4,0.8,0.1,0.0,7.0
226.0,2.0,10078.0,5081.0,4997.0,1.7,92.8,2.9,0.6,0.2,0.1,2.9
148.0,0.0,26845.0,13525.0,13320.0,1.7,95.8,0.7,0.2,0.4,0.1,7.6
481.0,6.0,11944.0,5864.0,6080.0,2.2,93.5,1.2,0.0,2.7,0.0,4.0
757.0,12.0,76012.0,37884.0,38128.0,9.8,84.2,0.5,0.6,1.2,0.1,8.8
110.0,2.0,16371.0,8198.0,8173.0,1.3,96.6,0.2,0.4,0.4,0.0,7.5
1097.0,6.0,66290.0,32898.0,33392.0,3.1,91.7,0.3,1.8,0.6,0.1,3.2
9265.0,214.0,281870.0,137467.0,144403.0,5.8,75.6,14.4,0.3,1.7,0.1,6.0
539.0,11.0,8347.0,5216.0,3131.0,4.9,74.9,18.2,0.4,0.4,0.0,9.6
1289.0,25.0,62120.0,31466.0,30654.0,12.5,40.3,40.0,0.4,2.1,0.5,11.9
35.0,0.0,2245.0,1144.0,1101.0,0.9,98.6,0.0,0.0,0.0,0.0,1.9
2312.0,59.0,79884.0,39491.0,40393.0,21.9,65.8,10.0,0.3,0.6,0.0,7.8
3064.0,67.0,170678.0,83575.0,87103.0,1.7,91.2,3.5,0.1,1.0,0.0,5.9
3108.0,34.0,91695.0,45889.0,45806.0,5.8,77.2,13.1,0.7,1.2,0.0,7.1
684.0,16.0,23480.0,12071.0,11409.0,21.3,59.2,17.6,0.3,0.7,0.0,10.3
2337.0,18.0,13885.0,8643.0,5242.0,3.6,64.6,31.1,0.4,0.0,0.0,8.1
25.0,0.0,5520.0,3522.0,1998.0,22.7,66.4,9.0,1.0,0.2,0.3,3.7
241.0,7.0,7768.0,3651.0,4117.0,1.5,65.4,32.2,0.1,0.2,0.0,6.0
240.0,3.0,5296.0,2735.0,2561.0,29.8,67.3,0.0,0.5,0.2,0.0,3.1
23.0,1.0,3121.0,1555.0,1566.0,3.0,95.7,0.7,0.1,0.0,0.0,6.0
360.0,19.0,24413.0,11960.0,12453.0,1.6,94.3,2.2,0.2,0.0,0.0,8.7
65.0,1.0,34021.0,16599.0,17422.0,1.1,96.2,0.3,0.5,0.9,0.0,3.4
208.0,0.0,5724.0,2882.0,2842.0,1.7,96.7,0.3,0.3,0.2,0.0,3.0
1312.0,5.0,54800.0,27365.0,27435.0,2.3,93.4,1.9,0.2,0.4,0.1,6.3
1483.0,61.0,34542.0,16495.0,18047.0,1.1,67.2,30.8,0.0,0.7,0.0,7.5
329.0,5.0,19249.0,9634.0,9615.0,2.7,93.2,0.1,1.0,0.4,0.0,9.9
2546.0,16.0,80504.0,39867.0,40637.0,7.0,85.3,4.9,0.2,0.5,0.0,7.9
1033.0,8.0,35569.0,17490.0,18079.0,8.2,88.4,0.9,0.2,0.6,0.0,2.7
395.0,6.0,19497.0,9399.0,10098.0,31.9,63.4,0.6,1.6,0.5,0.0,5.2
49.0,0.0,5203.0,2780.0,2423.0,8.7,83.7,2.6,3.2,1.0,0.0,9.3
836.0,22.0,34759.0,17278.0,17481.0,3.2,82.8,1.8,7.9,0.2,0.1,5.9
521.0,13.0,47307.0,22779.0,24528.0,8.9,82.9,0.4,2.8,1.2,0.2,6.5
3193.0,21.0,53147.0,26250.0,26897.0,1.9,93.6,1.0,0.5,1.1,0.0,2.1
972.0,4.0,33543.0,16488.0,17055.0,3.2,87.4,6.8,0.2,0.4,0.0,5.9
81.0,2.0,10344.0,5264.0,5080.0,3.1,91.9,0.6,1.3,0.6,0.3,4.2
965.0,12.0,27994.0,14053.0,13941.0,1.4,95.7,0.5,0.3,0.4,0.0,4.0
263.0,2.0,21241.0,10644.0,10597.0,0.6,98.0,0.5,0.2,0.2,0.0,7.3
370.0,3.0,18791.0,9630.0,9161.0,4.5,92.5,0.3,0.3,0.3,0.0,6.0
1702.0,50.0,47536.0,23206.0,24330.0,2.9,53.2,40.4,0.2,1.8,0.0,8.8
6730.0,135.0,220008.0,108534.0,111474.0,3.1,87.0,4.8,0.1,2.3,0.1,3.8
117.0,1.0,9602.0,4793.0,4809.0,2.6,93.9,0.7,1.0,0.3,0.0,5.8
173.0,7.0,12248.0,5907.0,6341.0,2.1,95.1,0.4,0.2,0.3,0.1,3.2
890.0,17.0,121074.0,59757.0,61317.0,8.7,85.7,0.4,0.9,1.2,0.1,8.8
74.0,1.0,3495.0,1880.0,1615.0,29.9,66.0,0.4,0.7,0.7,0.0,5.2
2305.0,144.0,184454.0,91198.0,93256.0,5.7,89.4,1.5,0.1,1.9,0.0,6.0
489.0,37.0,12494.0,6157.0,6337.0,3.3,73.2,20.5,1.3,0.0,0.0,10.3
392.0,10.0,12043.0,6548.0,5495.0,38.8,57.6,2.4,0.0,0.6,0.0,3.8
769.0,12.0,36812.0,18890.0,17922.0,4.4,89.2,4.0,0.0,0.7,0.0,5.5
137.0,1.0,9288.0,4587.0,4701.0,1.7,95.8,0.2,0.2,0.2,0.0,5.9
2319.0,35.0,186946.0,93729.0,93217.0,2.3,94.6,0.6,0.2,0.9,0.1,4.6
584.0,9.0,15025.0,6805.0,8220.0,1.7,93.0,2.8,0.6,0.5,0.2,3.4
350.0,8.0,64373.0,32269.0,32104.0,3.4,91.0,2.5,0.1,1.4,0.0,4.8
4273.0,80.0,137096.0,67159.0,69937.0,3.5,88.4,5.9,0.2,0.5,0.0,5.8
189.0,3.0,20195.0,9848.0,10347.0,9.8,87.1,0.7,0.1,0.4,0.0,8.3
617.0,5.0,21802.0,10764.0,11038.0,2.9,90.8,2.1,1.1,1.3,0.0,8.1
1321.0,13.0,21885.0,11723.0,10162.0,15.5,78.1,1.1,0.7,1.0,0.0,6.2
666.0,4.0,29488.0,14420.0,15068.0,3.4,86.5,6.7,0.1,0.8,0.0,5.6
68.0,0.0,2790.0,1396.0,1394.0,5.6,90.6,0.0,0.4,0.0,0.0,3.0
841.0,31.0,26847.0,13131.0,13716.0,2.7,88.8,6.3,0.2,0.1,0.0,6.2
131.0,3.0,1932.0,993.0,939.0,1.6,96.3,0.1,0.3,0.3,0.0,1.7
12.0,0.0,919.0,471.0,448.0,2.9,93.9,0.7,0.2,0.0,0.0,1.1
530.0,3.0,45323.0,22419.0,22904.0,1.5,93.7,1.6,0.2,0.7,0.0,5.8
907.0,2.0,45326.0,22593.0,22733.0,5.7,77.8,8.6,3.5,0.5,0.1,4.8
801.0,46.0,34428.0,16994.0,17434.0,0.8,96.0,1.6,0.3,0.4,0.0,12.8
279.0,4.0,17857.0,8746.0,9111.0,11.4,58.5,23.9,0.2,0.9,0.2,17.2
1877.0,33.0,71568.0,35222.0,36346.0,4.3,86.5,6.0,0.5,0.7,0.1,4.8
3146.0,91.0,305405.0,150419.0,154986.0,9.5,78.9,7.8,0.2,1.0,0.0,7.0
50.0,0.0,18031.0,9135.0,8896.0,17.2,72.9,0.3,1.0,6.0,0.0,3.7
309190.0,7074.0,10105722.0,4979641.0,5126081.0,48.4,26.5,7.9,0.2,14.3,0.2,7.8
1714.0,13.0,51024.0,24934.0,26090.0,8.2,88.4,1.3,0.1,0.6,0.0,6.6
8048.0,132.0,374558.0,185575.0,188983.0,13.5,57.7,7.2,0.2,17.1,0.1,3.8
562.0,15.0,11238.0,5743.0,5495.0,15.8,78.6,1.0,0.3,3.9,0.0,4.1
414.0,8.0,34813.0,17007.0,17806.0,2.6,77.4,15.1,0.4,0.6,0.0,7.7
8.0,0.0,537.0,260.0,277.0,0.0,99.6,0.0,0.4,0.0,0.0,0.7
292.0,1.0,9843.0,4850.0,4993.0,14.9,72.1,1.9,6.0,0.8,0.0,3.9
0.0,0.0,74.0,39.0,35.0,16.2,74.3,0.0,5.4,0.0,0.0,0.0
728.0,29.0,10362.0,4896.0,5466.0,0.7,24.3,74.4,0.1,0.0,0.0,11.2
4535.0,87.0,113941.0,55796.0,58145.0,5.4,54.5,36.1,0.2,1.9,0.0,9.2
1847.0,62.0,59558.0,28531.0,31027.0,2.0,52.2,43.5,0.2,1.0,0.0,11.4
19418.0,190.0,298042.0,147080.0,150962.0,34.5,54.5,6.9,0.4,2.1,0.1,4.8
222.0,6.0,8600.0,4343.0,4257.0,0.1,99.1,0.1,0.0,0.0,0.0,4.2
9086.0,378.0,433404.0,210162.0,223242.0,6.8,69.4,18.7,0.2,1.7,0.0,8.5
78.0,1.0,6406.0,3753.0,2653.0,3.2,78.2,6.4,6.3,0.2,0.0,11.8
1064.0,15.0,31567.0,15502.0,16065.0,4.7,90.8,2.1,0.7,0.4,0.0,6.0
1158.0,12.0,24319.0,12057.0,12262.0,65.9,31.0,1.2,0.8,0.5,0.0,11.4
156.0,4.0,12369.0,6367.0,6002.0,4.3,59.9,30.8,0.1,3.2,0.0,4.5
5624.0,206.0,318222.0,156922.0,161300.0,10.1,83.8,3.5,0.1,1.2,0.0,7.0
1004.0,32.0,115398.0,56644.0,58754.0,1.9,90.7,4.8,0.1,0.6,0.0,6.2
294.0,6.0,3882.0,2024.0,1858.0,2.2,56.4,0.1,39.6,0.5,0.1,6.3
198.0,6.0,5785.0,2957.0,2828.0,47.2,49.3,1.3,0.5,0.3,0.0,8.1
600.0,8.0,11745.0,6011.0,5734.0,2.5,96.1,0.1,0.2,0.2,0.1,2.4
1377.0,41.0,33302.0,16165.0,17137.0,20.9,71.6,2.1,0.2,2.0,0.0,5.8
122.0,4.0,8268.0,4581.0,3687.0,1.2,91.0,5.3,0.5,0.5,0.0,3.4
1077.0,6.0,25789.0,12902.0,12887.0,6.2,85.4,3.3,0.4,3.6,0.0,3.6
625.0,13.0,52303.0,26400.0,25903.0,16.2,76.1,0.9,1.9,1.1,0.2,9.8
171.0,0.0,10836.0,5474.0,5362.0,1.6,73.8,2.3,16.9,0.6,0.0,10.5
19730.0,1098.0,864019.0,420439.0,443580.0,2.5,80.2,10.9,0.2,3.7,0.0,6.6
565.0,21.0,19358.0,8933.0,10425.0,1.6,15.5,81.5,0.2,0.2,0.0,14.5
255.0,10.0,13675.0,7563.0,6112.0,4.2,32.6,59.3,0.4,1.6,0.0,16.8
3685.0,59.0,107587.0,51439.0,56148.0,2.2,76.7,13.9,0.3,1.1,0.0,9.2
252.0,1.0,15319.0,7601.0,7718.0,1.3,94.0,2.3,0.3,0.4,0.0,7.4
773.0,7.0,34160.0,16467.0,17693.0,6.8,89.5,1.3,0.6,0.8,0.0,4.9
1390.0,25.0,23239.0,11381.0,11858.0,5.1,92.1,0.4,0.4,0.3,0.2,5.8
877.0,11.0,45960.0,22691.0,23269.0,1.1,96.3,0.8,0.1,0.4,0.0,8.2
5094.0,76.0,154440.0,74583.0,79857.0,56.9,35.1,3.1,1.1,2.0,0.1,8.3
9787.0,101.0,353213.0,172568.0,180645.0,4.7,65.1,24.0,0.6,2.5,0.1,6.5
444.0,6.0,15907.0,8005.0,7902.0,5.4,90.2,0.1,1.0,0.4,0.5,4.5
1084.0,25.0,18518.0,9804.0,8714.0,5.1,54.4,38.8,0.2,1.0,0.0,8.1
815.0,11.0,28600.0,14345.0,14255.0,4.9,82.9,8.6,0.3,1.4,0.0,8.0
397.0,3.0,15720.0,7870.0,7850.0,1.8,95.9,0.2,0.0,1.1,0.0,5.2
2751.0,4.0,38241.0,19272.0,18969.0,7.1,89.0,0.6,0.0,1.1,0.1,9.2
7751.0,160.0,266153.0,129987.0,136166.0,3.1,85.5,8.4,0.2,0.9,0.0,7.4
2862.0,101.0,129641.0,64805.0,64836.0,3.8,85.3,7.5,0.2,0.5,0.0,6.8
2451.0,14.0,88376.0,42976.0,45400.0,2.3,89.8,4.3,0.3,0.9,0.0,6.9
545.0,3.0,12226.0,6004.0,6222.0,2.3,94.9,0.9,0.3,0.4,0.0,5.8
3914.0,94.0,102212.0,48966.0,53246.0,2.9,55.6,38.2,0.2,2.5,0.0,5.1
205.0,1.0,7902.0,4070.0,3832.0,3.4,93.8,0.3,0.5,0.1,0.0,3.4
303.0,5.0,21347.0,10564.0,10783.0,2.5,93.9,1.8,0.3,0.6,0.0,6.9
1534.0,11.0,35062.0,17437.0,17625.0,14.5,80.7,1.4,1.3,1.1,0.0,3.2
593.0,17.0,71760.0,35413.0,36347.0,2.1,93.4,1.8,0.6,0.8,0.1,4.4
1129.0,16.0,43732.0,23892.0,19840.0,1.9,88.9,5.8,0.3,1.1,0.0,5.4
3956.0,81.0,97887.0,46449.0,51438.0,3.7,56.5,37.1,0.0,1.1,0.0,6.2
771.0,7.0,13979.0,8649.0,5330.0,22.4,55.8,17.4,0.1,1.1,0.2,3.1
145.0,3.0,13108.0,6369.0,6739.0,2.4,85.0,6.7,0.0,1.2,0.0,5.6
896.0,9.0,11616.0,5786.0,5830.0,2.0,34.1,63.5,0.1,0.0,0.0,12.3
203.0,0.0,12783.0,6436.0,6347.0,1.0,99.0,0.0,0.0,0.0,0.0,10.3
787.0,25.0,22301.0,11293.0,11008.0,2.0,93.8,1.5,0.2,1.3,0.1,5.6
139.0,2.0,5500.0,2767.0,2733.0,3.8,46.2,0.3,40.5,0.5,0.3,9.2
4090.0,287.0,231857.0,112946.0,118911.0,5.6,76.5,14.7,0.2,0.8,0.0,8.2
204.0,2.0,7730.0,3836.0,3894.0,9.2,85.5,0.3,1.7,0.6,0.0,4.6
1985.0,38.0,30421.0,16514.0,13907.0,33.1,61.7,0.9,0.7,1.6,0.1,8.6
13550.0,330.0,363542.0,175761.0,187781.0,15.9,71.9,8.6,0.2,1.9,0.1,6.6
154.0,3.0,24432.0,12697.0,11735.0,2.9,89.4,2.8,1.6,0.4,0.0,8.0
3058.0,16.0,79680.0,39612.0,40068.0,3.7,91.2,0.7,0.4,2.6,0.0,3.7
5441.0,61.0,135293.0,68001.0,67292.0,2.7,89.1,0.7,0.3,5.7,0.0,3.8
1066.0,23.0,19743.0,9235.0,10508.0,0.4,45.1,54.1,0.1,0.0,0.0,12.8
159781.0,3606.0,4155501.0,2055464.0,2100037.0,30.6,56.3,5.1,1.5,3.9,0.2,6.0
222.0,0.0,8959.0,4496.0,4463.0,2.5,95.8,0.4,0.9,0.2,0.0,7.7
7133.0,127.0,260814.0,127423.0,133391.0,15.9,71.5,2.1,0.1,5.7,0.1,4.5
1915.0,16.0,40712.0,20459.0,20253.0,1.5,95.6,0.6,0.4,0.6,0.0,5.7
1127.0,31.0,30058.0,14880.0,15178.0,2.5,91.9,3.2,0.4,0.3,0.0,5.5
180.0,2.0,16374.0,8050.0,8324.0,2.2,94.7,0.2,1.0,0.4,0.0,7.7
10977.0,350.0,343778.0,164984.0,178794.0,12.4,71.3,12.3,0.3,1.5,0.0,9.0
205.0,9.0,8558.0,4207.0,4351.0,1.7,59.2,35.7,0.0,0.7,0.5,10.0
1152.0,11.0,33127.0,16341.0,16786.0,1.9,94.8,0.6,0.3,1.1,0.0,3.6
1207.0,25.0,38305.0,18781.0,19524.0,1.9,91.5,3.4,0.2,0.7,0.0,8.7
27690.0,796.0,939964.0,452538.0,487426.0,10.1,56.7,27.2,0.2,2.9,0.0,8.0
130.0,1.0,12087.0,5997.0,6090.0,3.3,93.2,0.7,0.1,0.3,0.0,3.9
538.0,10.0,19335.0,9799.0,9536.0,2.5,87.7,8.5,0.0,0.3,0.0,9.4
1008.0,14.0,28703.0,13841.0,14862.0,1.6,90.2,4.9,0.2,0.7,0.1,6.5
979.0,45.0,25466.0,12421.0,13045.0,1.5,65.0,32.1,0.3,0.3,0.1,8.3
3585.0,50.0,65483.0,34853.0,30630.0,2.5,88.7,5.2,0.1,0.5,0.0,7.9
6252.0,112.0,330453.0,164623.0,165830.0,26.0,66.3,1.0,0.5,2.0,0.8,6.8
1170.0,44.0,31765.0,14675.0,17090.0,2.7,38.8,56.6,0.5,0.7,0.0,10.7
835.0,14.0,28355.0,13830.0,14525.0,1.7,92.1,1.9,0.3,0.4,0.0,6.0
173.0,14.0,10140.0,5025.0,5115.0,3.9,70.9,23.7,0.3,0.0,0.2,10.7
419.0,5.0,56575.0,27818.0,28757.0,1.2,92.9,3.6,0.1,0.7,0.0,5.5
81.0,2.0,17658.0,8863.0,8795.0,10.6,81.0,1.2,2.4,1.0,0.3,10.0
1159.0,14.0,27505.0,14565.0,12940.0,3.3,39.2,50.2,3.3,0.3,0.0,14.6
1245.0,16.0,67145.0,33898.0,33247.0,1.4,92.4,1.6,0.8,0.9,0.0,6.3
705.0,2.0,15164.0,7699.0,7465.0,3.2,93.6,0.6,0.5,0.4,0.0,5.5
4570.0,52.0,94738.0,46771.0,47967.0,13.3,81.8,2.2,0.5,0.6,0.1,6.5
2246.0,36.0,40476.0,20400.0,20076.0,20.7,72.5,1.0,0.2,3.2,0.0,5.3
174.0,3.0,11925.0,5938.0,5987.0,3.1,94.9,0.4,0.1,0.3,0.2,6.2
1641.0,30.0,46752.0,23252.0,23500.0,9.7,88.0,0.6,0.1,0.5,0.0,6.8
77.0,0.0,9859.0,4937.0,4922.0,2.4,95.0,0.3,0.3,0.3,0.3,4.1
532.0,7.0,31177.0,15319.0,15858.0,1.4,96.7,0.6,0.1,0.4,0.0,6.3
187.0,1.0,9397.0,4761.0,4636.0,4.2,93.7,0.3,0.2,0.3,0.0,3.2
1548.0,32.0,35981.0,17793.0,18188.0,3.5,47.7,47.6,0.1,0.1,0.0,6.2
295.0,2.0,16226.0,8049.0,8177.0,16.8,66.4,1.6,7.4,0.2,0.0,5.3
65.0,1.0,4759.0,2477.0,2282.0,7.4,83.8,0.5,7.3,0.0,0.0,1.6
1221.0,12.0,31753.0,15700.0,16053.0,4.9,85.4,7.6,0.0,0.4,0.0,6.5
420.0,4.0,32006.0,15780.0,16226.0,1.0,96.8,1.0,0.4,0.2,0.1,5.9
5425.0,167.0,155719.0,77098.0,78621.0,13.2,79.0,5.4,0.2,1.3,0.1,6.5
214.0,0.0,10219.0,5146.0,5073.0,0.4,97.2,0.5,0.7,0.2,0.2,4.2
235.0,3.0,12175.0,6744.0,5431.0,1.9,92.4,4.7,0.1,0.0,0.1,15.4
