county,state,cases,deaths,TotalPop
Ionia,MI,834.0,8.0,64147.0
Iosco,MI,314.0,16.0,25317.0
Iowa,IA,488.0,10.0,16231.0
Iowa,WI,569.0,2.0,23576.0
Iredell,NC,3967.0,34.0,169798.0
Irion,TX,14.0,0.0,1592.0
Iron,MI,475.0,26.0,11291.0
Iron,MO,115.0,0.0,10286.0
Iron,UT,0.0,0.0,48504.0
Iron,WI,216.0,4.0,5748.0
Iroquois,IL,572.0,19.0,28457.0
Irwin,GA,361.0,8.0,9278.0
Isabella,MI,1142.0,15.0,70572.0
Isanti,MN,636.0,7.0,38584.0
Island,WA,404.0,12.0,80323.0
Isle of Wight,VA,883.0,26.0,36090.0
Issaquena,MS,107.0,4.0,1296.0
Itasca,MN,847.0,17.0,45237.0
Itawamba,MS,1207.0,29.0,23439.0
Izard,AR,673.0,2.0,13521.0
Jack,TX,155.0,3.0,8839.0
Jackson,AL,2347.0,19.0,52326.0
Jackson,AR,907.0,6.0,17429.0
Jackson,CO,9.0,0.0,1372.0
Jackson,FL,3162.0,83.0,48571.0
Jackson,GA,2473.0,42.0,63851.0
Jackson,IA,768.0,3.0,19409.0
Jackson,IL,1660.0,26.0,59115.0
Jackson,IN,1299.0,20.0,43779.0
Jackson,KS,344.0,4.0,13322.0
Jackson,KY,500.0,17.0,13369.0
Jackson,MI,2004.0,70.0,158989.0
Jackson,MN,240.0,1.0,10104.0
Jackson,MO,10582.0,140.0,688554.0
Jackson,MS,4952.0,91.0,141314.0
Jackson,NC,1117.0,7.0,41725.0
Jackson,OH,539.0,8.0,32624.0
Jackson,OK,1189.0,14.0,25574.0
Jackson,OR,1911.0,7.0,212070.0
Jackson,SD,137.0,3.0,3275.0
Jackson,TN,484.0,8.0,11573.0
Jackson,TX,656.0,16.0,14756.0
Jackson,WI,602.0,2.0,20531.0
Jackson,WV,411.0,24.0,29123.0
Jackson,LA,875.0,24.0,15952.0
James City,VA,969.0,22.0,73028.0
Jasper,GA,249.0,4.0,13732.0
Jasper,IA,1318.0,34.0,36789.0
Jasper,IL,294.0,10.0,9608.0
Jasper,IN,819.0,5.0,33448.0
Jasper,MO,5572.0,77.0,118522.0
Jasper,MS,708.0,18.0,16547.0
Jasper,SC,943.0,23.0,27465.0
Jasper,TX,520.0,34.0,35444.0
Jay,IN,421.0,7.0,21107.0
Jeff Davis,GA,811.0,23.0,14999.0
Jeff Davis,TX,23.0,0.0,2236.0
Jefferson,AL,24472.0,388.0,659460.0
Jefferson,AR,4302.0,102.0,71373.0
Jefferson,CO,9533.0,319.0,564029.0
Jefferson,FL,682.0,9.0,14085.0
Jefferson,GA,857.0,33.0,15954.0
Jefferson,IA,282.0,1.0,17945.0
Jefferson,ID,1025.0,4.0,27410.0
Jefferson,IL,1017.0,52.0,38358.0
Jefferson,IN,448.0,5.0,32293.0
Jefferson,KS,300.0,6.0,18856.0
Jefferson,KY,23898.0,368.0,764378.0
Jefferson,MO,6025.0,89.0,222639.0
Jefferson,MS,287.0,10.0,7463.0
Jefferson,MT,186.0,0.0,11625.0
Jefferson,NE,103.0,0.0,7276.0
Jefferson,NY,222.0,0.0,116567.0
Jefferson,OH,553.0,4.0,67349.0
Jefferson,OK,90.0,0.0,6270.0
Jefferson,OR,611.0,10.0,22707.0
Jefferson,PA,226.0,4.0,44258.0
Jefferson,TN,1636.0,24.0,52887.0
Jefferson,TX,8471.0,155.0,254574.0
Jefferson,WA,88.0,0.0,30524.0
Jefferson,WI,3016.0,19.0,84586.0
Jefferson,WV,626.0,5.0,55673.0
Jefferson Davis,MS,428.0,13.0,11639.0
Jefferson Davis,LA,1357.0,44.0,31405.0
Jefferson,LA,18866.0,589.0,437038.0
Jenkins,GA,472.0,32.0,8929.0
Jennings,IN,442.0,13.0,27840.0
Jerauld,SD,170.0,13.0,2034.0
Jerome,ID,1198.0,9.0,23039.0
Jersey,IL,495.0,21.0,22215.0
Jessamine,KY,1059.0,14.0,51667.0
Jewell,KS,29.0,1.0,2963.0
Jim Hogg,TX,183.0,6.0,5262.0
Jim Wells,TX,1726.0,52.0,41318.0
Jo Daviess,IL,584.0,9.0,22046.0
Johnson,AR,1063.0,8.0,26155.0
Johnson,GA,440.0,23.0,9800.0
Johnson,IA,6264.0,31.0,144425.0
Johnson,IL,408.0,0.0,12899.0
Johnson,IN,3599.0,147.0,149359.0
Johnson,KS,15049.0,205.0,578797.0
Johnson,KY,417.0,2.0,23064.0
Johnson,MO,1574.0,10.0,53941.0
Johnson,NE,116.0,0.0,5200.0
Johnson,TN,1222.0,8.0,17846.0
Johnson,TX,3821.0,67.0,160173.0
Johnson,WY,132.0,2.0,8562.0
Johnston,NC,5845.0,66.0,186308.0
Johnston,OK,310.0,4.0,11039.0
Jones,GA,657.0,17.0,28540.0
Jones,IA,590.0,4.0,20468.0
Jones,MS,3022.0,84.0,68328.0
Jones,NC,202.0,15.0,9776.0
Jones,SD,34.0,0.0,740.0
Jones,TX,610.0,3.0,19969.0
Josephine,OR,277.0,3.0,84514.0
Juab,UT,0.0,0.0,10694.0
Judith Basin,MT,16.0,0.0,1965.0
Juneau,WI,852.0,5.0,26427.0
Juniata,PA,248.0,8.0,24448.0
Kalamazoo,MI,5237.0,114.0,259830.0
Kalkaska,MI,145.0,4.0,17358.0
Kanabec,MN,250.0,10.0,15948.0
Kanawha,WV,3828.0,106.0,187827.0
Kandiyohi,MN,1921.0,5.0,42577.0
Kane,IL,18650.0,356.0,529402.0
Kane,UT,0.0,0.0,7246.0
Kankakee,IL,3867.0,81.0,110801.0
Karnes,TX,960.0,18.0,15051.0
Kauai,HI,65.0,0.0,71093.0
Kaufman,TX,3629.0,59.0,114852.0
Kay,OK,920.0,16.0,45173.0
Kearney,NE,263.0,0.0,6547.0
Kearny,KS,159.0,6.0,3931.0
Keith,NE,123.0,0.0,8129.0
Kemper,MS,336.0,15.0,10082.0
Kendall,IL,3083.0,30.0,122933.0
Kendall,TX,391.0,10.0,40306.0
Kenedy,TX,11.0,2.0,564.0
Kenosha,WI,5570.0,88.0,167886.0
Kent,DE,3606.0,121.0,173145.0
Kent,MD,348.0,25.0,19666.0
Kent,MI,15950.0,188.0,636376.0
Kent,TX,12.0,0.0,680.0
Kenton,KY,3006.0,51.0,163987.0
Keokuk,IA,213.0,1.0,10223.0
Kern,CA,34378.0,424.0,878744.0
Kerr,TX,714.0,14.0,50761.0
Kershaw,SC,2535.0,49.0,63734.0
Kewaunee,WI,1176.0,8.0,20378.0
Keweenaw,MI,23.0,0.0,2136.0
Keya Paha,NE,9.0,0.0,720.0
Kidder,ND,111.0,2.0,2457.0
Kimball,NE,65.0,0.0,3688.0
Kimble,TX,31.0,2.0,4432.0
King,TX,1.0,0.0,289.0
King,WA,27951.0,815.0,2118119.0
King George,VA,290.0,5.0,25564.0
King William,VA,213.0,4.0,16329.0
King and Queen,VA,87.0,2.0,7052.0
Kingfisher,OK,591.0,3.0,15510.0
Kingman,KS,136.0,3.0,7576.0
Kings,CA,8612.0,83.0,150183.0
Kings,NY,76238.0,7404.0,2635121.0
Kingsbury,SD,221.0,2.0,5000.0
Kinney,TX,79.0,1.0,3631.0
Kiowa,CO,6.0,0.0,1368.0
Kiowa,KS,69.0,0.0,2524.0
Kiowa,OK,191.0,3.0,9127.0
Kit Carson,CO,139.0,3.0,7846.0
Kitsap,WA,1575.0,22.0,258903.0
Kittitas,WA,775.0,22.0,43726.0
Kittson,MN,66.0,0.0,4384.0
Klamath,OR,437.0,3.0,66018.0
Kleberg,TX,1034.0,52.0,31540.0
Klickitat,WA,214.0,3.0,21172.0
Knott,KY,377.0,6.0,15690.0
Knox,IL,1467.0,21.0,51374.0
Knox,IN,957.0,10.0,37763.0
Knox,KY,915.0,10.0,31424.0
Knox,ME,94.0,1.0,39700.0
Knox,MO,69.0,1.0,3976.0
Knox,NE,285.0,1.0,8496.0
Knox,OH,512.0,17.0,60945.0
Knox,TN,13469.0,96.0,452286.0
Knox,TX,114.0,9.0,3753.0
Koochiching,MN,185.0,5.0,12776.0
Kootenai,ID,4509.0,51.0,150128.0
Kosciusko,IN,2346.0,30.0,78720.0
Kossuth,IA,519.0,0.0,15166.0
La Crosse,WI,4608.0,23.0,117582.0
La Paz,AZ,628.0,17.0,20477.0
La Plata,CO,395.0,2.0,54469.0
La Salle,TX,381.0,13.0,7418.0
LaGrange,IN,878.0,15.0,38720.0
LaMoure,ND,224.0,11.0,4106.0
LaPorte,IN,2623.0,68.0,110839.0
LaSalle,IL,2776.0,69.0,111151.0
Labette,KS,412.0,6.0,20553.0
Lac qui Parle,MN,153.0,3.0,6840.0
Lackawanna,PA,3875.0,219.0,211960.0
Laclede,MO,1265.0,23.0,35488.0
Lafayette,AR,201.0,3.0,7051.0
Lafayette,FL,1279.0,16.0,8684.0
Lafayette,MO,912.0,26.0,32655.0
Lafayette,MS,2607.0,43.0,52744.0
Lafayette,WI,600.0,1.0,16755.0
Lafayette,LA,9534.0,140.0,238230.0
Lafourche,LA,3925.0,131.0,98112.0
Lake,CA,727.0,18.0,64095.0
Lake,CO,143.0,0.0,7481.0
Lake,FL,8729.0,227.0,326215.0
Lake,IL,22618.0,522.0,704476.0
Lake,IN,16017.0,376.0,488694.0
Lake,MI,68.0,1.0,11669.0
Lake,MN,142.0,0.0,10578.0
Lake,MT,613.0,6.0,29518.0
Lake,OH,2411.0,60.0,229701.0
Lake,OR,47.0,0.0,7807.0
Lake,SD,447.0,9.0,12350.0
Lake,TN,998.0,4.0,7588.0
Lake of the Woods,MN,50.0,1.0,3841.0
Lamar,AL,534.0,6.0,14021.0
Lamar,GA,432.0,20.0,18282.0
Lamar,MS,2387.0,40.0,60517.0
Lamar,TX,1874.0,49.0,49401.0
Lamb,TX,574.0,24.0,13368.0
Lampasas,TX,315.0,9.0,20473.0
Lancaster,NE,9653.0,45.0,306357.0
Lancaster,PA,9929.0,479.0,536494.0
Lancaster,SC,2658.0,62.0,86544.0
Lancaster,VA,204.0,1.0,10848.0
Lander,NV,111.0,4.0,5887.0
Lane,KS,27.0,0.0,1702.0
Lane,OR,2596.0,28.0,363471.0
Langlade,WI,1081.0,11.0,19190.0
Lanier,GA,320.0,7.0,10388.0
Lapeer,MI,993.0,38.0,88205.0
Laramie,WY,1860.0,6.0,97031.0
Larimer,CO,4555.0,57.0,330976.0
Larue,KY,322.0,1.0,14102.0
Las Animas,CO,85.0,1.0,14151.0
Lassen,CA,782.0,1.0,31470.0
Latah,ID,982.0,1.0,38697.0
Latimer,OK,231.0,2.0,10621.0
Lauderdale,AL,2743.0,43.0,92590.0
Lauderdale,MS,2658.0,135.0,78221.0
Lauderdale,TN,1515.0,18.0,26497.0
Laurel,KY,1564.0,8.0,59901.0
Laurens,GA,2038.0,89.0,47451.0
Laurens,SC,1973.0,62.0,66508.0
Lavaca,TX,1177.0,39.0,19859.0
Lawrence,AL,941.0,33.0,33288.0
Lawrence,AR,884.0,21.0,16777.0
Lawrence,IL,379.0,8.0,16457.0
Lawrence,IN,1097.0,39.0,45669.0
Lawrence,KY,175.0,0.0,15844.0
Lawrence,MO,1193.0,24.0,38131.0
Lawrence,MS,571.0,14.0,12659.0
Lawrence,OH,1103.0,28.0,61057.0
Lawrence,PA,957.0,35.0,88231.0
Lawrence,SD,1061.0,6.0,25018.0
Lawrence,TN,1746.0,20.0,42591.0
Le Flore,OK,1749.0,24.0,49860.0
Le Sueur,MN,702.0,6.0,27810.0
Lea,NM,2217.0,30.0,69505.0
Leake,MS,1181.0,42.0,22936.0
Leavenworth,KS,2603.0,18.0,79359.0
Lebanon,PA,3215.0,67.0,137616.0
Lee,AL,6715.0,65.0,156597.0
Lee,AR,1113.0,18.0,9614.0
Lee,FL,23685.0,518.0,700165.0
Lee,GA,756.0,30.0,29216.0
Lee,IA,1093.0,13.0,34785.0
Lee,IL,926.0,2.0,34670.0
Lee,KY,189.0,7.0,6717.0
Lee,MS,3743.0,83.0,84840.0
Lee,NC,2157.0,20.0,59805.0
Lee,SC,795.0,36.0,17897.0
Lee,TX,245.0,15.0,16850.0
Lee,VA,579.0,10.0,24428.0
Leelanau,MI,163.0,2.0,21564.0
Leflore,MS,1767.0,88.0,30113.0
Lehigh,PA,6863.0,366.0,360774.0
Lemhi,ID,290.0,1.0,7755.0
Lenawee,MI,1223.0,20.0,98585.0
Lenoir,NC,1538.0,41.0,57934.0
Leon,FL,12430.0,118.0,285890.0
Leon,TX,372.0,12.0,16966.0
Leslie,KY,139.0,1.0,10648.0
Letcher,KY,323.0,2.0,23011.0
Levy,FL,1159.0,12.0,39713.0
Lewis,ID,85.0,3.0,3824.0
Lewis,KY,330.0,17.0,13565.0
Lewis,MO,226.0,2.0,10078.0
Lewis,NY,148.0,0.0,26845.0
Lewis,TN,481.0,6.0,11944.0
Lewis,WA,757.0,12.0,76012.0
Lewis,WV,110.0,2.0,16371.0
Lewis and Clark,MT,1097.0,6.0,66290.0
Lexington,SC,9265.0,214.0,281870.0
Liberty,FL,539.0,11.0,8347.0
Liberty,GA,1289.0,25.0,62120.0
Liberty,MT,35.0,0.0,2245.0
Liberty,TX,2312.0,59.0,79884.0
Licking,OH,3064.0,67.0,170678.0
Limestone,AL,3108.0,34.0,91695.0
Limestone,TX,684.0,16.0,23480.0
Lincoln,AR,2337.0,18.0,13885.0
Lincoln,CO,25.0,0.0,5520.0
Lincoln,GA,241.0,7.0,7768.0
Lincoln,ID,240.0,3.0,5296.0
Lincoln,KS,23.0,1.0,3121.0
Lincoln,KY,360.0,19.0,24413.0
Lincoln,ME,65.0,1.0,34021.0
Lincoln,MN,208.0,0.0,5724.0
Lincoln,MO,1312.0,5.0,54800.0
Lincoln,MS,1483.0,61.0,34542.0
Lincoln,MT,329.0,5.0,19249.0
Lincoln,NC,2546.0,16.0,80504.0
Lincoln,NE,1033.0,8.0,35569.0
Lincoln,NM,395.0,6.0,19497.0
Lincoln,NV,49.0,0.0,5203.0
Lincoln,OK,836.0,22.0,34759.0
Lincoln,OR,521.0,13.0,47307.0
Lincoln,SD,3193.0,21.0,53147.0
Lincoln,TN,972.0,4.0,33543.0
Lincoln,WA,81.0,2.0,10344.0
Lincoln,WI,965.0,12.0,27994.0
Lincoln,WV,263.0,2.0,21241.0
Lincoln,WY,370.0,3.0,18791.0
Lincoln,LA,1702.0,50.0,47536.0
Linn,IA,6730.0,135.0,220008.0
Linn,KS,117.0,1.0,9602.0
Linn,MO,173.0,7.0,12248.0
Linn,OR,890.0,17.0,121074.0
Lipscomb,TX,74.0,1.0,3495.0
Litchfield,CT,2305.0,144.0,184454.0
Little River,AR,489.0,37.0,12494.0
Live Oak,TX,392.0,10.0,12043.0
Livingston,IL,769.0,12.0,36812.0
Livingston,KY,137.0,1.0,9288.0
Livingston,MI,2319.0,35.0,186946.0
Livingston,MO,584.0,9.0,15025.0
Livingston,NY,350.0,8.0,64373.0
Livingston,LA,4273.0,80.0,137096.0
Llano,TX,189.0,3.0,20195.0
Logan,AR,617.0,5.0,21802.0
Logan,CO,1321.0,13.0,21885.0
Logan,IL,666.0,4.0,29488.0
Logan,KS,68.0,0.0,2790.0
Logan,KY,841.0,31.0,26847.0
Logan,ND,131.0,3.0,1932.0
Logan,NE,12.0,0.0,919.0
Logan,OH,530.0,3.0,45323.0
Logan,OK,907.0,2.0,45326.0
Logan,WV,801.0,46.0,34428.0
Long,GA,279.0,4.0,17857.0
Lonoke,AR,1877.0,33.0,71568.0
Lorain,OH,3146.0,91.0,305405.0
Los Alamos,NM,50.0,0.0,18031.0
Los Angeles,CA,309190.0,7074.0,10105722.0
Loudon,TN,1714.0,13.0,51024.0
Loudoun,VA,8048.0,132.0,374558.0
Louisa,IA,562.0,15.0,11238.0
Louisa,VA,414.0,8.0,34813.0
Loup,NE,8.0,0.0,537.0
Love,OK,292.0,1.0,9843.0
Loving,TX,0.0,0.0,74.0
Lowndes,AL,728.0,29.0,10362.0
Lowndes,GA,4535.0,87.0,113941.0
Lowndes,MS,1847.0,62.0,59558.0
Lubbock,TX,19418.0,190.0,298042.0
Lucas,IA,222.0,6.0,8600.0
Lucas,OH,9086.0,378.0,433404.0
Luce,MI,78.0,1.0,6406.0
Lumpkin,GA,1064.0,15.0,31567.0
Luna,NM,1158.0,12.0,24319.0
Lunenburg,VA,156.0,4.0,12369.0
Luzerne,PA,5624.0,206.0,318222.0
Lycoming,PA,1004.0,32.0,115398.0
Lyman,SD,294.0,6.0,3882.0
Lynn,TX,198.0,6.0,5785.0
Lyon,IA,600.0,8.0,11745.0
Lyon,KS,1377.0,41.0,33302.0
Lyon,KY,122.0,4.0,8268.0
Lyon,MN,1077.0,6.0,25789.0
Lyon,NV,625.0,13.0,52303.0
Mackinac,MI,171.0,0.0,10836.0
Macomb,MI,19730.0,1098.0,864019.0
Macon,AL,565.0,21.0,19358.0
Macon,GA,255.0,10.0,13675.0
Macon,IL,3685.0,59.0,107587.0
Macon,MO,252.0,1.0,15319.0
Macon,NC,773.0,7.0,34160.0
Macon,TN,1390.0,25.0,23239.0
Macoupin,IL,877.0,11.0,45960.0
Madera,CA,5094.0,76.0,154440.0
Madison,AL,9787.0,101.0,353213.0
Madison,AR,444.0,6.0,15907.0
Madison,FL,1084.0,25.0,18518.0
Madison,GA,815.0,11.0,28600.0
Madison,IA,397.0,3.0,15720.0
Madison,ID,2751.0,4.0,38241.0
Madison,IL,7751.0,160.0,266153.0
Madison,IN,2862.0,101.0,129641.0
Madison,KY,2451.0,14.0,88376.0
Madison,MO,545.0,3.0,12226.0
Madison,MS,3914.0,94.0,102212.0
Madison,MT,205.0,1.0,7902.0
Madison,NC,303.0,5.0,21347.0
Madison,NE,1534.0,11.0,35062.0
Madison,NY,593.0,17.0,71760.0
Madison,OH,1129.0,16.0,43732.0
Madison,TN,3956.0,81.0,97887.0
Madison,TX,771.0,7.0,13979.0
Madison,VA,145.0,3.0,13108.0
Madison,LA,896.0,9.0,11616.0
Magoffin,KY,203.0,0.0,12783.0
Mahaska,IA,787.0,25.0,22301.0
Mahnomen,MN,139.0,2.0,5500.0
Mahoning,OH,4090.0,287.0,231857.0
Major,OK,204.0,2.0,7730.0
Malheur,OR,1985.0,38.0,30421.0
Manatee,FL,13550.0,330.0,363542.0
Manistee,MI,154.0,3.0,24432.0
Manitowoc,WI,3058.0,16.0,79680.0
Marathon,WI,5441.0,61.0,135293.0
Marengo,AL,1066.0,23.0,19743.0
Maricopa,AZ,159781.0,3606.0,4155501.0
Maries,MO,222.0,0.0,8959.0
Marin,CA,7133.0,127.0,260814.0
Marinette,WI,1915.0,16.0,40712.0
Marion,AL,1127.0,31.0,30058.0
Marion,AR,180.0,2.0,16374.0
Marion,FL,10977.0,350.0,343778.0
Marion,GA,205.0,9.0,8558.0
Marion,IA,1152.0,11.0,33127.0
Marion,IL,1207.0,25.0,38305.0
Marion,IN,27690.0,796.0,939964.0
Marion,KS,130.0,1.0,12087.0
Marion,KY,538.0,10.0,19335.0
Marion,MO,1008.0,14.0,28703.0
Marion,MS,979.0,45.0,25466.0
Marion,OH,3585.0,50.0,65483.0
Marion,OR,6252.0,112.0,330453.0
Marion,SC,1170.0,44.0,31765.0
Marion,TN,835.0,14.0,28355.0
Marion,TX,173.0,14.0,10140.0
Marion,WV,419.0,5.0,56575.0
Mariposa,CA,81.0,2.0,17658.0
Marlboro,SC,1159.0,14.0,27505.0
Marquette,MI,1245.0,16.0,67145.0
Marquette,WI,705.0,2.0,15164.0
Marshall,AL,4570.0,52.0,94738.0
Marshall,IA,2246.0,36.0,40476.0
Marshall,IL,174.0,3.0,11925.0
Marshall,IN,1641.0,30.0,46752.0
Marshall,KS,77.0,0.0,9859.0
Marshall,KY,532.0,7.0,31177.0
Marshall,MN,187.0,1.0,9397.0
Marshall,MS,1548.0,32.0,35981.0
Marshall,OK,295.0,2.0,16226.0
Marshall,SD,65.0,1.0,4759.0
Marshall,TN,1221.0,12.0,31753.0
Marshall,WV,420.0,4.0,32006.0
Martin,FL,5425.0,167.0,155719.0
Martin,IN,214.0,0.0,10219.0
Martin,KY,235.0,3.0,12175.0
Martin,MN,651.0,18.0,20084.0
Martin,NC,670.0,18.0,23227.0
Martin,TX,93.0,7.0,5547.0
Mason,IL,361.0,7.0,13904.0
Mason,KY,192.0,2.0,17167.0
Mason,MI,280.0,2.0,28800.0
Mason,TX,83.0,2.0,4122.0
Mason,WA,540.0,10.0,61569.0
Mason,WV,182.0,6.0,27000.0
Massac,IL,172.0,2.0,14594.0
Matagorda,TX,1122.0,54.0,36744.0
Mathews,VA,137.0,0.0,8830.0
Maui,HI,524.0,17.0,164094.0
Maury,TN,3661.0,39.0,87606.0
Maverick,TX,4322.0,151.0,57471.0
Mayes,OK,1018.0,15.0,40929.0
McClain,OK,1416.0,14.0,37919.0
McCone,MT,65.0,0.0,1728.0
McCook,SD,302.0,1.0,5515.0
McCormick,SC,283.0,7.0,9694.0
McCracken,KY,1299.0,12.0,65285.0
McCreary,KY,266.0,1.0,17748.0
McCulloch,TX,220.0,5.0,8145.0
McCurtain,OK,1671.0,41.0,33026.0
McDonald,MO,1259.0,12.0,22753.0
McDonough,IL,828.0,22.0,31597.0
McDowell,NC,1379.0,32.0,45069.0
McDowell,WV,131.0,1.0,19707.0
McDuffie,GA,703.0,16.0,21488.0
McHenry,IL,7265.0,121.0,308043.0
McHenry,ND,237.0,14.0,5951.0
McIntosh,GA,316.0,8.0,14061.0
McIntosh,ND,176.0,5.0,2680.0
McIntosh,OK,526.0,10.0,19874.0
McKean,PA,162.0,2.0,42070.0
McKenzie,ND,591.0,4.0,11679.0
McKinley,NM,4752.0,262.0,72849.0
McLean,IL,4500.0,38.0,173231.0
McLean,KY,224.0,4.0,9361.0
McLean,ND,651.0,10.0,9607.0
McLennan,TX,10316.0,142.0,245720.0
McLeod,MN,657.0,4.0,35816.0
McMinn,TN,1744.0,39.0,52569.0
McMullen,TX,25.0,1.0,600.0
McNairy,TN,1171.0,30.0,25945.0
McPherson,KS,472.0,7.0,28792.0
McPherson,NE,10.0,0.0,432.0
McPherson,SD,72.0,0.0,2366.0
Meade,KS,146.0,1.0,4295.0
Meade,KY,422.0,4.0,28452.0
Meade,SD,1040.0,10.0,27066.0
Meagher,MT,84.0,4.0,2000.0
Mecklenburg,NC,34668.0,393.0,1034290.0
Mecklenburg,VA,904.0,35.0,30959.0
Mecosta,MI,615.0,4.0,43181.0
Medina,OH,2197.0,44.0,176362.0
Medina,TX,1294.0,49.0,48548.0
Meeker,MN,382.0,3.0,23105.0
Meigs,OH,238.0,12.0,23234.0
Meigs,TN,339.0,6.0,11830.0
Mellette,SD,94.0,1.0,2062.0
Menard,IL,193.0,1.0,12416.0
Menard,TX,77.0,0.0,2123.0
Mendocino,CA,1165.0,21.0,87497.0
Menifee,KY,92.0,1.0,6381.0
Menominee,MI,776.0,6.0,23389.0
Menominee,WI,344.0,0.0,4506.0
Merced,CA,9674.0,156.0,267390.0
Mercer,IL,339.0,6.0,15794.0
Mercer,KY,387.0,6.0,21378.0
Mercer,MO,37.0,0.0,3669.0
Mercer,ND,531.0,3.0,8637.0
Mercer,NJ,9438.0,640.0,373362.0
Mercer,OH,1761.0,30.0,40723.0
Mercer,PA,1146.0,27.0,113623.0
Mercer,WV,803.0,31.0,60963.0
Meriwether,GA,599.0,16.0,21152.0
Merrick,NE,163.0,1.0,7829.0
Merrimack,NH,951.0,29.0,147958.0
Mesa,CO,1757.0,16.0,148798.0
Metcalfe,KY,212.0,2.0,9990.0
Miami,IN,780.0,5.0,36035.0
Miami,KS,563.0,2.0,32976.0
Miami,OH,2381.0,61.0,104081.0
Miami-Dade,FL,186809.0,3662.0,2702602.0
Middlesex,NJ,22676.0,1449.0,837288.0
Middlesex,VA,148.0,11.0,10710.0
Midland,MI,1179.0,14.0,83489.0
Midland,TX,5540.0,95.0,159883.0
Mifflin,PA,457.0,4.0,46452.0
Milam,TX,550.0,8.0,24479.0
Millard,UT,0.0,0.0,12651.0
Mille Lacs,MN,498.0,20.0,25635.0
Miller,AR,1613.0,21.0,43760.0
Miller,GA,316.0,2.0,5884.0
Miller,MO,978.0,15.0,24947.0
Mills,IA,477.0,3.0,14933.0
Mills,TX,79.0,1.0,4887.0
Milwaukee,WI,43482.0,593.0,956586.0
Miner,SD,148.0,2.0,2255.0
Mineral,CO,21.0,0.0,834.0
Mineral,MT,16.0,0.0,4194.0
Mineral,NV,18.0,0.0,4471.0
Mineral,WV,244.0,4.0,27421.0
Mingo,WV,654.0,10.0,25150.0
Minidoka,ID,1260.0,9.0,20448.0
Minnehaha,SD,12667.0,111.0,183660.0
Missaukee,MI,104.0,1.0,14982.0
Mississippi,AR,2412.0,69.0,43534.0
Mississippi,MO,464.0,6.0,13916.0
Missoula,MT,2414.0,18.0,114231.0
Mitchell,GA,850.0,46.0,22574.0
Mitchell,IA,322.0,1.0,10663.0
Mitchell,KS,63.0,0.0,6230.0
Mitchell,NC,247.0,4.0,15155.0
Mitchell,TX,202.0,2.0,8774.0
Mobile,AL,17298.0,322.0,414328.0
Modoc,CA,51.0,0.0,9017.0
Moffat,CO,77.0,1.0,13056.0
Mohave,AZ,4453.0,234.0,204691.0
Moniteau,MO,706.0,12.0,15904.0
Monmouth,NJ,14415.0,873.0,627551.0
Mono,CA,194.0,2.0,14058.0
Monona,IA,271.0,2.0,8865.0
Monongalia,WV,2363.0,7.0,103715.0
Monroe,AL,668.0,10.0,21745.0
Monroe,AR,230.0,2.0,7420.0
Monroe,FL,2334.0,25.0,76745.0
Monroe,GA,774.0,55.0,26795.0
Monroe,IA,280.0,12.0,7912.0
Monroe,IL,1068.0,32.0,33739.0
Monroe,IN,3557.0,39.0,144436.0
Monroe,KY,352.0,4.0,10645.0
Monroe,MI,2206.0,42.0,149619.0
Monroe,MO,192.0,2.0,8676.0
Monroe,MS,1577.0,74.0,35967.0
Monroe,NY,7705.0,300.0,748680.0
Monroe,OH,201.0,18.0,14239.0
Monroe,PA,2081.0,135.0,167306.0
Monroe,TN,1546.0,29.0,45698.0
Monroe,WI,1267.0,8.0,45303.0
Monroe,WV,266.0,8.0,13517.0
Montague,TX,299.0,6.0,19406.0
Montcalm,MI,790.0,12.0,62956.0
Monterey,CA,11752.0,96.0,433168.0
Montezuma,CO,229.0,5.0,25770.0
Montgomery,AL,10702.0,210.0,227120.0
Montgomery,AR,188.0,8.0,9059.0
Montgomery,GA,377.0,10.0,8962.0
Montgomery,IA,213.0,7.0,10239.0
Montgomery,IL,687.0,17.0,29173.0
Montgomery,IN,736.0,22.0,38288.0
Montgomery,KS,706.0,6.0,33463.0
Montgomery,KY,571.0,6.0,27550.0
Montgomery,MD,26114.0,873.0,1039198.0
Montgomery,MO,191.0,1.0,11618.0
Montgomery,MS,575.0,23.0,10309.0
Montgomery,NC,1213.0,38.0,27445.0
Montgomery,NY,273.0,4.0,49500.0
Montgomery,OH,12156.0,190.0,531987.0
Montgomery,PA,14421.0,895.0,818677.0
Montgomery,TN,4480.0,61.0,192120.0
Montgomery,TX,14175.0,182.0,535187.0
Montgomery,VA,2958.0,5.0,97692.0
Montmorency,MI,37.0,0.0,9290.0
Montour,PA,311.0,11.0,18302.0
Montrose,CO,493.0,13.0,40908.0
Moody,SD,240.0,3.0,6496.0
Moore,NC,2314.0,46.0,94191.0
Moore,TN,286.0,2.0,6302.0
Moore,TX,1352.0,22.0,22016.0
Mora,NM,15.0,0.0,4605.0
Morehouse,LA,900.0,27.0,26290.0
Morgan,AL,4523.0,36.0,119157.0
Morgan,CO,913.0,48.0,28123.0
Morgan,GA,540.0,6.0,18013.0
Morgan,IL,1064.0,26.0,34442.0
Morgan,IN,1079.0,41.0,69533.0
Morgan,KY,152.0,0.0,13281.0
Morgan,MO,745.0,8.0,20097.0
Morgan,OH,104.0,0.0,14773.0
