county,state,percentage16_Donald_Trump,percentage16_Hillary_Clinton,total_votes16,votes16_Donald_Trump,votes16_Hillary_Clinton,percentage20_Donald_Trump,percentage20_Joe_Biden,total_votes20,votes20_Donald_Trump,votes20_Joe_Biden,cases,deaths,TotalPop,Men,Women,Hispanic,White,Black,Native,Asian,Pacific,Income,IncomePerCap,Poverty,Unemployment
Dillon,SC,0.48200000000000004,0.499,11696.0,5637.0,5832.0,0.502,0.491,13101.0,6582.0,6436.0,1336.0,48.0,31073.0,14568.0,16505.0,2.7,46.1,46.4,2.0,0.3,0.0,30866.0,15638.0,30.6,9.1
Dimmit,TX,0.302,0.674,3225.0,974.0,2173.0,0.37799999999999995,0.618,3666.0,1384.0,2264.0,294.0,7.0,10822.0,5284.0,5538.0,86.5,13.2,0.1,0.0,0.2,0.0,31384.0,17939.0,30.2,15.0
Dinwiddie,VA,0.55,0.426,13533.0,7447.0,5765.0,0.5770000000000001,0.413,15063.0,8695.0,6224.0,540.0,12.0,28033.0,13849.0,14184.0,3.2,62.1,31.8,0.0,0.4,0.0,54640.0,25981.0,14.8,8.3
District of Columbia,DC,0.040999999999999995,0.9279999999999999,280272.0,11553.0,260223.0,0.04,0.94,37762.0,1506.0,35485.0,17369.0,646.0,672391.0,319046.0,353345.0,10.7,36.0,46.9,0.2,3.7,0.0,77649.0,50832.0,17.4,8.0
Divide,ND,0.725,0.205,1187.0,860.0,243.0,0.752,0.22,1202.0,904.0,265.0,71.0,1.0,2378.0,1217.0,1161.0,1.1,93.3,1.0,1.1,1.5,0.0,54223.0,39171.0,13.0,2.4
Dixie,FL,0.8079999999999999,0.17600000000000002,7202.0,5822.0,1270.0,0.8270000000000001,0.16699999999999998,8171.0,6758.0,1364.0,910.0,11.0,16323.0,9048.0,7275.0,3.9,84.8,7.1,0.4,0.5,0.0,35910.0,19342.0,23.7,6.2
Dixon,NE,0.7440000000000001,0.203,2744.0,2041.0,556.0,0.757,0.21100000000000002,3083.0,2335.0,651.0,170.0,2.0,5765.0,2905.0,2860.0,12.6,85.6,0.3,0.5,0.1,0.1,57036.0,26094.0,10.3,3.3
Doddridge,WV,0.831,0.127,2826.0,2347.0,360.0,0.845,0.14,3101.0,2619.0,435.0,72.0,1.0,8570.0,4641.0,3929.0,0.4,95.7,1.4,0.1,0.3,0.0,44437.0,21164.0,14.9,6.5
Dodge,GA,0.718,0.262,6995.0,5021.0,1836.0,0.7240000000000001,0.26899999999999996,8070.0,5843.0,2171.0,642.0,19.0,21063.0,11024.0,10039.0,3.4,65.3,27.8,0.0,0.6,0.0,35290.0,18563.0,22.2,9.0
Dodge,MN,0.618,0.294,10564.0,6527.0,3102.0,0.64,0.335,12153.0,7774.0,4074.0,432.0,0.0,20485.0,10301.0,10184.0,4.9,92.5,0.3,0.3,0.7,0.0,71078.0,31417.0,5.7,2.9
Dodge,NE,0.6509999999999999,0.298,14959.0,9736.0,4451.0,0.6509999999999999,0.32799999999999996,16835.0,10963.0,5526.0,1776.0,20.0,36576.0,17980.0,18596.0,11.8,84.9,0.7,0.3,0.6,0.2,51748.0,27162.0,13.2,4.4
Dodge,WI,0.622,0.326,42818.0,26643.0,13968.0,0.647,0.33799999999999997,48436.0,31355.0,16356.0,4746.0,35.0,87833.0,46032.0,41801.0,4.6,90.3,2.4,0.6,0.5,0.0,56038.0,27000.0,8.8,4.8
Dolores,CO,0.7609999999999999,0.185,1230.0,936.0,227.0,0.755,0.23199999999999998,1431.0,1080.0,332.0,3.0,0.0,1736.0,946.0,790.0,4.6,91.3,0.0,0.8,0.0,0.0,40352.0,23190.0,14.1,0.4
Doniphan,KS,0.773,0.17300000000000001,3366.0,2601.0,584.0,0.8029999999999999,0.185,3674.0,2949.0,678.0,215.0,1.0,7790.0,3952.0,3838.0,2.7,90.2,3.7,1.1,0.2,0.0,50300.0,24520.0,13.7,4.5
Donley,TX,0.8390000000000001,0.13,1460.0,1225.0,190.0,0.873,0.12,1648.0,1438.0,198.0,86.0,1.0,3433.0,1714.0,1719.0,10.6,81.8,3.7,0.7,0.5,0.0,44429.0,23212.0,14.9,4.6
Dooly,GA,0.506,0.485,3836.0,1941.0,1860.0,0.526,0.466,4105.0,2159.0,1911.0,379.0,18.0,14053.0,7631.0,6422.0,6.9,42.6,49.5,0.0,0.1,0.0,33389.0,16867.0,23.2,10.5
Door,WI,0.493,0.461,17398.0,8584.0,8026.0,0.485,0.499,20117.0,9752.0,10044.0,953.0,9.0,27443.0,13602.0,13841.0,2.9,94.3,0.5,0.5,0.5,0.0,56494.0,34253.0,8.4,4.6
Dorchester,MD,0.5660000000000001,0.406,14034.0,7938.0,5695.0,0.584,0.396,13371.0,7804.0,5295.0,829.0,12.0,32386.0,15476.0,16910.0,5.0,63.8,26.8,0.1,1.0,0.0,50532.0,28911.0,15.4,8.3
Dorchester,SC,0.5589999999999999,0.384,62463.0,34932.0,24010.0,0.542,0.43799999999999994,77278.0,41913.0,33824.0,4918.0,102.0,151716.0,73919.0,77797.0,5.0,64.6,25.3,0.4,1.9,0.0,58685.0,27317.0,11.8,6.2
Dougherty,GA,0.301,0.685,33925.0,10227.0,23224.0,0.29600000000000004,0.696,35308.0,10449.0,24579.0,3318.0,191.0,91522.0,42377.0,49145.0,2.6,26.2,68.4,0.1,0.8,0.0,34541.0,20292.0,30.5,15.8
Douglas,CO,0.5479999999999999,0.36700000000000005,182918.0,100178.0,67045.0,0.524,0.452,230478.0,120661.0,104199.0,4458.0,65.0,320940.0,159804.0,161136.0,8.3,83.3,1.1,0.1,4.4,0.1,111154.0,48725.0,3.6,3.3
Douglas,GA,0.43200000000000005,0.54,57365.0,24803.0,30971.0,0.368,0.62,68806.0,25323.0,42653.0,4204.0,73.0,140152.0,66926.0,73226.0,9.2,43.4,44.0,0.1,1.6,0.0,59333.0,25449.0,14.2,7.9
Douglas,IL,0.7040000000000001,0.24100000000000002,8089.0,5695.0,1946.0,0.711,0.266,8746.0,6221.0,2327.0,825.0,9.0,19830.0,9780.0,10050.0,7.2,90.5,0.3,0.3,0.7,0.1,52261.0,26284.0,12.1,5.4
Douglas,KS,0.297,0.624,48231.0,14308.0,30089.0,0.29100000000000004,0.685,57540.0,16737.0,39436.0,2964.0,19.0,117806.0,58348.0,59458.0,6.0,79.1,4.0,2.2,4.8,0.0,54370.0,29438.0,18.7,4.7
Douglas,MN,0.6459999999999999,0.28800000000000003,21623.0,13966.0,6227.0,0.655,0.326,24120.0,15799.0,7868.0,859.0,4.0,36891.0,18510.0,18381.0,1.5,96.2,0.6,0.3,0.1,0.0,58667.0,33336.0,8.4,3.1
Douglas,MO,0.823,0.14800000000000002,6664.0,5486.0,984.0,0.843,0.145,6994.0,5896.0,1012.0,305.0,12.0,13391.0,6704.0,6687.0,1.4,98.0,0.1,0.1,0.1,0.0,33003.0,18095.0,20.6,7.0
Douglas,NE,0.465,0.479,219531.0,102151.0,105207.0,0.43200000000000005,0.542,269960.0,116696.0,146433.0,23605.0,232.0,549706.0,270917.0,278789.0,12.2,70.2,10.9,0.3,3.4,0.0,58640.0,32023.0,13.5,4.4
Douglas,NV,0.625,0.303,27871.0,17406.0,8453.0,0.633,0.34,33537.0,21237.0,11390.0,426.0,1.0,47632.0,24047.0,23585.0,12.3,81.1,0.6,1.8,1.3,0.2,61176.0,35727.0,9.8,6.2
Douglas,OR,0.664,0.271,51350.0,34112.0,13891.0,0.674,0.298,63107.0,42513.0,18780.0,384.0,8.0,107576.0,53134.0,54442.0,5.5,88.4,0.4,1.0,0.9,0.1,44023.0,25002.0,17.0,8.9
Douglas,SD,0.8340000000000001,0.133,1605.0,1338.0,214.0,0.86,0.127,1707.0,1468.0,216.0,180.0,5.0,2940.0,1448.0,1492.0,0.6,94.9,0.0,2.7,0.0,0.0,52543.0,27603.0,8.2,0.9
Douglas,WA,0.628,0.315,10949.0,6875.0,3452.0,0.614,0.36700000000000005,20567.0,12619.0,7554.0,1243.0,11.0,40585.0,20382.0,20203.0,30.9,64.9,0.2,0.8,0.7,0.1,55805.0,25060.0,13.7,3.9
Douglas,WI,0.435,0.511,22185.0,9657.0,11342.0,0.44299999999999995,0.536,24677.0,10923.0,13218.0,843.0,1.0,43503.0,21734.0,21769.0,1.5,91.9,1.2,1.7,1.0,0.0,50730.0,27844.0,14.2,5.6
Drew,AR,0.602,0.359,6590.0,3967.0,2364.0,0.631,0.35,6879.0,4338.0,2408.0,440.0,7.0,18620.0,9090.0,9530.0,3.1,66.9,28.8,0.1,0.2,0.0,36092.0,20300.0,24.4,9.0
DuPage,IL,0.39799999999999996,0.539,412929.0,164355.0,222499.0,0.402,0.5770000000000001,467186.0,187957.0,269638.0,25681.0,622.0,931826.0,457327.0,474499.0,14.1,67.9,4.6,0.1,11.3,0.0,84442.0,42050.0,6.8,5.2
Dubois,IN,0.6709999999999999,0.271,19917.0,13365.0,5389.0,0.6890000000000001,0.289,21805.0,15032.0,6292.0,1635.0,28.0,42379.0,21223.0,21156.0,7.1,91.2,0.6,0.1,0.6,0.0,57307.0,28302.0,10.0,2.9
Dubuque,IA,0.47700000000000004,0.46399999999999997,49037.0,23384.0,22774.0,0.505,0.47600000000000003,53924.0,27214.0,25655.0,5849.0,61.0,96571.0,47757.0,48814.0,2.3,91.4,2.8,0.0,1.3,0.4,59150.0,30117.0,11.9,3.9
Duchesne,UT,0.794,0.07200000000000001,6932.0,5505.0,500.0,0.882,0.098,8442.0,7445.0,830.0,0.0,0.0,20259.0,10320.0,9939.0,8.1,85.4,0.1,4.0,0.5,0.4,63000.0,23323.0,12.7,6.2
Dundy,NE,0.867,0.094,949.0,823.0,89.0,0.884,0.105,999.0,883.0,105.0,29.0,1.0,2017.0,1004.0,1013.0,14.6,84.8,0.1,0.0,0.0,0.0,44653.0,26949.0,10.5,3.6
Dunklin,MO,0.759,0.223,10574.0,8026.0,2360.0,0.7809999999999999,0.21100000000000002,10419.0,8135.0,2200.0,1198.0,13.0,30905.0,14856.0,16049.0,6.4,81.1,9.7,0.3,0.4,0.0,32348.0,18878.0,26.6,6.9
Dunn,ND,0.797,0.162,2199.0,1753.0,356.0,0.8340000000000001,0.146,2338.0,1951.0,342.0,217.0,5.0,4349.0,2306.0,2043.0,2.7,83.9,1.0,9.2,1.4,0.2,68594.0,42438.0,10.6,3.5
Dunn,WI,0.521,0.41,22029.0,11487.0,9025.0,0.56,0.42100000000000004,23524.0,13173.0,9897.0,1193.0,1.0,44260.0,22296.0,21964.0,1.8,93.1,0.5,0.2,2.5,0.0,54605.0,26354.0,12.8,4.7
Duplin,NC,0.59,0.39799999999999996,20601.0,12151.0,8196.0,0.609,0.385,22510.0,13703.0,8676.0,2862.0,54.0,59350.0,29020.0,30330.0,21.7,51.8,24.5,0.3,0.4,0.0,36679.0,18529.0,26.3,9.3
Durham,NC,0.185,0.789,150543.0,27879.0,118783.0,0.18,0.8059999999999999,177227.0,31827.0,142770.0,9292.0,102.0,300865.0,143946.0,156919.0,13.5,42.1,36.9,0.2,4.7,0.0,56393.0,33151.0,16.4,5.8
Dutchess,NY,0.484,0.473,120199.0,58163.0,56874.0,0.499,0.483,119539.0,59661.0,57720.0,5565.0,165.0,295685.0,146993.0,148692.0,11.7,72.2,9.6,0.1,3.7,0.0,75585.0,36704.0,9.1,6.7
Duval,FL,0.49,0.475,428734.0,210061.0,203627.0,0.474,0.513,492556.0,233687.0,252450.0,35429.0,523.0,912043.0,442115.0,469928.0,9.0,54.1,29.3,0.2,4.6,0.1,51296.0,28593.0,16.0,7.4
Duval,TX,0.316,0.669,4159.0,1316.0,2783.0,0.484,0.51,5050.0,2442.0,2573.0,499.0,21.0,11434.0,5891.0,5543.0,89.3,9.0,1.4,0.0,0.3,0.0,35443.0,19085.0,25.2,13.6
Dyer,TN,0.7659999999999999,0.212,13290.0,10175.0,2815.0,0.7809999999999999,0.209,15074.0,11766.0,3157.0,2398.0,38.0,37751.0,18201.0,19550.0,3.3,80.3,13.4,0.4,0.7,0.1,44386.0,24695.0,18.1,7.3
Eagle,CO,0.361,0.56,22611.0,8153.0,12652.0,0.341,0.637,28427.0,9685.0,18095.0,1521.0,10.0,53726.0,28560.0,25166.0,29.6,67.3,0.8,0.4,0.9,0.1,83803.0,40450.0,7.7,2.7
Early,GA,0.534,0.45299999999999996,4782.0,2552.0,2165.0,0.525,0.47,5187.0,2722.0,2437.0,558.0,35.0,10405.0,4817.0,5588.0,2.2,46.1,50.5,0.1,0.8,0.0,29493.0,17972.0,27.5,8.7
East Baton Rouge,LA,0.431,0.523,196332.0,84620.0,102711.0,0.425,0.555,208182.0,88420.0,115577.0,16289.0,459.0,446167.0,214073.0,232094.0,4.0,45.2,45.6,0.1,3.4,0.0,51436.0,30162.0,19.1,6.9
East Carroll,LA,0.36,0.625,2939.0,1059.0,1838.0,0.35600000000000004,0.626,3036.0,1080.0,1900.0,589.0,6.0,7318.0,4409.0,2909.0,0.5,27.3,71.6,0.0,0.0,0.0,20795.0,14694.0,48.2,6.9
East Feliciana,LA,0.555,0.42200000000000004,10042.0,5569.0,4235.0,0.5770000000000001,0.40700000000000003,10509.0,6064.0,4280.0,1802.0,78.0,19553.0,10667.0,8886.0,1.5,52.9,44.4,0.3,0.2,0.0,46964.0,21138.0,17.9,6.1
Eastland,TX,0.866,0.11199999999999999,6935.0,6008.0,776.0,0.872,0.11900000000000001,8271.0,7216.0,982.0,265.0,8.0,18278.0,9337.0,8941.0,16.0,79.9,2.2,0.4,0.2,0.0,32135.0,20433.0,17.4,5.7
Eaton,MI,0.496,0.441,55686.0,27608.0,24534.0,0.493,0.486,64451.0,31797.0,31297.0,1304.0,11.0,108586.0,53065.0,55521.0,5.2,83.4,6.5,0.5,2.1,0.0,59244.0,30064.0,10.9,5.8
Eau Claire,WI,0.431,0.504,54080.0,23301.0,27271.0,0.435,0.5429999999999999,58275.0,25341.0,31620.0,3960.0,21.0,102388.0,50371.0,52017.0,2.3,90.6,0.8,0.4,3.5,0.4,52178.0,27780.0,14.5,4.0
Echols,GA,0.856,0.133,1175.0,1006.0,156.0,0.872,0.11599999999999999,1441.0,1256.0,167.0,246.0,2.0,4011.0,2012.0,1999.0,26.7,65.0,2.7,1.9,0.0,0.0,34315.0,20589.0,28.2,5.5
Ector,TX,0.687,0.281,36373.0,24976.0,10225.0,0.7340000000000001,0.255,44417.0,32586.0,11310.0,6547.0,121.0,155744.0,78798.0,76946.0,58.7,34.5,4.1,0.2,1.0,0.0,59528.0,27728.0,12.3,6.9
Eddy,ND,0.648,0.29,1219.0,790.0,354.0,0.677,0.304,1261.0,854.0,383.0,219.0,3.0,2321.0,1146.0,1175.0,1.8,89.2,0.0,5.6,0.0,0.1,55294.0,35444.0,13.2,1.6
Eddy,NM,0.67,0.255,19602.0,13124.0,5008.0,0.752,0.23399999999999999,23222.0,17454.0,5424.0,1582.0,24.0,56793.0,28792.0,28001.0,47.5,48.5,1.4,1.3,0.5,0.0,60703.0,28419.0,14.6,5.1
Edgar,IL,0.7240000000000001,0.228,7783.0,5634.0,1778.0,0.757,0.22899999999999998,8152.0,6169.0,1869.0,175.0,11.0,17603.0,8643.0,8960.0,1.1,97.2,0.6,0.2,0.4,0.0,47873.0,26344.0,15.4,7.4
Edgecombe,NC,0.33299999999999996,0.655,24653.0,8219.0,16152.0,0.36200000000000004,0.632,25344.0,9162.0,16027.0,2068.0,60.0,54032.0,25088.0,28944.0,4.3,36.5,57.2,0.1,0.1,0.1,32929.0,18946.0,24.6,10.2
Edgefield,SC,0.588,0.386,11644.0,6842.0,4491.0,0.615,0.37200000000000005,13304.0,8184.0,4953.0,939.0,23.0,26620.0,14332.0,12288.0,5.7,56.5,36.4,0.3,0.4,0.0,47500.0,23804.0,15.5,7.3
Edmonson,KY,0.789,0.187,5241.0,4135.0,979.0,0.787,0.2,6131.0,4828.0,1227.0,192.0,12.0,12063.0,6049.0,6014.0,0.9,95.5,1.6,0.3,0.1,0.0,41114.0,21851.0,20.0,9.3
Edmunds,SD,0.747,0.198,1918.0,1433.0,380.0,0.775,0.21,1985.0,1538.0,417.0,154.0,1.0,3971.0,2008.0,1963.0,1.7,97.4,0.1,0.4,0.1,0.0,65380.0,31836.0,5.9,1.6
Edwards,IL,0.838,0.13,3312.0,2777.0,432.0,0.841,0.145,3368.0,2833.0,488.0,116.0,0.0,6570.0,3218.0,3352.0,1.3,96.7,0.4,0.0,0.9,0.0,49632.0,26549.0,11.5,6.1
Edwards,KS,0.79,0.159,1308.0,1033.0,208.0,0.7979999999999999,0.18899999999999997,1413.0,1127.0,267.0,82.0,0.0,2946.0,1520.0,1426.0,20.1,77.2,1.3,0.0,0.3,0.0,50229.0,27966.0,10.2,2.9
Edwards,TX,0.696,0.284,1065.0,741.0,302.0,0.8390000000000001,0.156,1064.0,893.0,166.0,72.0,2.0,2111.0,965.0,1146.0,56.9,43.1,0.0,0.0,0.0,0.0,48462.0,28968.0,7.0,5.1
Effingham,GA,0.764,0.207,23395.0,17865.0,4851.0,0.7390000000000001,0.244,31624.0,23357.0,7720.0,1863.0,29.0,57087.0,28260.0,28827.0,3.9,79.3,13.2,0.1,1.0,0.1,64279.0,26765.0,9.6,5.0
Effingham,IL,0.7809999999999999,0.17600000000000002,17428.0,13613.0,3071.0,0.787,0.19399999999999998,19041.0,14983.0,3700.0,1330.0,4.0,34164.0,17021.0,17143.0,1.9,96.0,0.6,0.1,0.2,0.0,54655.0,29300.0,11.3,4.4
El Dorado,CA,0.534,0.401,69852.0,37286.0,28026.0,0.531,0.446,114766.0,60967.0,51157.0,1390.0,4.0,185015.0,92304.0,92711.0,12.6,78.5,0.9,0.6,4.2,0.2,74885.0,38156.0,9.8,8.1
El Paso,CO,0.563,0.33799999999999997,313273.0,176506.0,105807.0,0.536,0.42700000000000005,375058.0,200968.0,160265.0,11214.0,204.0,674826.0,340118.0,334708.0,16.5,69.9,5.8,0.4,2.7,0.4,62535.0,31217.0,11.1,6.8
El Paso,TX,0.259,0.691,210458.0,54567.0,145509.0,0.319,0.6629999999999999,254576.0,81235.0,168801.0,50114.0,642.0,834825.0,409199.0,425626.0,82.2,12.4,3.0,0.3,1.1,0.1,43244.0,19950.0,21.7,7.0
Elbert,CO,0.735,0.195,15689.0,11536.0,3056.0,0.74,0.237,18554.0,13722.0,4395.0,246.0,3.0,24553.0,12442.0,12111.0,6.5,89.4,0.6,0.5,0.6,0.0,92849.0,42522.0,4.8,3.6
Elbert,GA,0.6659999999999999,0.317,7912.0,5269.0,2507.0,0.679,0.314,9171.0,6226.0,2879.0,769.0,10.0,19288.0,9218.0,10070.0,5.5,63.5,30.5,0.0,0.1,0.0,35207.0,21138.0,22.4,7.7
Elk,KS,0.8320000000000001,0.127,1259.0,1048.0,160.0,0.8390000000000001,0.142,1347.0,1130.0,191.0,13.0,0.0,2581.0,1271.0,1310.0,4.1,91.0,0.2,1.9,0.5,0.0,39405.0,21156.0,13.5,6.9
Elk,PA,0.7,0.263,13854.0,9704.0,3637.0,0.718,0.268,16713.0,11993.0,4478.0,198.0,2.0,30781.0,15435.0,15346.0,0.8,97.6,0.5,0.2,0.4,0.0,49876.0,27163.0,9.4,4.8
Elkhart,IN,0.6409999999999999,0.317,65187.0,41810.0,20667.0,0.632,0.34700000000000003,73225.0,46311.0,25413.0,10310.0,151.0,202924.0,100359.0,102565.0,15.4,75.3,5.4,0.1,1.0,0.0,52449.0,23817.0,13.8,5.6
Elko,NV,0.73,0.183,18545.0,13542.0,3400.0,0.762,0.20800000000000002,21081.0,16057.0,4381.0,1520.0,14.0,52377.0,27185.0,25192.0,24.2,67.2,0.8,5.2,1.0,0.2,76178.0,32498.0,11.5,4.4
Elliott,KY,0.701,0.259,2855.0,2000.0,740.0,0.75,0.23800000000000002,2995.0,2246.0,712.0,340.0,0.0,7533.0,4302.0,3231.0,0.3,96.1,3.5,0.1,0.0,0.0,29043.0,13436.0,34.4,5.0
Ellis,KS,0.713,0.22899999999999998,11660.0,8311.0,2669.0,0.7090000000000001,0.26899999999999996,13501.0,9569.0,3633.0,1451.0,18.0,28877.0,14469.0,14408.0,5.6,90.2,0.9,0.2,1.4,0.1,49562.0,29339.0,16.7,2.8
Ellis,OK,0.882,0.085,1826.0,1610.0,155.0,0.9009999999999999,0.086,1873.0,1688.0,162.0,30.0,0.0,4102.0,1983.0,2119.0,7.3,86.9,0.0,1.2,0.9,0.0,50594.0,27272.0,17.2,5.6
Ellis,TX,0.711,0.257,63064.0,44807.0,16197.0,0.662,0.322,85566.0,56651.0,27513.0,5043.0,83.0,164092.0,80837.0,83255.0,25.5,62.6,8.9,0.3,0.7,0.0,67371.0,28612.0,10.5,4.6
Ellsworth,KS,0.736,0.196,2626.0,1933.0,515.0,0.7509999999999999,0.23,2806.0,2106.0,646.0,330.0,1.0,6331.0,3576.0,2755.0,6.0,86.1,3.8,1.8,0.6,0.0,48550.0,24102.0,11.4,3.0
Elmore,AL,0.748,0.22899999999999998,36905.0,27619.0,8436.0,0.736,0.252,40891.0,30089.0,10304.0,3314.0,59.0,80989.0,39357.0,41632.0,2.9,73.4,21.2,0.3,0.6,0.0,54981.0,26251.0,13.5,7.3
Elmore,ID,0.6829999999999999,0.213,8519.0,5816.0,1814.0,0.71,0.255,10205.0,7246.0,2601.0,581.0,4.0,26232.0,13651.0,12581.0,16.4,73.3,2.9,1.4,3.1,0.2,45154.0,23029.0,14.9,7.3
Emanuel,GA,0.68,0.31,7838.0,5330.0,2433.0,0.69,0.304,9501.0,6551.0,2884.0,1216.0,39.0,22502.0,11183.0,11319.0,4.5,59.4,34.0,0.0,0.0,0.0,33089.0,17944.0,29.2,10.3
Emery,UT,0.7979999999999999,0.08900000000000001,4263.0,3402.0,379.0,0.865,0.11800000000000001,4816.0,4166.0,566.0,0.0,0.0,10410.0,5306.0,5104.0,6.2,91.4,0.1,0.7,0.6,0.0,51852.0,21465.0,12.9,4.4
Emmet,IA,0.6629999999999999,0.28800000000000003,4707.0,3121.0,1356.0,0.6729999999999999,0.313,4850.0,3265.0,1520.0,474.0,21.0,9661.0,4792.0,4869.0,9.3,88.0,1.6,0.4,0.2,0.0,47419.0,29396.0,13.8,3.9
Emmet,MI,0.565,0.371,18774.0,10616.0,6972.0,0.547,0.436,22176.0,12135.0,9662.0,332.0,4.0,32978.0,16359.0,16619.0,1.6,91.4,0.5,2.2,0.6,0.1,51475.0,31356.0,10.7,6.1
Emmons,ND,0.853,0.11,1959.0,1672.0,215.0,0.865,0.11800000000000001,2009.0,1738.0,237.0,292.0,9.0,3389.0,1693.0,1696.0,0.3,96.7,0.0,0.1,0.9,0.0,46581.0,29622.0,11.9,1.8
Erath,TX,0.8109999999999999,0.156,13810.0,11205.0,2159.0,0.812,0.17300000000000001,16837.0,13669.0,2914.0,1065.0,17.0,41016.0,20118.0,20898.0,20.6,75.4,1.6,0.5,0.8,0.0,47013.0,23511.0,22.6,4.3
Erie,NY,0.45399999999999996,0.501,383248.0,173817.0,192065.0,0.465,0.518,383952.0,178349.0,198808.0,13531.0,717.0,923995.0,447024.0,476971.0,5.2,76.0,13.0,0.4,3.4,0.0,54006.0,31083.0,14.9,5.5
Erie,OH,0.525,0.42700000000000005,36730.0,19301.0,15692.0,0.55,0.434,39523.0,21724.0,17142.0,1274.0,54.0,75369.0,36972.0,38397.0,4.2,83.6,8.1,0.2,0.6,0.0,51033.0,30223.0,13.0,6.5
Erie,PA,0.488,0.46799999999999997,117240.0,57168.0,54820.0,0.488,0.498,137184.0,66912.0,68336.0,2261.0,40.0,277794.0,137134.0,140660.0,4.0,84.8,6.8,0.2,1.6,0.0,48192.0,26361.0,16.8,6.5
Escambia,AL,0.6759999999999999,0.309,15213.0,10282.0,4698.0,0.684,0.309,15861.0,10844.0,4894.0,1768.0,31.0,37621.0,19326.0,18295.0,2.2,60.2,32.2,3.6,0.4,0.1,35026.0,18164.0,23.8,13.7
Escambia,FL,0.583,0.377,151609.0,88370.0,57114.0,0.568,0.41600000000000004,170311.0,96655.0,70893.0,13704.0,272.0,309924.0,153834.0,156090.0,5.5,64.8,21.6,0.4,2.8,0.1,47361.0,25666.0,14.6,7.2
Esmeralda,NV,0.778,0.154,423.0,329.0,65.0,0.821,0.152,474.0,389.0,72.0,0.0,0.0,1102.0,485.0,617.0,15.6,80.0,0.7,2.4,0.0,0.0,39405.0,23755.0,6.8,3.9
Essex,MA,0.36,0.585,376140.0,135405.0,220027.0,0.318,0.6559999999999999,2485.0,790.0,1629.0,24500.0,1358.0,775860.0,373886.0,401974.0,19.6,72.0,3.1,0.1,3.4,0.0,73533.0,38604.0,10.9,6.0
Essex,NJ,0.207,0.7709999999999999,299808.0,62059.0,231031.0,0.22,0.7709999999999999,308715.0,68038.0,237981.0,25292.0,2144.0,800401.0,384515.0,415886.0,22.4,31.1,38.8,0.1,5.1,0.0,57365.0,35133.0,16.7,10.4
Essex,NY,0.48200000000000004,0.44799999999999995,15079.0,7275.0,6760.0,0.524,0.45899999999999996,15185.0,7953.0,6970.0,203.0,0.0,38233.0,19936.0,18297.0,3.2,91.8,2.9,0.2,0.5,0.0,55294.0,29008.0,8.9,6.7
Essex,VA,0.496,0.475,5354.0,2657.0,2541.0,0.498,0.49200000000000005,6171.0,3075.0,3038.0,201.0,2.0,11083.0,4899.0,6184.0,3.4,54.9,37.8,1.0,0.2,0.0,50629.0,25730.0,12.3,5.6
Essex,VT,0.557,0.377,2706.0,1506.0,1019.0,0.254,0.7120000000000001,13443.0,3415.0,9573.0,9.0,0.0,6203.0,3135.0,3068.0,1.3,95.6,1.0,0.3,0.5,0.0,38767.0,23022.0,15.5,5.1
Estill,KY,0.764,0.2,5545.0,4236.0,1108.0,0.78,0.207,6538.0,5100.0,1355.0,306.0,0.0,14382.0,7081.0,7301.0,0.3,97.6,0.1,0.4,0.0,0.0,30692.0,17728.0,30.4,12.4
Etowah,AL,0.7390000000000001,0.23800000000000002,43474.0,32132.0,10350.0,0.745,0.242,47460.0,35343.0,11487.0,4530.0,54.0,103132.0,49738.0,53394.0,3.7,78.3,15.4,0.5,0.7,0.1,42064.0,22278.0,17.9,7.6
Eureka,NV,0.847,0.087,854.0,723.0,74.0,0.884,0.098,942.0,833.0,92.0,13.0,0.0,1728.0,849.0,879.0,1.6,96.7,0.1,1.7,0.0,0.0,67159.0,35606.0,10.0,0.0
Evangeline,LA,0.696,0.28300000000000003,14879.0,10357.0,4208.0,0.7170000000000001,0.27,15412.0,11053.0,4158.0,1426.0,40.0,33750.0,17232.0,16518.0,3.4,67.0,27.4,0.1,0.4,0.0,31745.0,18655.0,26.4,11.9
Evans,GA,0.667,0.314,3602.0,2404.0,1130.0,0.68,0.312,4247.0,2888.0,1324.0,489.0,7.0,10757.0,5093.0,5664.0,11.8,56.5,30.2,0.0,0.8,0.0,38736.0,20736.0,26.0,6.6
Fairfax,VA,0.29100000000000004,0.653,542858.0,157837.0,354485.0,0.282,0.7040000000000001,596358.0,168401.0,419943.0,24233.0,605.0,1142004.0,565593.0,576411.0,16.2,51.7,9.3,0.1,18.8,0.0,117515.0,52976.0,6.1,4.5
Fairfield,CT,0.379,0.5820000000000001,410279.0,155457.0,238723.0,0.34,0.6459999999999999,35414.0,12052.0,22861.0,24155.0,1436.0,947328.0,461380.0,485948.0,19.0,62.8,10.4,0.1,5.1,0.0,89773.0,53433.0,8.8,7.6
Fairfield,OH,0.612,0.342,70542.0,43163.0,24150.0,0.61,0.376,81564.0,49714.0,30634.0,3097.0,58.0,151526.0,75440.0,76086.0,2.0,87.1,7.1,0.1,1.6,0.0,63424.0,29582.0,9.9,5.1
