county,state,votes16_Donald_Trump,votes16_Hillary_Clinton,total_votes16
Converse,WY,5520.0,668.0,6552.0
Conway,AR,4844.0,2655.0,7921.0
Cook,GA,4175.0,1752.0,6038.0
Cook,IL,440213.0,1528582.0,2055215.0
Cook,MN,1156.0,1912.0,3360.0
Cooke,TX,13174.0,2345.0,15894.0
Cooper,MO,5623.0,1932.0,7976.0
Coos,OR,17699.0,10355.0,30181.0
Coosa,AL,3376.0,1780.0,5223.0
Copiah,MS,5576.0,6203.0,11906.0
Corson,SD,588.0,535.0,1175.0
Cortland,NY,9207.0,7976.0,18424.0
Coryell,TX,12212.0,5057.0,18127.0
Coshocton,OH,10381.0,3908.0,14961.0
Costilla,CO,581.0,1109.0,1820.0
Cottle,TX,486.0,84.0,583.0
Cotton,OK,2054.0,424.0,2602.0
Cottonwood,MN,3679.0,1678.0,5697.0
Covington,AL,13222.0,2379.0,15818.0
Covington,MS,5423.0,3267.0,8790.0
Coweta,GA,42513.0,16572.0,61315.0
Cowley,KS,8016.0,3436.0,12171.0
Cowlitz,WA,20216.0,15296.0,38119.0
Craig,OK,4279.0,1249.0,5778.0
Craig,VA,2139.0,541.0,2784.0
Craighead,AR,22798.0,10474.0,35404.0
Crane,TX,1047.0,299.0,1381.0
Craven,NC,27556.0,17481.0,46231.0
Crawford,AR,16655.0,4476.0,22403.0
Crawford,GA,3632.0,1419.0,5157.0
Crawford,IA,4608.0,1985.0,6862.0
Crawford,IL,6146.0,1969.0,8507.0
Crawford,IN,3013.0,1323.0,4591.0
Crawford,KS,8394.0,5064.0,14404.0
Crawford,MI,4354.0,2110.0,6833.0
Crawford,MO,7724.0,1824.0,9920.0
Crawford,OH,13265.0,4518.0,18702.0
Crawford,PA,23912.0,10215.0,35563.0
Crawford,WI,3844.0,3426.0,7678.0
Creek,OK,21539.0,5834.0,28786.0
Crenshaw,AL,4511.0,1663.0,6252.0
Crisp,GA,4539.0,2835.0,7500.0
Crittenden,AR,6953.0,8368.0,15894.0
Crittenden,KY,3290.0,617.0,4037.0
Crockett,TN,3977.0,1302.0,5386.0
Crockett,TX,980.0,372.0,1395.0
Crook,OR,8388.0,2591.0,11638.0
Crook,WY,3347.0,271.0,3771.0
Crosby,TX,1180.0,468.0,1712.0
Cross,AR,4577.0,1995.0,6863.0
Crow Wing,MN,22287.0,10982.0,35568.0
Crowley,CO,1069.0,336.0,1511.0
Culberson,TX,280.0,454.0,762.0
Cullman,AL,32734.0,3730.0,37278.0
Culpeper,VA,13341.0,7744.0,22087.0
Cumberland,IL,4200.0,1028.0,5513.0
Cumberland,KY,2502.0,459.0,3066.0
Cumberland,ME,57697.0,102935.0,171249.0
Cumberland,NC,50593.0,70523.0,124402.0
Cumberland,NJ,24213.0,27045.0,53018.0
Cumberland,PA,65649.0,44282.0,115068.0
Cumberland,TN,20410.0,5202.0,26298.0
Cumberland,VA,2693.0,2032.0,4875.0
Cuming,NE,3095.0,712.0,3988.0
Currituck,NC,9070.0,2879.0,12423.0
Curry,NM,7560.0,2776.0,11383.0
Curry,OR,7157.0,4253.0,12163.0
Custer,CO,2059.0,797.0,3064.0
Custer,ID,1777.0,427.0,2413.0
Custer,MT,3638.0,1172.0,5160.0
Custer,NE,4616.0,635.0,5489.0
Custer,OK,7818.0,2102.0,10531.0
Custer,SD,3290.0,1120.0,4716.0
Cuyahoga,OH,179894.0,383974.0,583230.0
Dade,GA,5047.0,965.0,6238.0
Dade,MO,3184.0,637.0,3951.0
Daggett,UT,327.0,76.0,465.0
Dakota,MN,99624.0,110251.0,228659.0
Dakota,NE,4028.0,2904.0,7259.0
Dale,AL,13798.0,4408.0,18617.0
Dallam,TX,1258.0,222.0,1535.0
Dallas,AL,5784.0,12826.0,18730.0
Dallas,AR,1507.0,1165.0,2769.0
Dallas,IA,19288.0,15662.0,37617.0
Dallas,MO,5895.0,1271.0,7440.0
Dallas,TX,261865.0,458845.0,750649.0
Dane,WI,71270.0,217506.0,304729.0
Daniels,MT,729.0,167.0,952.0
Dare,NC,11283.0,7079.0,19009.0
Darke,OH,19698.0,4395.0,25000.0
Darlington,SC,14973.0,13866.0,29636.0
Dauphin,PA,60620.0,64287.0,130160.0
Davidson,NC,52870.0,17328.0,72013.0
Davidson,TN,84365.0,148473.0,246199.0
Davie,NC,15502.0,5228.0,21350.0
Daviess,IN,8545.0,1800.0,10736.0
Daviess,KY,28907.0,14163.0,45781.0
Daviess,MO,2763.0,730.0,3689.0
Davis,IA,2721.0,976.0,3858.0
Davis,UT,41250.0,20206.0,91822.0
Davison,SD,5157.0,2355.0,7952.0
Dawes,NE,2559.0,785.0,3578.0
Dawson,GA,9880.0,1444.0,11680.0
Dawson,MT,3298.0,786.0,4304.0
Dawson,NE,5935.0,2116.0,8486.0
Dawson,TX,2636.0,835.0,3562.0
Day,SD,1627.0,974.0,2747.0
De Baca,NM,617.0,192.0,905.0
De Soto,LA,8067.0,5163.0,13497.0
De Witt,IL,5072.0,1907.0,7469.0
DeKalb,AL,21779.0,3682.0,26086.0
DeKalb,GA,47531.0,239131.0,295871.0
DeKalb,IL,19051.0,20348.0,42605.0
DeKalb,IN,12054.0,3941.0,16816.0
DeKalb,MO,3540.0,824.0,4590.0
DeKalb,TN,5164.0,1566.0,6940.0
DeSoto,FL,6744.0,3761.0,10761.0
DeSoto,MS,42155.0,19892.0,64022.0
DeWitt,TX,5510.0,1161.0,6822.0
Deaf Smith,TX,2911.0,1185.0,4201.0
Dearborn,IN,18110.0,4883.0,23910.0
Decatur,GA,6009.0,4104.0,10238.0
Decatur,IA,2296.0,1201.0,3703.0
Decatur,IN,8488.0,2121.0,11095.0
Decatur,KS,1220.0,178.0,1460.0
Decatur,TN,3580.0,894.0,4577.0
Deer Lodge,MT,1736.0,2018.0,4122.0
Defiance,OH,11478.0,5282.0,17795.0
Del Norte,CA,4370.0,2997.0,7949.0
Delaware,IA,5688.0,2956.0,9165.0
Delaware,IN,24217.0,18100.0,44699.0
Delaware,NY,11012.0,5825.0,17778.0
Delaware,OH,55660.0,39584.0,100101.0
Delaware,OK,11796.0,3306.0,15680.0
Delaware,PA,106559.0,169169.0,284832.0
Delta,CO,11584.0,4048.0,16661.0
Delta,MI,11112.0,6431.0,18467.0
Delta,TX,1836.0,400.0,2279.0
Dent,MO,5599.0,978.0,6778.0
Denton,TX,169175.0,110000.0,293287.0
Denver,CO,43637.0,174611.0,232291.0
Des Moines,IA,9479.0,8178.0,18713.0
Deschutes,OR,43667.0,40222.0,90584.0
Desha,AR,1915.0,2227.0,4252.0
Deuel,NE,809.0,120.0,977.0
Deuel,SD,1366.0,570.0,2080.0
Dewey,OK,1964.0,222.0,2246.0
Dewey,SD,723.0,887.0,1707.0
Dickens,TX,755.0,128.0,909.0
Dickenson,VA,4932.0,1335.0,6405.0
Dickey,ND,1656.0,551.0,2372.0
Dickinson,IA,6743.0,3051.0,10247.0
Dickinson,KS,5905.0,1582.0,8008.0
Dickinson,MI,8580.0,3923.0,13140.0
Dickson,TN,13213.0,4718.0,18619.0
Dillon,SC,5637.0,5832.0,11696.0
Dimmit,TX,974.0,2173.0,3225.0
Dinwiddie,VA,7447.0,5765.0,13533.0
District of Columbia,DC,11553.0,260223.0,280272.0
Divide,ND,860.0,243.0,1187.0
Dixie,FL,5822.0,1270.0,7202.0
Dixon,NE,2041.0,556.0,2744.0
Doddridge,WV,2347.0,360.0,2826.0
Dodge,GA,5021.0,1836.0,6995.0
Dodge,MN,6527.0,3102.0,10564.0
Dodge,NE,9736.0,4451.0,14959.0
Dodge,WI,26643.0,13968.0,42818.0
Dolores,CO,936.0,227.0,1230.0
Doniphan,KS,2601.0,584.0,3366.0
Donley,TX,1225.0,190.0,1460.0
Dooly,GA,1941.0,1860.0,3836.0
Door,WI,8584.0,8026.0,17398.0
Dorchester,MD,7938.0,5695.0,14034.0
Dorchester,SC,34932.0,24010.0,62463.0
Dougherty,GA,10227.0,23224.0,33925.0
Douglas,CO,100178.0,67045.0,182918.0
Douglas,GA,24803.0,30971.0,57365.0
Douglas,IL,5695.0,1946.0,8089.0
Douglas,KS,14308.0,30089.0,48231.0
Douglas,MN,13966.0,6227.0,21623.0
Douglas,MO,5486.0,984.0,6664.0
Douglas,NE,102151.0,105207.0,219531.0
Douglas,NV,17406.0,8453.0,27871.0
Douglas,OR,34112.0,13891.0,51350.0
Douglas,SD,1338.0,214.0,1605.0
Douglas,WA,6875.0,3452.0,10949.0
Douglas,WI,9657.0,11342.0,22185.0
Drew,AR,3967.0,2364.0,6590.0
DuPage,IL,164355.0,222499.0,412929.0
Dubois,IN,13365.0,5389.0,19917.0
Dubuque,IA,23384.0,22774.0,49037.0
Duchesne,UT,5505.0,500.0,6932.0
Dundy,NE,823.0,89.0,949.0
Dunklin,MO,8026.0,2360.0,10574.0
Dunn,ND,1753.0,356.0,2199.0
Dunn,WI,11487.0,9025.0,22029.0
Duplin,NC,12151.0,8196.0,20601.0
Durham,NC,27879.0,118783.0,150543.0
Dutchess,NY,58163.0,56874.0,120199.0
Duval,FL,210061.0,203627.0,428734.0
Duval,TX,1316.0,2783.0,4159.0
Dyer,TN,10175.0,2815.0,13290.0
Eagle,CO,8153.0,12652.0,22611.0
Early,GA,2552.0,2165.0,4782.0
East Baton Rouge,LA,84620.0,102711.0,196332.0
East Carroll,LA,1059.0,1838.0,2939.0
East Feliciana,LA,5569.0,4235.0,10042.0
Eastland,TX,6008.0,776.0,6935.0
Eaton,MI,27608.0,24534.0,55686.0
Eau Claire,WI,23301.0,27271.0,54080.0
Echols,GA,1006.0,156.0,1175.0
Ector,TX,24976.0,10225.0,36373.0
Eddy,ND,790.0,354.0,1219.0
Eddy,NM,13124.0,5008.0,19602.0
Edgar,IL,5634.0,1778.0,7783.0
Edgecombe,NC,8219.0,16152.0,24653.0
Edgefield,SC,6842.0,4491.0,11644.0
Edmonson,KY,4135.0,979.0,5241.0
Edmunds,SD,1433.0,380.0,1918.0
Edwards,IL,2777.0,432.0,3312.0
Edwards,KS,1033.0,208.0,1308.0
Edwards,TX,741.0,302.0,1065.0
Effingham,GA,17865.0,4851.0,23395.0
Effingham,IL,13613.0,3071.0,17428.0
El Dorado,CA,37286.0,28026.0,69852.0
El Paso,CO,176506.0,105807.0,313273.0
El Paso,TX,54567.0,145509.0,210458.0
Elbert,CO,11536.0,3056.0,15689.0
Elbert,GA,5269.0,2507.0,7912.0
Elk,KS,1048.0,160.0,1259.0
Elk,PA,9704.0,3637.0,13854.0
Elkhart,IN,41810.0,20667.0,65187.0
Elko,NV,13542.0,3400.0,18545.0
Elliott,KY,2000.0,740.0,2855.0
Ellis,KS,8311.0,2669.0,11660.0
Ellis,OK,1610.0,155.0,1826.0
Ellis,TX,44807.0,16197.0,63064.0
Ellsworth,KS,1933.0,515.0,2626.0
Elmore,AL,27619.0,8436.0,36905.0
Elmore,ID,5816.0,1814.0,8519.0
Emanuel,GA,5330.0,2433.0,7838.0
Emery,UT,3402.0,379.0,4263.0
Emmet,IA,3121.0,1356.0,4707.0
Emmet,MI,10616.0,6972.0,18774.0
Emmons,ND,1672.0,215.0,1959.0
Erath,TX,11205.0,2159.0,13810.0
Erie,NY,173817.0,192065.0,383248.0
Erie,OH,19301.0,15692.0,36730.0
Erie,PA,57168.0,54820.0,117240.0
Escambia,AL,10282.0,4698.0,15213.0
Escambia,FL,88370.0,57114.0,151609.0
Esmeralda,NV,329.0,65.0,423.0
Essex,MA,135405.0,220027.0,376140.0
Essex,NJ,62059.0,231031.0,299808.0
Essex,NY,7275.0,6760.0,15079.0
Essex,VA,2657.0,2541.0,5354.0
Essex,VT,1506.0,1019.0,2706.0
Estill,KY,4236.0,1108.0,5545.0
Etowah,AL,32132.0,10350.0,43474.0
Eureka,NV,723.0,74.0,854.0
Evangeline,LA,10357.0,4208.0,14879.0
Evans,GA,2404.0,1130.0,3602.0
Fairfax,VA,157837.0,354485.0,542858.0
Fairfield,CT,155457.0,238723.0,410279.0
Fairfield,OH,43163.0,24150.0,70542.0
Fairfield,SC,4024.0,6936.0,11252.0
Fall River,SD,2511.0,821.0,3563.0
Fallon,MT,1276.0,154.0,1476.0
Falls,TX,3438.0,1682.0,5232.0
Fannin,GA,9622.0,1920.0,11764.0
Fannin,TX,9536.0,2123.0,11972.0
Faribault,MN,4659.0,2153.0,7355.0
Faulk,SD,858.0,204.0,1118.0
Faulkner,AR,29170.0,14525.0,47196.0
Fauquier,VA,22110.0,12960.0,37124.0
Fayette,AL,6705.0,1358.0,8196.0
Fayette,GA,35034.0,23255.0,60387.0
Fayette,IA,5591.0,3666.0,9813.0
Fayette,IL,7363.0,1814.0,9515.0
Fayette,IN,6839.0,2252.0,9530.0
Fayette,KY,56890.0,69776.0,136239.0
Fayette,OH,7763.0,2672.0,10817.0
Fayette,PA,34388.0,17826.0,53426.0
Fayette,TN,13046.0,5865.0,19306.0
Fayette,TX,8648.0,2127.0,11029.0
Fayette,WV,10263.0,4246.0,15187.0
Fentress,TN,6032.0,1100.0,7311.0
Fergus,MT,4235.0,1196.0,5797.0
Ferry,WA,1927.0,960.0,3123.0
Fillmore,MN,6271.0,3872.0,10976.0
Fillmore,NE,2100.0,610.0,2879.0
Finney,KS,6155.0,3006.0,9731.0
Fisher,TX,1265.0,403.0,1722.0
Flagler,FL,33804.0,21985.0,57413.0
Flathead,MT,30079.0,13233.0,46250.0
Fleming,KY,4722.0,1348.0,6257.0
Florence,SC,29498.0,26630.0,57770.0
Florence,WI,1897.0,666.0,2651.0
Floyd,GA,24045.0,9127.0,34250.0
Floyd,IA,4371.0,3177.0,7985.0
Floyd,IN,21427.0,13939.0,37225.0
Floyd,KY,11993.0,4015.0,16540.0
Floyd,TX,1473.0,435.0,1958.0
Floyd,VA,5289.0,2300.0,7972.0
Fluvanna,VA,7018.0,5751.0,13492.0
Foard,TX,383.0,113.0,511.0
Fond du Lac,WI,31044.0,17391.0,51094.0
Ford,IL,4474.0,1410.0,6289.0
Ford,KS,4994.0,2032.0,7425.0
Forest,PA,1680.0,626.0,2398.0
Forest,WI,2787.0,1583.0,4507.0
Forrest,MS,15149.0,11271.0,27284.0
Forsyth,GA,69801.0,23427.0,97314.0
Forsyth,NC,74793.0,92488.0,172509.0
Fort Bend,TX,117212.0,134475.0,260367.0
Foster,ND,1237.0,346.0,1699.0
Fountain,IN,5661.0,1476.0,7474.0
Franklin,AL,9466.0,2197.0,11955.0
Franklin,AR,5034.0,1376.0,6764.0
Franklin,FL,4119.0,1738.0,6003.0
Franklin,GA,7054.0,1243.0,8474.0
Franklin,IA,3153.0,1490.0,4915.0
Franklin,ID,3901.0,385.0,5499.0
Franklin,IL,13101.0,4711.0,18533.0
Franklin,IN,8665.0,1967.0,10990.0
Franklin,KS,7025.0,2829.0,10658.0
Franklin,KY,11819.0,10717.0,23860.0
Franklin,MA,10327.0,24369.0,37987.0
Franklin,ME,7900.0,7001.0,16382.0
Franklin,MO,35420.0,12339.0,50045.0
Franklin,MS,2685.0,1471.0,4219.0
Franklin,NC,16320.0,12811.0,29902.0
Franklin,NE,1345.0,250.0,1656.0
Franklin,NY,7636.0,6517.0,15148.0
Franklin,OH,192328.0,335961.0,554711.0
Franklin,PA,49554.0,17322.0,69345.0
Franklin,TN,11526.0,4372.0,16363.0
Franklin,TX,3583.0,665.0,4356.0
Franklin,VA,18560.0,7254.0,26805.0
Franklin,VT,8752.0,9351.0,19373.0
Franklin,WA,8242.0,5594.0,14693.0
Franklin,LA,6514.0,2506.0,9162.0
Frederick,MD,56472.0,51891.0,114962.0
Frederick,VA,26069.0,11920.0,40133.0
Freeborn,MN,8808.0,6041.0,15929.0
Freestone,TX,5995.0,1461.0,7608.0
Fremont,CO,15066.0,5275.0,21880.0
Fremont,IA,2401.0,959.0,3554.0
Fremont,ID,4091.0,651.0,5714.0
Fremont,WY,11167.0,4200.0,16543.0
Fresno,CA,94005.0,98103.0,201710.0
Frio,TX,1232.0,1401.0,2683.0
Frontier,NE,1106.0,161.0,1310.0
Fulton,AR,3470.0,1067.0,4771.0
Fulton,GA,110372.0,281875.0,407173.0
Fulton,IL,8482.0,6118.0,15609.0
Fulton,IN,6010.0,1960.0,8374.0
Fulton,KY,1549.0,774.0,2382.0
Fulton,NY,12759.0,5805.0,19563.0
Fulton,OH,13419.0,5981.0,20693.0
Fulton,PA,5676.0,904.0,6743.0
Furnas,NE,1915.0,304.0,2315.0
Gadsden,FL,6721.0,14994.0,22079.0
Gage,NE,6333.0,2930.0,9854.0
Gaines,TX,3907.0,597.0,4609.0
Gallatin,IL,1942.0,656.0,2691.0
Gallatin,KY,2443.0,749.0,3337.0
Gallatin,MT,23360.0,23879.0,52335.0
Gallia,OH,9567.0,2564.0,12588.0
Galveston,TX,73566.0,45503.0,123994.0
Garden,NE,869.0,153.0,1063.0
Garfield,CO,13071.0,11205.0,26328.0
Garfield,MT,653.0,34.0,716.0
Garfield,NE,819.0,121.0,968.0
Garfield,OK,15998.0,4391.0,21692.0
Garfield,UT,1577.0,352.0,2294.0
Garfield,WA,841.0,276.0,1232.0
Garland,AR,26053.0,12283.0,40734.0
Garrard,KY,5904.0,1453.0,7619.0
Garrett,MD,10189.0,2252.0,12905.0
Garvin,OK,8243.0,1852.0,10531.0
Garza,TX,1223.0,224.0,1475.0
Gasconade,MO,5670.0,1519.0,7444.0
Gaston,NC,61467.0,30982.0,94872.0
Gates,NC,2851.0,2371.0,5328.0
Geary,KS,4116.0,2569.0,7129.0
Geauga,OH,29577.0,17165.0,48736.0
Gem,ID,5980.0,1229.0,7952.0
Genesee,MI,84174.0,102744.0,196135.0
Genesee,NY,15986.0,6946.0,24463.0
Geneva,AL,9967.0,1522.0,11659.0
Gentry,MO,2304.0,605.0,3033.0
George,MS,8652.0,1013.0,9831.0
Georgetown,SC,17334.0,13234.0,31519.0
Gibson,IN,11079.0,3720.0,15472.0
Gibson,TN,13779.0,5255.0,19484.0
Gila,AZ,13672.0,6746.0,21398.0
Gilchrist,FL,6740.0,1457.0,8418.0
Giles,TN,7964.0,2915.0,11120.0
Giles,VA,5930.0,1949.0,8196.0
Gillespie,TX,10445.0,2286.0,13123.0
Gilliam,OR,632.0,221.0,937.0
Gilmer,GA,10465.0,1955.0,12713.0
Gilmer,WV,1889.0,537.0,2528.0
Gilpin,CO,1564.0,1634.0,3574.0
Glacier,MT,1598.0,3076.0,4991.0
Glades,FL,2996.0,1271.0,4355.0
Gladwin,MI,8124.0,3794.0,12472.0
Glascock,GA,1235.0,138.0,1390.0
Glasscock,TX,553.0,34.0,602.0
Glenn,CA,3405.0,1766.0,5440.0
Gloucester,NJ,66949.0,66355.0,138388.0
Gloucester,VA,13087.0,5399.0,19524.0
Glynn,GA,21482.0,11738.0,34041.0
Gogebic,MI,4019.0,2925.0,7313.0
Golden Valley,MT,365.0,71.0,471.0
Golden Valley,ND,793.0,99.0,942.0
Goliad,TX,2618.0,973.0,3713.0
Gonzales,TX,4580.0,1567.0,6304.0
Goochland,VA,8374.0,4884.0,13930.0
Goodhue,MN,14041.0,9446.0,25538.0
Gooding,ID,3743.0,930.0,5191.0
Gordon,GA,15171.0,3176.0,18850.0
Goshen,WY,4418.0,924.0,5708.0
Gosper,NE,792.0,165.0,1000.0
Gove,KS,1127.0,149.0,1328.0
Grady,GA,6047.0,3005.0,9187.0
Grady,OK,17293.0,3878.0,22257.0
Grafton,NH,19010.0,28508.0,50112.0
Graham,AZ,8025.0,3301.0,11939.0
Graham,KS,1013.0,185.0,1265.0
Graham,NC,3260.0,761.0,4094.0
Grainger,TN,6618.0,1154.0,7985.0
Grand,CO,4467.0,3319.0,8513.0
Grand,UT,1924.0,1920.0,4427.0
Grand Forks,ND,16325.0,10828.0,29711.0
Grand Isle,VT,1487.0,2094.0,3778.0
Grand Traverse,MI,27412.0,20964.0,51460.0
Granite,MT,1185.0,469.0,1765.0
Grant,AR,5160.0,1407.0,6908.0
Grant,IN,17009.0,7029.0,25239.0
Grant,KS,1755.0,427.0,2311.0
Grant,KY,7268.0,1910.0,9556.0
Grant,MN,2063.0,1104.0,3453.0
Grant,ND,1098.0,187.0,1361.0
Grant,NE,367.0,20.0,394.0
Grant,NM,5251.0,6226.0,12713.0
Grant,OK,1827.0,287.0,2200.0
Grant,OR,3187.0,732.0,4171.0
Grant,SD,2381.0,970.0,3562.0
Grant,WA,17813.0,7400.0,27144.0
Grant,WI,12347.0,10047.0,24051.0
Grant,WV,4338.0,510.0,4945.0
Grant,LA,7406.0,1181.0,8819.0
Granville,NC,13500.0,12827.0,26920.0
Gratiot,MI,9878.0,5665.0,16442.0
Graves,KY,12671.0,3308.0,16592.0
Gray,KS,1651.0,257.0,2011.0
Gray,TX,6495.0,699.0,7360.0
Grays Harbor,WA,11818.0,10194.0,23783.0
Grayson,KY,8219.0,1959.0,10572.0
Grayson,TX,35274.0,10276.0,47068.0
Grayson,VA,5593.0,1407.0,7258.0
Greeley,KS,523.0,83.0,639.0
Greeley,NE,911.0,210.0,1165.0
Green,KY,4372.0,832.0,5333.0
Green,WI,8693.0,9121.0,18791.0
Green Lake,WI,6210.0,2700.0,9315.0
Greenbrier,WV,9499.0,3743.0,13984.0
Greene,AL,838.0,4006.0,4862.0
Greene,AR,10698.0,3056.0,14560.0
Greene,GA,5488.0,3194.0,8831.0
Greene,IA,2819.0,1688.0,4762.0
Greene,IL,4139.0,1202.0,5542.0
Greene,IN,10275.0,2929.0,13763.0
Greene,MO,77387.0,42400.0,127609.0
Greene,MS,4309.0,956.0,5325.0
Greene,NC,4358.0,3570.0,8013.0
Greene,NY,11546.0,6370.0,18869.0
Greene,OH,47506.0,28023.0,79633.0
Greene,PA,10394.0,4157.0,14955.0
Greene,TN,18538.0,4211.0,23491.0
Greene,VA,5943.0,2923.0,9503.0
Greenlee,AZ,1892.0,1092.0,3243.0
Greensville,VA,1737.0,2558.0,4363.0
Greenup,KY,11546.0,4146.0,16273.0
Greenville,SC,125595.0,73338.0,211572.0
Greenwood,KS,2146.0,484.0,2811.0
Greenwood,SC,16881.0,10633.0,28600.0
Greer,OK,1482.0,323.0,1896.0
Gregg,TX,28693.0,11623.0,41365.0
Gregory,SD,1600.0,391.0,2091.0
Grenada,MS,5940.0,4386.0,10442.0
Griggs,ND,847.0,298.0,1247.0
Grimes,TX,7065.0,2194.0,9528.0
Grundy,IA,4516.0,1847.0,6766.0
Grundy,IL,13417.0,8021.0,22891.0
Grundy,MO,3462.0,780.0,4413.0
Grundy,TN,3626.0,998.0,4750.0
Guadalupe,NM,591.0,962.0,1814.0
Guadalupe,TX,36495.0,18308.0,57220.0
Guernsey,OH,11164.0,4286.0,16156.0
Guilford,NC,97461.0,147949.0,252087.0
Gulf,FL,5320.0,1715.0,7279.0
Gunnison,CO,3250.0,5068.0,9299.0
Guthrie,IA,3603.0,1720.0,5654.0
Gwinnett,GA,146463.0,165063.0,323931.0
Haakon,SD,936.0,77.0,1044.0
Habersham,GA,13184.0,2483.0,16128.0
Hale,AL,3172.0,4772.0,8010.0
Hale,TX,6347.0,2090.0,8802.0
Halifax,NC,8954.0,15642.0,24881.0
Halifax,VA,9698.0,6890.0,16946.0
Hall,GA,51681.0,16153.0,70133.0
Hall,NE,14139.0,6142.0,21331.0
Hall,TX,891.0,164.0,1089.0
Hamblen,TN,15839.0,4075.0,20579.0
Hamilton,FL,3439.0,1899.0,5451.0
Hamilton,IA,4450.0,2715.0,7589.0
Hamilton,IL,3205.0,800.0,4143.0
Hamilton,IN,87299.0,57214.0,153630.0
Hamilton,KS,690.0,114.0,847.0
Hamilton,NE,3763.0,873.0,4902.0
Hamilton,NY,1795.0,752.0,2688.0
Hamilton,OH,169972.0,207587.0,395000.0
Hamilton,TN,78661.0,55260.0,141088.0
Hamilton,TX,3056.0,479.0,3609.0
Hamlin,SD,2051.0,555.0,2762.0
Hampden,MA,78230.0,110313.0,200220.0
Hampshire,WV,6646.0,1576.0,8557.0
Hampton,SC,3483.0,5163.0,8794.0
Hancock,GA,841.0,2695.0,3572.0
Hancock,IA,3972.0,1582.0,5815.0
Hancock,IL,5713.0,1744.0,7818.0
Hancock,IN,25050.0,8901.0,36027.0
Hancock,KY,2788.0,1244.0,4293.0
Hancock,ME,13682.0,16107.0,31983.0
Hancock,MS,13720.0,3320.0,17517.0
Hancock,OH,23777.0,9419.0,35216.0
Hancock,TN,1842.0,322.0,2229.0
Hancock,WV,8870.0,3247.0,12642.0
Hand,SD,1391.0,334.0,1818.0
Hanover,VA,39592.0,19360.0,62313.0
Hansford,TX,1730.0,171.0,1947.0
Hanson,SD,1497.0,424.0,2006.0
Haralson,GA,9579.0,1474.0,11317.0
Hardee,FL,5238.0,2147.0,7577.0
Hardeman,TN,4912.0,4174.0,9242.0
Hardeman,TX,1207.0,249.0,1511.0
Hardin,IA,5231.0,2774.0,8423.0
Hardin,IL,1650.0,419.0,2133.0
Hardin,KY,26970.0,13944.0,43141.0
Hardin,OH,8541.0,2870.0,12014.0
Hardin,TN,8012.0,1622.0,9949.0
Hardin,TX,19600.0,2779.0,22768.0
Harding,NM,311.0,156.0,527.0
Harding,SD,694.0,38.0,769.0
Hardy,WV,4544.0,1249.0,6022.0
Harford,MD,74261.0,43803.0,124224.0
Harlan,KY,9129.0,1372.0,10757.0
Harlan,NE,1302.0,219.0,1582.0
Harmon,OK,714.0,224.0,975.0
Harnett,NC,27278.0,16452.0,44955.0
Harney,OR,2904.0,682.0,3850.0
Harper,KS,1950.0,388.0,2513.0
Harper,OK,1307.0,131.0,1485.0
Harris,GA,11931.0,4082.0,16392.0
Harris,TX,544960.0,706471.0,1302887.0
Harrison,IA,4892.0,2123.0,7378.0
Harrison,IN,12993.0,4776.0,18528.0
Harrison,KY,5435.0,2031.0,7780.0
Harrison,MO,2965.0,574.0,3682.0
Harrison,MS,39710.0,20679.0,62076.0
Harrison,OH,5021.0,1663.0,6956.0
Harrison,TX,18712.0,7130.0,26364.0
Harrison,WV,18687.0,7675.0,27868.0
Hart,GA,7285.0,2583.0,10077.0
Hart,KY,5320.0,1730.0,7263.0
Hartford,CT,147912.0,233789.0,399219.0
Hartley,TX,1727.0,172.0,1945.0
Harvey,KS,8503.0,5006.0,14540.0
Haskell,KS,1011.0,228.0,1300.0
Haskell,OK,3697.0,882.0,4734.0
Haskell,TX,1403.0,314.0,1765.0
Hawaii,HI,17500.0,41258.0,64865.0
Hawkins,TN,16611.0,3502.0,20694.0
Hayes,NE,471.0,30.0,510.0
Hays,TX,33730.0,33117.0,71524.0
Haywood,NC,18844.0,10414.0,30156.0
Haywood,TN,3010.0,3704.0,6824.0
Heard,GA,3370.0,743.0,4206.0
Hemphill,TX,1460.0,181.0,1687.0
Hempstead,AR,4391.0,2371.0,7031.0
Henderson,IL,2153.0,1151.0,3480.0
Henderson,KY,12159.0,6707.0,19705.0
Henderson,NC,35535.0,19664.0,56810.0
Henderson,TN,8118.0,1796.0,10172.0
Henderson,TX,23574.0,5649.0,29855.0
Hendricks,IN,48326.0,22595.0,75258.0
Hendry,FL,6192.0,4610.0,11106.0
Hennepin,MN,191768.0,429283.0,672644.0
Henrico,VA,59674.0,93615.0,161966.0
Henry,AL,5623.0,2286.0,8017.0
Henry,GA,45641.0,49902.0,98037.0
Henry,IA,5764.0,2897.0,9286.0
Henry,IL,13962.0,8835.0,24232.0
Henry,IN,13895.0,5124.0,20075.0
Henry,KY,4944.0,1828.0,7145.0
Henry,MO,7072.0,2356.0,9855.0
Henry,OH,9136.0,3690.0,13671.0
Henry,TN,9483.0,3061.0,12887.0
Henry,VA,15207.0,8199.0,24029.0
Herkimer,NY,15664.0,7289.0,24261.0
Hernando,FL,59029.0,31818.0,93878.0
Hertford,NC,3081.0,6886.0,10100.0
Hettinger,ND,1032.0,168.0,1261.0
