county,state,votes16_Donald_Trump,votes16_Hillary_Clinton,total_votes16
Hickman,KY,1657.0,449.0,2157.0
Hickman,TN,5685.0,1823.0,7762.0
Hickory,MO,3539.0,1016.0,4717.0
Hidalgo,NM,906.0,780.0,1863.0
Hidalgo,TX,48608.0,118739.0,172990.0
Highland,OH,13005.0,3436.0,17048.0
Highland,VA,958.0,371.0,1391.0
Highlands,FL,29509.0,14901.0,45589.0
Hill,MT,3446.0,2350.0,6368.0
Hill,TX,10075.0,2535.0,12906.0
Hillsborough,FL,265928.0,306422.0,595072.0
Hillsborough,NH,99873.0,99348.0,210430.0
Hillsdale,MI,14094.0,4799.0,19880.0
Hinds,MS,24919.0,64922.0,91536.0
Hinsdale,CO,339.0,197.0,589.0
Hitchcock,NE,1216.0,158.0,1440.0
Hocking,OH,8282.0,3713.0,12513.0
Hockley,TX,5793.0,1257.0,7282.0
Hodgeman,KS,845.0,124.0,1006.0
Hoke,NC,7676.0,9608.0,17847.0
Holmes,FL,7476.0,852.0,8506.0
Holmes,MS,1151.0,5820.0,7045.0
Holmes,OH,8578.0,1766.0,10823.0
Holt,MO,1926.0,346.0,2348.0
Holt,NE,4275.0,522.0,4979.0
Honolulu,HI,90296.0,175634.0,285683.0
Hood,TX,21367.0,4001.0,26120.0
Hood River,OR,3223.0,6359.0,10383.0
Hooker,NE,355.0,40.0,414.0
Hopkins,KY,15277.0,4310.0,20341.0
Hopkins,TX,10704.0,2508.0,13476.0
Horry,SC,83819.0,36731.0,124503.0
Hot Spring,AR,8153.0,3137.0,11909.0
Hot Springs,WY,1939.0,400.0,2535.0
Houghton,MI,8475.0,6018.0,15623.0
Houston,AL,30567.0,10547.0,42030.0
Houston,GA,35351.0,22460.0,59559.0
Houston,MN,5616.0,4145.0,10515.0
Houston,TN,2180.0,865.0,3165.0
Houston,TX,6205.0,1978.0,8302.0
Howard,AR,3155.0,1350.0,4671.0
Howard,IA,2611.0,1674.0,4507.0
Howard,IN,23675.0,11215.0,36754.0
Howard,MD,44792.0,93808.0,146401.0
Howard,MO,3277.0,1279.0,4851.0
Howard,NE,2284.0,544.0,2958.0
Howard,TX,6635.0,1768.0,8692.0
Howell,MO,13888.0,2880.0,17415.0
Hubbard,MN,7269.0,3432.0,11423.0
Hudson,NJ,45615.0,149980.0,201425.0
Hudspeth,TX,503.0,324.0,871.0
Huerfano,CO,1875.0,1631.0,3772.0
Hughes,OK,3387.0,961.0,4525.0
Hughes,SD,5174.0,2449.0,8173.0
Humboldt,CA,10883.0,19596.0,33636.0
Humboldt,IA,3564.0,1251.0,5033.0
Humboldt,NV,4521.0,1386.0,6433.0
Humphreys,MS,924.0,2652.0,3599.0
Humphreys,TN,4928.0,1967.0,7139.0
Hunt,TX,23866.0,6301.0,31185.0
Hunterdon,NJ,38565.0,28797.0,70582.0
Huntingdon,PA,14369.0,4487.0,19496.0
Huntington,IN,11649.0,3506.0,15974.0
Huron,MI,10629.0,4579.0,15848.0
Huron,OH,15930.0,7080.0,24332.0
Hutchinson,SD,2517.0,692.0,3365.0
Hutchinson,TX,7039.0,854.0,8126.0
Hyde,NC,1275.0,956.0,2273.0
Hyde,SD,543.0,125.0,690.0
Iberia,LA,20903.0,10698.0,32454.0
Iberville,LA,7320.0,8324.0,16043.0
Ida,IA,2655.0,792.0,3590.0
Idaho,ID,6441.0,1196.0,8223.0
Imperial,CA,5607.0,14331.0,20858.0
Independence,AR,9925.0,2878.0,13598.0
Indian River,FL,48564.0,28997.0,79897.0
Indiana,PA,24920.0,11468.0,37728.0
Ingham,MI,44354.0,81266.0,133478.0
Inyo,CA,4128.0,3067.0,7761.0
Ionia,MI,16374.0,8206.0,26364.0
Iosco,MI,8344.0,4344.0,13349.0
Iowa,IA,5193.0,3070.0,8789.0
Iowa,WI,4809.0,6669.0,12123.0
Iredell,NC,54164.0,24441.0,80727.0
Irion,TX,660.0,90.0,760.0
Iron,MI,3675.0,2004.0,5910.0
Iron,MO,3173.0,933.0,4260.0
Iron,UT,4090.0,977.0,6197.0
Iron,WI,2090.0,1273.0,3477.0
Iroquois,IL,9728.0,2496.0,12923.0
Irwin,GA,2711.0,890.0,3659.0
Isabella,MI,12338.0,11404.0,25344.0
Isanti,MN,13635.0,5656.0,20875.0
Island,WA,17634.0,20173.0,41010.0
Isle of Wight,VA,11971.0,7673.0,20481.0
Issaquena,MS,298.0,395.0,699.0
Itasca,MN,12920.0,9015.0,23650.0
Itawamba,MS,8385.0,1100.0,9634.0
Izard,AR,4042.0,1111.0,5445.0
Jack,TX,2973.0,314.0,3339.0
Jackson,AL,16643.0,3663.0,20785.0
Jackson,AR,3262.0,1583.0,5151.0
Jackson,CO,628.0,171.0,862.0
Jackson,FL,14231.0,6383.0,20997.0
Jackson,GA,21754.0,4469.0,27057.0
Jackson,IA,5821.0,3837.0,10204.0
Jackson,IL,10889.0,11619.0,24509.0
Jackson,IN,12857.0,3843.0,17532.0
Jackson,KS,3888.0,1489.0,5727.0
Jackson,KY,4889.0,482.0,5500.0
Jackson,MI,39793.0,25795.0,69567.0
Jackson,MN,3609.0,1492.0,5453.0
Jackson,MO,114777.0,163723.0,294063.0
Jackson,MS,31204.0,13087.0,45465.0
Jackson,NC,9706.0,7564.0,18004.0
Jackson,OH,9618.0,3142.0,13239.0
Jackson,OK,5969.0,1473.0,7806.0
Jackson,OR,53083.0,43550.0,103789.0
Jackson,SD,722.0,323.0,1095.0
Jackson,TN,3229.0,1129.0,4447.0
Jackson,TX,4266.0,904.0,5275.0
Jackson,WI,4907.0,3821.0,9202.0
Jackson,WV,8959.0,2648.0,12108.0
Jackson,LA,5169.0,2139.0,7464.0
James City,VA,21284.0,19091.0,42737.0
Jasper,GA,4353.0,1544.0,6016.0
Jasper,IA,10556.0,7108.0,18776.0
Jasper,IL,3973.0,924.0,5104.0
Jasper,IN,9382.0,3329.0,13331.0
Jasper,MO,35058.0,10565.0,48179.0
Jasper,MS,4032.0,4367.0,8468.0
Jasper,SC,6100.0,7789.0,14216.0
Jasper,TX,10578.0,2582.0,13351.0
Jay,IN,5697.0,1889.0,7962.0
Jeff Davis,GA,4102.0,901.0,5089.0
Jeff Davis,TX,694.0,422.0,1175.0
Jefferson,AL,130614.0,151581.0,290111.0
Jefferson,AR,9231.0,15721.0,25821.0
Jefferson,CO,130233.0,151885.0,309529.0
Jefferson,FL,3930.0,3537.0,7641.0
Jefferson,GA,3057.0,3809.0,6934.0
Jefferson,IA,3738.0,3702.0,8001.0
Jefferson,ID,8436.0,976.0,11471.0
Jefferson,IL,11681.0,4408.0,16818.0
Jefferson,IN,8538.0,4325.0,13461.0
Jefferson,KS,5112.0,2483.0,8151.0
Jefferson,KY,143758.0,190824.0,352934.0
Jefferson,MO,68973.0,31546.0,105969.0
Jefferson,MS,489.0,3337.0,3859.0
Jefferson,MT,4099.0,1975.0,6559.0
Jefferson,NE,2387.0,831.0,3430.0
Jefferson,NY,19947.0,12289.0,34263.0
Jefferson,OH,20668.0,9483.0,31346.0
Jefferson,OK,1905.0,365.0,2345.0
Jefferson,OR,5337.0,2892.0,8874.0
Jefferson,PA,14533.0,3437.0,18551.0
Jefferson,TN,14760.0,3490.0,18994.0
Jefferson,TX,42828.0,42404.0,87363.0
Jefferson,WA,5716.0,11987.0,19145.0
Jefferson,WI,23409.0,16559.0,42324.0
Jefferson,WV,13144.0,9458.0,24007.0
Jefferson Davis,MS,2466.0,3720.0,6237.0
Jefferson Davis,LA,10775.0,3080.0,14277.0
Jefferson,LA,100292.0,73540.0,181388.0
Jenkins,GA,1892.0,1108.0,3034.0
Jennings,IN,8222.0,2364.0,11115.0
Jerauld,SD,648.0,264.0,967.0
Jerome,ID,7347.0,2117.0,10667.0
Jersey,IL,7737.0,2673.0,10909.0
Jessamine,KY,15474.0,6144.0,23306.0
Jewell,KS,1204.0,180.0,1483.0
Jim Hogg,TX,430.0,1635.0,2119.0
Jim Wells,TX,5411.0,6688.0,12346.0
Jo Daviess,IL,6113.0,4452.0,11177.0
Johnson,AR,6072.0,2421.0,9086.0
Johnson,GA,2519.0,1136.0,3682.0
Johnson,IA,20993.0,49942.0,75637.0
Johnson,IL,4644.0,1135.0,6017.0
Johnson,IN,45456.0,17318.0,66229.0
Johnson,KS,133907.0,126324.0,279753.0
Johnson,KY,8043.0,1250.0,9572.0
Johnson,MO,13702.0,5924.0,21087.0
Johnson,NE,1348.0,560.0,2051.0
Johnson,TN,5400.0,988.0,6556.0
Johnson,TX,44370.0,10976.0,57270.0
Johnson,WY,3477.0,638.0,4349.0
Johnston,NC,54082.0,28153.0,84553.0
Johnston,OK,3081.0,782.0,4001.0
Jones,GA,8304.0,3960.0,12524.0
Jones,IA,5718.0,3779.0,10011.0
Jones,MS,20076.0,7748.0,28250.0
Jones,NC,2941.0,2041.0,5039.0
Jones,SD,450.0,69.0,558.0
Jones,TX,4815.0,935.0,5932.0
Josephine,OR,26582.0,13223.0,42613.0
Juab,UT,2759.0,436.0,4076.0
Judith Basin,MT,867.0,232.0,1192.0
Juneau,WI,7188.0,4100.0,11736.0
Juniata,PA,8234.0,1810.0,10402.0
Kalamazoo,MI,51031.0,67142.0,125966.0
Kalkaska,MI,6213.0,2279.0,8920.0
Kanabec,MN,5230.0,2327.0,8125.0
Kanawha,WV,43464.0,27985.0,74996.0
Kandiyohi,MN,12785.0,7266.0,21648.0
Kane,IL,82087.0,99389.0,193500.0
Kane,UT,2248.0,739.0,3482.0
Kankakee,IL,25081.0,18908.0,46556.0
Karnes,TX,2959.0,1144.0,4185.0
Kauai,HI,7574.0,16456.0,26335.0
Kaufman,TX,29537.0,10265.0,40979.0
Kay,OK,12168.0,3734.0,16795.0
Kearney,NE,2519.0,550.0,3242.0
Kearny,KS,1048.0,224.0,1325.0
Keith,NE,3203.0,560.0,3945.0
Kemper,MS,1778.0,2827.0,4639.0
Kendall,IL,24152.0,23392.0,50815.0
Kendall,TX,15663.0,3633.0,19936.0
Kenedy,TX,84.0,99.0,186.0
Kenosha,WI,36025.0,35770.0,75825.0
Kent,DE,36989.0,33347.0,74253.0
Kent,MD,4598.0,4178.0,9166.0
Kent,MI,147959.0,138567.0,306270.0
Kent,TX,360.0,59.0,433.0
Kenton,KY,42958.0,24213.0,71947.0
Keokuk,IA,3385.0,1265.0,4858.0
Kern,CA,95064.0,64980.0,168734.0
Kerr,TX,17658.0,4665.0,23090.0
Kershaw,SC,17464.0,10293.0,28875.0
Kewaunee,WI,6616.0,3623.0,10742.0
Keweenaw,MI,814.0,527.0,1429.0
Keya Paha,NE,458.0,39.0,514.0
Kidder,ND,1106.0,179.0,1358.0
Kimball,NE,1317.0,227.0,1636.0
Kimble,TX,1697.0,206.0,1945.0
King,TX,149.0,5.0,159.0
King,WA,191806.0,638033.0,883231.0
King George,VA,7338.0,4002.0,11967.0
King William,VA,5963.0,2752.0,9088.0
King and Queen,VA,2059.0,1451.0,3615.0
Kingfisher,OK,5151.0,783.0,6123.0
Kingman,KS,2507.0,594.0,3281.0
Kings,CA,13158.0,9077.0,23497.0
Kings,NY,133653.0,595086.0,746295.0
Kingsbury,SD,1680.0,703.0,2551.0
Kinney,TX,936.0,457.0,1424.0
Kiowa,CO,726.0,91.0,853.0
Kiowa,KS,855.0,111.0,1023.0
Kiowa,OK,2593.0,766.0,3489.0
Kit Carson,CO,2894.0,526.0,3613.0
Kitsap,WA,43265.0,57049.0,110419.0
Kittitas,WA,7530.0,5452.0,13766.0
Kittson,MN,1349.0,823.0,2363.0
Klamath,OR,20170.0,7080.0,29240.0
Kleberg,TX,4364.0,4713.0,9483.0
Klickitat,WA,4436.0,3196.0,8132.0
Knott,KY,4357.0,1245.0,5763.0
Knox,IL,10658.0,9939.0,21964.0
Knox,IN,11077.0,3772.0,15483.0
Knox,KY,9885.0,1761.0,12012.0
Knox,ME,9148.0,12440.0,23021.0
Knox,MO,1413.0,379.0,1867.0
Knox,NE,3181.0,715.0,4061.0
Knox,OH,18563.0,7959.0,27768.0
Knox,TN,105724.0,62861.0,179266.0
Knox,TX,1078.0,247.0,1358.0
Koochiching,MN,3569.0,2306.0,6313.0
Kootenai,ID,44449.0,16264.0,66286.0
Kosciusko,IN,23909.0,6311.0,31907.0
Kossuth,IA,5637.0,2529.0,8505.0
La Crosse,WI,26384.0,32402.0,62785.0
La Paz,AZ,3381.0,1318.0,4931.0
La Plata,CO,12471.0,15300.0,30722.0
La Salle,TX,870.0,1125.0,2049.0
LaGrange,IN,7025.0,2080.0,9552.0
LaMoure,ND,1475.0,500.0,2115.0
LaPorte,IN,22678.0,19795.0,44994.0
LaSalle,IL,26269.0,19277.0,48447.0
Labette,KS,5232.0,2234.0,7919.0
Lac qui Parle,MN,2294.0,1301.0,3835.0
Lackawanna,PA,48102.0,51593.0,102740.0
Laclede,MO,12834.0,2543.0,15959.0
Lafayette,AR,1750.0,1028.0,2846.0
Lafayette,FL,2795.0,515.0,3375.0
Lafayette,MO,10977.0,4047.0,15815.0
Lafayette,MS,10872.0,7968.0,19642.0
Lafayette,WI,3977.0,3288.0,7602.0
Lafayette,LA,68191.0,32726.0,105599.0
Lafourche,LA,31958.0,8423.0,41644.0
Lake,CA,5752.0,6240.0,13045.0
Lake,CO,1264.0,1600.0,3175.0
Lake,FL,101888.0,62597.0,169898.0
Lake,IL,108608.0,168186.0,293574.0
Lake,IN,75565.0,116896.0,200247.0
Lake,MI,3159.0,1939.0,5328.0
Lake,MN,2932.0,3077.0,6472.0
Lake,MT,7453.0,4703.0,12939.0
Lake,OH,62627.0,45056.0,112790.0
Lake,OR,3001.0,628.0,3814.0
Lake,SD,4038.0,2314.0,6786.0
Lake,TN,1357.0,577.0,1970.0
Lake of the Woods,MN,1540.0,553.0,2230.0
Lamar,AL,5819.0,1035.0,6931.0
Lamar,GA,5183.0,2267.0,7575.0
Lamar,MS,18493.0,5044.0,24179.0
Lamar,TX,14546.0,3579.0,18537.0
Lamb,TX,3040.0,770.0,3905.0
Lampasas,TX,6371.0,1479.0,8149.0
Lancaster,NE,60456.0,60533.0,129803.0
Lancaster,PA,137145.0,90066.0,239151.0
Lancaster,SC,23598.0,13718.0,38717.0
Lancaster,VA,3520.0,2862.0,6599.0
Lander,NV,1828.0,403.0,2413.0
Lane,KS,684.0,104.0,831.0
Lane,OR,66218.0,100497.0,181072.0
Langlade,WI,6436.0,3260.0,10093.0
Lanier,GA,1984.0,805.0,2861.0
Lapeer,MI,30037.0,12734.0,45126.0
Laramie,WY,24844.0,11572.0,39945.0
Larimer,CO,82624.0,92170.0,193897.0
Larue,KY,4799.0,1278.0,6367.0
Las Animas,CO,3656.0,2614.0,6693.0
Lassen,CA,6533.0,2026.0,9089.0
Latah,ID,7255.0,8093.0,18146.0
Latimer,OK,3094.0,797.0,4050.0
Lauderdale,AL,27735.0,9877.0,38813.0
Lauderdale,MS,17574.0,10910.0,28967.0
Lauderdale,TN,4884.0,3656.0,8678.0
Laurel,KY,20592.0,3440.0,24824.0
Laurens,GA,12401.0,6737.0,19448.0
Laurens,SC,16770.0,8845.0,26474.0
Lavaca,TX,7339.0,1170.0,8633.0
Lawrence,AL,10732.0,3611.0,14623.0
Lawrence,AR,4064.0,1263.0,5685.0
Lawrence,IL,4517.0,1288.0,6039.0
Lawrence,IN,14034.0,4210.0,19076.0
Lawrence,KY,4816.0,1045.0,6042.0
Lawrence,MO,13084.0,2898.0,16674.0
Lawrence,MS,4072.0,2181.0,6329.0
Lawrence,OH,18240.0,6849.0,25949.0
Lawrence,PA,25323.0,13933.0,40555.0
Lawrence,SD,7411.0,3356.0,11842.0
Lawrence,TN,12419.0,2821.0,15658.0
Le Flore,OK,13346.0,3245.0,17199.0
Le Sueur,MN,9182.0,4623.0,14867.0
Lea,NM,12306.0,3877.0,17449.0
Leake,MS,4775.0,3579.0,8436.0
Leavenworth,KS,17387.0,10064.0,29676.0
Lebanon,PA,38804.0,17860.0,58906.0
Lee,AL,34321.0,20987.0,57668.0
Lee,AR,1229.0,1735.0,3020.0
Lee,FL,191141.0,124725.0,325797.0
Lee,GA,10641.0,3166.0,14106.0
Lee,IA,8762.0,6195.0,15893.0
Lee,IL,8597.0,5499.0,15215.0
Lee,KY,2151.0,444.0,2667.0
Lee,MS,21695.0,9635.0,31974.0
Lee,NC,13625.0,10380.0,24676.0
Lee,SC,2789.0,5170.0,8110.0
Lee,TX,4996.0,1372.0,6522.0
Lee,VA,7542.0,1627.0,9353.0
Leelanau,MI,7239.0,6774.0,14757.0
Leflore,MS,2757.0,6677.0,9566.0
Lehigh,PA,70285.0,77087.0,153031.0
Lemhi,ID,3011.0,733.0,4068.0
Lenawee,MI,26428.0,16750.0,45895.0
Lenoir,NC,13354.0,11752.0,25500.0
Leon,FL,53777.0,91936.0,151925.0
Leon,TX,6391.0,909.0,7407.0
Leslie,KY,4015.0,400.0,4492.0
Letcher,KY,7293.0,1542.0,9134.0
Levy,FL,13758.0,5091.0,19367.0
Lewis,ID,1202.0,270.0,1590.0
Lewis,KY,4363.0,785.0,5298.0
Lewis,MO,3343.0,933.0,4452.0
Lewis,NY,6916.0,2828.0,10312.0
Lewis,TN,3579.0,890.0,4601.0
Lewis,WA,12503.0,5750.0,19321.0
Lewis,WV,5245.0,1336.0,6885.0
Lewis and Clark,MT,16665.0,14331.0,33800.0
Lexington,SC,79866.0,35143.0,121829.0
Liberty,FL,2542.0,651.0,3295.0
Liberty,GA,6125.0,9531.0,16082.0
Liberty,MT,695.0,205.0,952.0
Liberty,TX,18856.0,4851.0,24155.0
Licking,OH,49346.0,26360.0,79399.0
Limestone,AL,28824.0,9340.0,39400.0
Limestone,TX,5747.0,1748.0,7648.0
Lincoln,AR,2455.0,1252.0,3826.0
Lincoln,CO,1873.0,399.0,2402.0
Lincoln,GA,2759.0,1271.0,4100.0
Lincoln,ID,1184.0,360.0,1748.0
Lincoln,KS,1168.0,214.0,1448.0
Lincoln,KY,7338.0,1865.0,9561.0
Lincoln,ME,9727.0,10241.0,21432.0
Lincoln,MN,1930.0,860.0,3002.0
Lincoln,MO,18111.0,5561.0,24857.0
Lincoln,MS,10550.0,4458.0,15193.0
Lincoln,MT,6720.0,2040.0,9272.0
Lincoln,NC,28653.0,9836.0,39449.0
Lincoln,NE,11992.0,2878.0,15674.0
Lincoln,NM,5889.0,2329.0,8892.0
Lincoln,NV,1671.0,285.0,2132.0
Lincoln,OK,10838.0,2423.0,14001.0
Lincoln,OR,9901.0,12300.0,24035.0
Lincoln,SD,15499.0,8076.0,25231.0
Lincoln,TN,10375.0,2550.0,13270.0
Lincoln,WA,4056.0,1222.0,5629.0
Lincoln,WI,8400.0,5370.0,14563.0
Lincoln,WV,5257.0,1435.0,6988.0
Lincoln,WY,6779.0,1105.0,8398.0
Lincoln,LA,10761.0,7102.0,18664.0
Linn,IA,48183.0,58481.0,114664.0
Linn,KS,3377.0,721.0,4279.0
Linn,MO,4084.0,1239.0,5572.0
Linn,OR,32683.0,17456.0,54724.0
Lipscomb,TX,1159.0,135.0,1322.0
Litchfield,CT,53376.0,39836.0,97434.0
Little River,AR,3604.0,1397.0,5277.0
Live Oak,TX,3450.0,739.0,4267.0
Livingston,IL,10197.0,4005.0,15096.0
Livingston,KY,3570.0,887.0,4643.0
Livingston,MI,65665.0,34378.0,105577.0
Livingston,MO,4879.0,1265.0,6408.0
Livingston,NY,19211.0,10478.0,31363.0
Livingston,LA,48797.0,6950.0,57700.0
Llano,TX,8283.0,1825.0,10377.0
Logan,AR,5737.0,1712.0,7909.0
Logan,CO,7272.0,1843.0,9702.0
Logan,IL,8167.0,3301.0,12130.0
Logan,KS,1124.0,149.0,1348.0
Logan,KY,7778.0,2755.0,10899.0
Logan,ND,867.0,112.0,1030.0
Logan,NE,400.0,32.0,451.0
Logan,OH,15586.0,4537.0,21007.0
Logan,OK,13613.0,4239.0,18948.0
Logan,WV,9866.0,2082.0,12315.0
Long,GA,2623.0,1356.0,4109.0
Lonoke,AR,19902.0,5638.0,27007.0
Lorain,OH,65346.0,64958.0,136654.0
Los Alamos,NM,3329.0,5443.0,10716.0
Los Angeles,CA,542591.0,1654626.0,2314275.0
Loudon,TN,17588.0,4916.0,23304.0
Loudoun,VA,69633.0,99909.0,180265.0
Louisa,IA,3060.0,1643.0,4943.0
Louisa,VA,10507.0,6208.0,17507.0
Loup,NE,323.0,48.0,382.0
Love,OK,2920.0,735.0,3787.0
Loving,TX,57.0,4.0,64.0
Lowndes,AL,1751.0,4882.0,6676.0
Lowndes,GA,21308.0,14614.0,36813.0
Lowndes,MS,13124.0,11545.0,25139.0
Lubbock,TX,65566.0,27956.0,98060.0
Lucas,IA,2873.0,1236.0,4297.0
Lucas,OH,74102.0,107363.0,191684.0
Luce,MI,1756.0,681.0,2576.0
Lumpkin,GA,9613.0,2216.0,12324.0
Luna,NM,3478.0,3195.0,7295.0
Lunenburg,VA,3206.0,2226.0,5577.0
Luzerne,PA,77508.0,51454.0,132731.0
Lycoming,PA,35475.0,12926.0,50294.0
Lyman,SD,977.0,369.0,1421.0
Lynn,TX,1546.0,403.0,1997.0
Lyon,IA,5188.0,917.0,6336.0
Lyon,KS,6354.0,4456.0,11745.0
Lyon,KY,2789.0,1045.0,3961.0
Lyon,MN,7256.0,3825.0,12129.0
Lyon,NV,16005.0,6146.0,23762.0
Mackinac,MI,3740.0,2085.0,6088.0
Macomb,MI,224589.0,176238.0,418773.0
Macon,AL,1394.0,7237.0,8748.0
Macon,GA,1540.0,2705.0,4287.0
Macon,IL,26782.0,18211.0,47283.0
Macon,MO,5794.0,1518.0,7579.0
Macon,NC,12035.0,4841.0,17336.0
Macon,TN,6260.0,1071.0,7490.0
Macoupin,IL,14194.0,6532.0,21881.0
Madera,CA,19221.0,13283.0,34263.0
Madison,AL,89199.0,62435.0,159473.0
Madison,AR,4917.0,1587.0,6829.0
Madison,FL,4849.0,3526.0,8503.0
Madison,GA,9195.0,2423.0,11945.0
Madison,IA,5336.0,2666.0,8523.0
Madison,ID,8941.0,1201.0,15687.0
Madison,IL,70295.0,50336.0,127902.0
Madison,IN,32376.0,18595.0,53660.0
Madison,KY,23431.0,11793.0,37336.0
Madison,MO,4102.0,1005.0,5318.0
Madison,MS,25607.0,18358.0,45048.0
Madison,MT,3280.0,1175.0,4720.0
Madison,NC,6735.0,3899.0,10966.0
Madison,NE,10518.0,2663.0,13956.0
Madison,NY,14901.0,10548.0,27392.0
Madison,OH,11319.0,4662.0,16754.0
Madison,TN,21321.0,15438.0,37764.0
Madison,TX,3349.0,881.0,4283.0
Madison,VA,4418.0,2202.0,6934.0
Madison,LA,1927.0,2744.0,4732.0
Magoffin,KY,3824.0,1172.0,5116.0
Mahaska,IA,7404.0,2606.0,10494.0
Mahnomen,MN,991.0,930.0,2074.0
Mahoning,OH,52808.0,56188.0,112827.0
Major,OK,2940.0,310.0,3399.0
Malheur,OR,7141.0,2213.0,9950.0
Manatee,FL,101681.0,71066.0,178521.0
Manistee,MI,6915.0,4979.0,12598.0
Manitowoc,WI,23234.0,14563.0,39991.0
Marathon,WI,39010.0,26476.0,68849.0
Marengo,AL,5224.0,5607.0,10948.0
Maricopa,AZ,590465.0,549040.0,1201934.0
Maries,MO,3559.0,794.0,4498.0
Marin,CA,14214.0,69518.0,88115.0
Marinette,WI,12995.0,6243.0,19979.0
Marion,AL,11273.0,1432.0,12912.0
Marion,AR,5077.0,1377.0,6778.0
Marion,FL,107710.0,61958.0,174485.0
Marion,GA,1921.0,1213.0,3183.0
Marion,IA,10940.0,5469.0,17554.0
Marion,IL,11677.0,4231.0,16600.0
Marion,IN,130228.0,212676.0,361070.0
Marion,KS,3928.0,1177.0,5465.0
Marion,KY,5122.0,2679.0,8109.0
Marion,MO,9418.0,2993.0,12902.0
Marion,MS,7697.0,3572.0,11443.0
Marion,OH,16563.0,7748.0,25648.0
Marion,OR,54336.0,48803.0,110804.0
Marion,SC,5434.0,8522.0,14217.0
Marion,TN,7680.0,2829.0,10832.0
Marion,TX,2968.0,1156.0,4206.0
Marion,WV,14592.0,6926.0,22910.0
Mariposa,CA,4317.0,2568.0,7345.0
Marlboro,SC,4257.0,5928.0,10353.0
Marquette,MI,14646.0,16042.0,32897.0
Marquette,WI,4712.0,2808.0,7813.0
Marshall,AL,29217.0,4913.0,34965.0
Marshall,IA,9125.0,7623.0,17700.0
Marshall,IL,3776.0,1784.0,5903.0
Marshall,IN,12286.0,4798.0,18008.0
Marshall,KS,3250.0,1060.0,4578.0
Marshall,KY,12322.0,3672.0,16688.0
Marshall,MN,3208.0,1225.0,4794.0
Marshall,MS,6525.0,7944.0,14698.0
Marshall,OK,4202.0,1095.0,5487.0
Marshall,SD,1056.0,754.0,1947.0
Marshall,TN,8167.0,2848.0,11402.0
Marshall,WV,9565.0,2894.0,13083.0
Martin,FL,53182.0,30158.0,85741.0
Martin,IN,3695.0,881.0,4807.0
Martin,KY,3503.0,363.0,3953.0
Martin,MN,7062.0,2733.0,10469.0
Martin,NC,5874.0,5814.0,11852.0
Martin,TX,1453.0,266.0,1755.0
Mason,IL,4051.0,2008.0,6433.0
Mason,KY,4944.0,1970.0,7216.0
Mason,MI,8505.0,5281.0,14658.0
Mason,TX,1656.0,353.0,2053.0
Mason,WA,13256.0,11598.0,27124.0
Mason,WV,7597.0,2069.0,10115.0
Massac,IL,4844.0,1555.0,6633.0
Matagorda,TX,8147.0,3357.0,11779.0
Mathews,VA,3515.0,1563.0,5292.0
Maui,HI,13445.0,33479.0,51942.0
Maury,TN,23781.0,10026.0,35068.0
Maverick,TX,2816.0,10397.0,13588.0
Mayes,OK,11550.0,3423.0,15712.0
McClain,OK,13151.0,2893.0,16839.0
McCone,MT,858.0,154.0,1056.0
McCook,SD,1794.0,623.0,2587.0
McCormick,SC,2651.0,2479.0,5215.0
McCracken,KY,20774.0,9134.0,31294.0
McCreary,KY,5012.0,664.0,5776.0
McCulloch,TX,2546.0,480.0,3086.0
McCurtain,OK,8642.0,1799.0,10709.0
McDonald,MO,6599.0,1329.0,8233.0
McDonough,IL,6789.0,5278.0,12910.0
McDowell,NC,14517.0,4645.0,19557.0
McDowell,WV,4614.0,1429.0,6179.0
McDuffie,GA,5432.0,3699.0,9268.0
McHenry,IL,71117.0,59827.0,140145.0
McHenry,ND,1991.0,474.0,2687.0
McIntosh,GA,3482.0,2298.0,5893.0
McIntosh,ND,1095.0,233.0,1423.0
McIntosh,OK,5501.0,2122.0,7958.0
McKean,PA,11159.0,3802.0,15572.0
McKenzie,ND,3661.0,696.0,4594.0
McKinley,NM,4893.0,13162.0,20959.0
McLean,IL,37081.0,35918.0,78995.0
McLean,KY,3381.0,988.0,4566.0
McLean,ND,3827.0,1070.0,5206.0
McLennan,TX,48245.0,27046.0,78255.0
McLeod,MN,12155.0,4978.0,18684.0
McMinn,TN,14673.0,3507.0,18694.0
McMullen,TX,454.0,40.0,497.0
McNairy,TN,7839.0,1847.0,10035.0
McPherson,KS,8407.0,3183.0,12443.0
McPherson,NE,257.0,14.0,286.0
McPherson,SD,892.0,192.0,1137.0
Meade,KS,1390.0,206.0,1675.0
Meade,KY,8660.0,3026.0,12229.0
Meade,SD,8441.0,2223.0,11621.0
Meagher,MT,728.0,191.0,972.0
Mecklenburg,NC,154303.0,292258.0,461834.0
Mecklenburg,VA,8283.0,6571.0,15177.0
Mecosta,MI,10305.0,5827.0,17149.0
Medina,OH,53811.0,31582.0,89360.0
Medina,TX,12054.0,4624.0,17187.0
Meeker,MN,8103.0,3192.0,12198.0
Meigs,OH,6869.0,2157.0,9410.0
Meigs,TN,3337.0,856.0,4311.0
Mellette,SD,402.0,238.0,683.0
Menard,IL,4230.0,1808.0,6423.0
Menard,TX,681.0,153.0,860.0
Mendocino,CA,3571.0,6905.0,11435.0
