county,state,Poverty,Income,IncomePerCap,Unemployment
Knox,MO,20.2,39674.0,22171.0,5.8
Knox,NE,12.3,48072.0,27283.0,3.1
Knox,OH,13.8,51211.0,24523.0,5.8
Knox,TN,15.8,52458.0,30541.0,5.5
Knox,TX,14.7,46319.0,21046.0,5.1
Koochiching,MN,17.1,47131.0,26804.0,6.9
Kootenai,ID,12.6,53189.0,28275.0,6.1
Kosciusko,IN,11.2,57190.0,27884.0,4.6
Kossuth,IA,10.0,54868.0,29949.0,2.1
La Crosse,WI,14.4,54127.0,29495.0,4.6
La Paz,AZ,19.7,36479.0,21707.0,9.5
La Plata,CO,9.6,62533.0,34501.0,4.4
La Salle,TX,8.2,44601.0,26268.0,5.4
LaGrange,IN,9.1,58336.0,22780.0,2.9
LaMoure,ND,10.7,57463.0,36653.0,0.8
LaPorte,IN,16.6,49921.0,25004.0,8.0
LaSalle,IL,13.6,54693.0,27959.0,8.3
Labette,KS,17.8,45706.0,22841.0,4.7
Lac qui Parle,MN,9.3,50195.0,31427.0,3.1
Lackawanna,PA,15.4,48380.0,27258.0,5.4
Laclede,MO,17.7,42646.0,20534.0,7.7
Lafayette,AR,23.8,32500.0,25140.0,8.3
Lafayette,FL,17.8,41512.0,21955.0,12.8
Lafayette,MO,12.8,52557.0,27260.0,5.5
Lafayette,MS,25.3,45019.0,25719.0,5.7
Lafayette,WI,10.4,55859.0,27023.0,2.7
Lafayette,LA,16.6,53950.0,30656.0,5.1
Lafourche,LA,16.0,52705.0,26331.0,7.0
Lake,CA,22.8,40446.0,23345.0,11.2
Lake,CO,12.8,46176.0,28492.0,5.7
Lake,FL,12.8,49734.0,25991.0,7.2
Lake,IL,8.5,82613.0,42388.0,6.3
Lake,IN,16.8,52559.0,26590.0,8.5
Lake,MI,25.0,32309.0,18199.0,11.6
Lake,MN,9.3,56078.0,32319.0,3.8
Lake,MT,20.9,42582.0,24348.0,8.0
Lake,OH,8.3,61137.0,32125.0,4.8
Lake,OR,20.0,32769.0,21005.0,6.9
Lake,SD,15.5,58467.0,31145.0,3.9
Lake,TN,29.9,31993.0,14232.0,11.3
Lake of the Woods,MN,7.4,46943.0,24964.0,3.8
Lamar,AL,23.1,36016.0,21152.0,7.9
Lamar,GA,20.8,41157.0,20458.0,11.4
Lamar,MS,16.3,56129.0,28342.0,9.2
Lamar,TX,17.8,42198.0,23625.0,5.6
Lamb,TX,20.5,43712.0,21760.0,3.6
Lampasas,TX,12.0,54467.0,26405.0,7.4
Lancaster,NE,14.0,55747.0,29901.0,3.9
Lancaster,PA,10.4,61492.0,29280.0,4.7
Lancaster,SC,15.5,50557.0,26425.0,7.7
Lancaster,VA,11.0,51495.0,33997.0,4.4
Lander,NV,13.2,79865.0,30256.0,7.6
Lane,KS,10.7,51765.0,29768.0,3.5
Lane,OR,18.8,47710.0,27032.0,7.6
Langlade,WI,14.8,44122.0,25142.0,6.7
Lanier,GA,28.7,31109.0,17739.0,10.6
Lapeer,MI,9.7,56186.0,26650.0,7.4
Laramie,WY,10.4,62879.0,31554.0,5.3
Larimer,CO,12.4,64980.0,34087.0,5.3
Larue,KY,15.8,41720.0,21879.0,6.3
Las Animas,CO,17.0,40586.0,24268.0,7.8
Lassen,CA,14.6,54083.0,20974.0,7.5
Latah,ID,22.5,43310.0,24166.0,7.2
Latimer,OK,18.9,40539.0,24233.0,7.4
Lauderdale,AL,16.3,44888.0,25803.0,6.6
Lauderdale,MS,21.5,41340.0,23339.0,7.2
Lauderdale,TN,23.1,35551.0,17178.0,9.9
Laurel,KY,24.6,37235.0,20446.0,9.9
Laurens,GA,27.3,35202.0,20687.0,5.1
Laurens,SC,20.7,40580.0,20748.0,7.9
Lavaca,TX,10.5,51708.0,29946.0,2.9
Lawrence,AL,16.6,43779.0,22419.0,7.2
Lawrence,AR,18.4,37603.0,19422.0,8.2
Lawrence,IL,16.4,44504.0,21072.0,5.4
Lawrence,IN,11.5,49985.0,25036.0,5.2
Lawrence,KY,24.5,32703.0,18885.0,7.8
