county,state,TotalPop,Hispanic,White,Black,Native,Asian,Pacific
Missaukee,MI,14982.0,2.7,94.4,0.4,0.6,0.2,0.0
Mississippi,AR,43534.0,4.0,58.7,35.1,0.0,0.5,0.0
Mississippi,MO,13916.0,2.0,71.8,23.9,0.8,0.1,0.0
Missoula,MT,114231.0,3.1,89.8,0.4,2.5,1.4,0.0
Mitchell,GA,22574.0,4.4,46.3,47.5,0.1,0.3,0.1
Mitchell,IA,10663.0,1.3,96.8,0.1,0.3,0.6,0.0
Mitchell,KS,6230.0,2.2,95.6,0.7,0.4,0.5,0.0
Mitchell,NC,15155.0,5.0,92.7,0.3,0.6,0.2,0.0
Mitchell,TX,8774.0,39.3,48.7,10.3,0.3,0.4,0.0
Mobile,AL,414328.0,2.8,57.5,35.2,0.6,1.9,0.0
Modoc,CA,9017.0,14.6,78.0,0.7,4.0,1.1,0.1
Moffat,CO,13056.0,14.9,81.4,1.0,0.5,0.1,0.6
Mohave,AZ,204691.0,15.9,78.0,1.0,2.1,1.2,0.1
Moniteau,MO,15904.0,4.6,89.7,3.4,0.7,0.0,0.0
Monmouth,NJ,627551.0,10.6,75.4,6.7,0.1,5.4,0.0
Mono,CA,14058.0,27.1,66.1,0.4,2.2,2.0,0.0
Monona,IA,8865.0,0.8,95.2,0.1,2.6,0.2,0.0
Monongalia,WV,103715.0,2.1,88.3,3.7,0.1,3.3,0.0
Monroe,AL,21745.0,1.3,54.5,40.8,1.3,0.5,0.0
Monroe,AR,7420.0,2.5,54.4,40.8,0.0,0.5,0.0
Monroe,FL,76745.0,23.5,67.3,6.7,0.1,1.2,0.0
Monroe,GA,26795.0,2.4,72.1,23.6,0.1,0.8,0.0
Monroe,IA,7912.0,2.8,93.5,0.1,0.0,0.9,0.0
Monroe,IL,33739.0,1.5,96.5,0.4,0.1,0.7,0.0
Monroe,IN,144436.0,3.3,84.1,3.0,0.2,6.3,0.0
Monroe,KY,10645.0,3.0,93.6,2.5,0.0,0.2,0.1
Monroe,MI,149619.0,3.5,91.5,2.3,0.3,0.6,0.0
Monroe,MO,8676.0,1.6,93.3,3.4,0.1,0.2,0.2
Monroe,MS,35967.0,1.2,67.0,30.1,0.0,0.2,0.0
Monroe,NY,748680.0,8.3,71.0,14.5,0.2,3.6,0.0
Monroe,OH,14239.0,0.5,98.9,0.1,0.0,0.1,0.0
Monroe,PA,167306.0,14.9,67.6,13.0,0.2,2.2,0.0
Monroe,TN,45698.0,4.2,91.1,1.9,0.9,0.4,0.0
Monroe,WI,45303.0,4.2,91.2,1.5,0.9,0.8,0.0
Monroe,WV,13517.0,1.3,96.3,0.6,0.5,0.0,0.0
Montague,TX,19406.0,10.7,86.3,0.2,0.3,0.1,0.0
Montcalm,MI,62956.0,3.4,92.0,2.0,0.5,0.5,0.1
Monterey,CA,433168.0,57.9,30.6,2.5,0.2,5.6,0.5
Montezuma,CO,25770.0,12.2,73.1,0.2,11.8,0.1,0.1
Montgomery,AL,227120.0,3.4,35.2,57.1,0.1,2.4,0.0
Montgomery,AR,9059.0,4.1,90.9,0.3,1.8,1.0,0.0
Montgomery,GA,8962.0,6.5,64.5,26.0,0.2,0.3,0.0
Montgomery,IA,10239.0,3.6,94.1,0.0,0.4,0.0,0.0
Montgomery,IL,29173.0,1.7,90.9,6.0,0.2,0.1,0.0
Montgomery,IN,38288.0,4.7,92.2,0.8,0.2,0.8,0.0
Montgomery,KS,33463.0,6.2,80.1,5.3,3.0,1.0,0.2
Montgomery,KY,27550.0,2.7,93.0,2.8,0.3,0.0,0.1
Montgomery,MD,1039198.0,19.0,45.0,17.6,0.1,14.7,0.0
Montgomery,MO,11618.0,1.8,94.4,1.4,0.1,0.1,0.2
Montgomery,MS,10309.0,2.3,52.4,42.0,0.0,0.3,0.0
Montgomery,NC,27445.0,15.4,63.3,18.6,0.2,1.5,0.0
Montgomery,NY,49500.0,13.2,82.6,1.2,0.1,0.7,0.0
Montgomery,OH,531987.0,2.7,71.4,20.5,0.2,2.0,0.0
Montgomery,PA,818677.0,4.9,76.6,8.8,0.1,7.3,0.0
Montgomery,TN,192120.0,9.7,64.6,18.6,0.5,2.1,0.4
Montgomery,TX,535187.0,23.0,67.9,4.5,0.1,2.8,0.1
Montgomery,VA,97692.0,3.1,83.9,4.3,0.3,6.5,0.0
Montmorency,MI,9290.0,1.3,96.2,0.2,0.8,0.0,0.0
Montour,PA,18302.0,2.5,92.1,1.8,0.0,3.1,0.0
Montrose,CO,40908.0,20.5,76.2,0.4,0.5,0.7,0.3
Moody,SD,6496.0,3.6,77.6,0.6,10.8,2.1,0.0
Moore,NC,94191.0,6.4,77.2,12.5,0.9,1.2,0.0
Moore,TN,6302.0,0.2,93.3,1.7,1.6,2.0,0.0
Moore,TX,22016.0,54.1,33.7,3.2,0.3,7.9,0.0
Mora,NM,4605.0,79.0,14.0,0.1,0.0,0.0,0.0
Morehouse,LA,26290.0,1.3,49.5,47.9,0.1,0.4,0.0
Morgan,AL,119157.0,8.0,76.4,12.3,0.5,0.7,0.0
Morgan,CO,28123.0,35.8,59.2,2.9,0.3,0.5,0.1
Morgan,GA,18013.0,3.1,71.6,23.5,0.1,0.1,0.0
Morgan,IL,34442.0,2.3,89.0,6.1,0.2,0.7,0.0
Morgan,IN,69533.0,1.5,96.3,0.4,0.1,0.7,0.0
Morgan,KY,13281.0,1.2,93.2,3.3,0.1,0.7,0.0
Morgan,MO,20097.0,2.1,94.4,0.8,0.5,0.1,0.0
Morgan,OH,14773.0,0.9,92.4,3.4,0.1,0.2,0.0
Morgan,TN,21639.0,1.2,93.3,5.0,0.1,0.0,0.0
Morgan,UT,11014.0,2.6,95.3,0.4,0.0,0.6,0.1
Morgan,WV,17510.0,1.4,95.7,0.7,0.2,0.4,0.0
Morrill,NE,4903.0,15.4,82.1,0.8,0.5,0.1,0.0
Morris,KS,5605.0,4.5,92.3,0.1,0.2,0.5,0.0
Morris,NJ,498847.0,13.0,72.0,3.0,0.0,10.1,0.0
Morris,TX,12530.0,9.2,65.1,23.6,0.4,0.1,0.1
Morrison,MN,32880.0,1.6,95.9,0.6,0.2,0.5,0.0
Morrow,OH,34935.0,1.4,96.1,0.7,0.1,0.0,0.0
Morrow,OR,11153.0,35.1,60.7,0.3,0.7,0.6,0.3
Morton,KS,2931.0,22.6,72.4,0.8,0.0,0.1,0.0
Morton,ND,30059.0,2.7,90.9,0.6,4.0,0.1,0.0
Motley,TX,1114.0,16.3,76.5,3.5,0.0,0.0,0.0
Moultrie,IL,14711.0,1.2,97.0,0.6,0.2,0.2,0.0
Mountrail,ND,9986.0,7.0,62.9,1.1,25.9,0.4,0.0
Mower,MN,39386.0,11.0,80.8,3.4,0.1,2.4,0.0
Muhlenberg,KY,31153.0,1.5,92.1,4.9,0.2,0.2,0.0
Multnomah,OR,788459.0,11.3,70.5,5.3,0.6,7.0,0.6
Murray,GA,39444.0,14.3,83.3,1.0,0.1,0.4,0.0
Murray,MN,8394.0,3.6,93.8,0.6,0.2,1.1,0.0
Murray,OK,13797.0,6.0,73.2,1.7,8.3,0.6,0.0
Muscatine,IA,42923.0,17.5,77.8,1.9,0.2,1.1,0.1
Muscogee,GA,198647.0,7.5,41.1,45.0,0.3,2.4,0.2
Muskegon,MI,172707.0,5.4,76.5,13.5,0.5,0.5,0.0
Muskingum,OH,85933.0,1.0,91.8,3.1,0.2,0.4,0.0
Muskogee,OK,69471.0,5.9,56.6,10.7,18.0,0.7,0.0
Musselshell,MT,4766.0,2.4,92.9,0.8,0.7,1.5,0.0
Nacogdoches,TX,65411.0,18.9,59.9,17.2,0.3,1.6,0.0
Nance,NE,3569.0,2.5,96.9,0.1,0.3,0.1,0.1
Nantucket,MA,10912.0,8.6,73.8,8.0,0.6,2.4,0.1
Napa,CA,141005.0,33.7,53.2,2.0,0.3,7.8,0.2
Nash,NC,94125.0,6.7,50.9,39.2,0.7,0.9,0.0
Nassau,FL,78435.0,3.8,87.5,6.1,0.4,0.9,0.0
Nassau,NY,1363069.0,16.4,61.4,11.0,0.1,9.0,0.0
Natchitoches,LA,39051.0,2.2,52.7,40.9,1.1,0.7,0.0
Natrona,WY,81023.0,8.2,87.0,1.2,0.6,0.8,0.0
Navajo,AZ,107902.0,11.2,41.6,0.7,43.2,0.6,0.1
Navarro,TX,48239.0,26.2,57.3,13.1,0.3,0.6,1.0
Nelson,KY,45131.0,2.1,90.6,5.3,0.1,0.4,0.0
Nelson,ND,2971.0,2.5,96.7,0.0,0.3,0.0,0.0
Nelson,VA,14863.0,3.9,81.6,12.6,0.2,0.4,0.0
Nemaha,KS,10095.0,1.8,95.6,0.5,0.5,0.3,0.0
Nemaha,NE,7041.0,2.6,94.3,1.4,0.6,0.7,0.0
Neosho,KS,16209.0,5.0,90.6,1.0,0.4,0.4,0.0
Neshoba,MS,29437.0,1.9,58.9,20.9,15.7,0.4,0.0
Ness,KS,3001.0,10.7,88.5,0.2,0.2,0.3,0.0
Nevada,AR,8528.0,0.4,63.4,33.4,0.1,1.4,0.0
Nevada,CA,98838.0,9.2,85.4,0.5,0.7,1.1,0.1
New Castle,DE,555036.0,9.6,58.5,24.1,0.2,5.4,0.0
New Hanover,NC,219866.0,5.4,76.9,14.0,0.3,1.3,0.1
New Haven,CT,862127.0,17.2,64.1,12.3,0.1,3.9,0.0
New Kent,VA,20523.0,2.9,79.5,11.4,0.9,1.0,0.0
New London,CT,270772.0,10.0,76.2,5.2,0.5,4.1,0.0
New Madrid,MO,18030.0,1.8,80.0,16.0,0.4,0.0,0.0
New York,NY,1653877.0,26.1,46.8,12.5,0.1,11.9,0.0
Newaygo,MI,47899.0,5.8,90.7,1.3,0.6,0.3,0.0
Newberry,SC,37914.0,7.3,59.8,31.6,0.3,0.2,0.0
Newport,RI,83204.0,5.6,86.0,3.1,0.3,2.0,0.1
Newton,AR,7898.0,1.4,94.3,0.0,1.5,0.5,0.0
Newton,GA,105042.0,5.1,48.7,42.6,0.2,1.0,0.1
Newton,IN,14056.0,6.1,91.5,0.1,0.1,0.6,0.0
Newton,MO,58237.0,5.1,86.5,0.9,2.3,1.3,0.9
Newton,MS,21437.0,1.8,61.5,30.0,5.1,0.5,0.0
Newton,TX,14187.0,3.5,73.6,21.3,0.2,0.1,0.0
Nez Perce,ID,40014.0,3.7,87.2,0.4,5.4,0.9,0.1
Niagara,NY,212675.0,2.7,86.0,7.1,1.0,1.0,0.0
Nicholas,KY,7061.0,1.5,96.0,1.1,0.2,0.0,0.0
Nicholas,WV,25496.0,0.6,97.3,0.5,0.4,0.3,0.0
Nicollet,MN,33477.0,4.3,89.6,3.0,0.1,1.6,0.0
Niobrara,WY,2479.0,4.3,89.0,0.1,4.1,0.7,0.0
Noble,IN,47421.0,10.2,87.6,0.4,0.0,0.6,0.0
Noble,OH,14498.0,0.8,92.2,5.4,0.0,0.1,0.0
Noble,OK,11421.0,3.5,81.9,0.8,7.3,0.0,0.0
Nobles,MN,21854.0,26.8,60.8,4.3,0.5,6.3,0.0
Nodaway,MO,22744.0,1.6,92.8,2.6,0.3,1.7,0.3
Nolan,TX,14990.0,36.4,57.0,4.9,0.4,0.3,0.0
Norfolk,MA,694389.0,4.2,76.7,6.3,0.1,10.3,0.0
Norman,MN,6589.0,5.0,89.7,0.9,2.1,0.6,0.0
Northampton,NC,20426.0,2.1,38.6,56.9,0.5,0.3,0.0
Northampton,PA,300941.0,12.4,77.9,4.7,0.1,2.8,0.0
Northampton,VA,11998.0,8.4,54.1,34.9,0.2,0.9,0.1
Northumberland,PA,93038.0,3.2,93.0,2.5,0.2,0.3,0.0
Northumberland,VA,12254.0,0.5,69.9,28.5,0.3,0.1,0.0
Norton,KS,5527.0,5.1,89.5,2.4,0.7,0.4,0.3
Nottoway,VA,15537.0,4.1,54.6,39.5,0.1,0.3,0.3
Nowata,OK,10448.0,2.9,67.1,2.2,16.5,0.3,0.0
Noxubee,MS,10942.0,1.4,25.9,72.1,0.2,0.0,0.0
Nuckolls,NE,4318.0,2.6,95.5,0.3,0.0,1.2,0.0
Nueces,TX,358484.0,63.0,30.3,3.6,0.2,1.9,0.1
Nye,NV,43296.0,14.2,77.2,3.0,1.5,1.6,0.4
O'Brien,IA,13944.0,4.5,93.2,0.7,0.2,0.9,0.0
Oakland,MI,1241860.0,3.9,72.9,13.6,0.2,6.8,0.0
Obion,TN,30659.0,4.0,83.4,10.3,0.3,0.3,0.0
Ocean,NJ,589699.0,9.0,84.9,2.8,0.0,1.9,0.0
Oceana,MI,26317.0,14.5,82.2,1.2,0.8,0.2,0.0
Ochiltree,TX,10484.0,53.0,44.5,0.2,0.7,0.2,0.0
Oconee,GA,35972.0,4.8,84.9,5.4,0.1,4.1,0.0
Oconee,SC,75926.0,5.1,84.8,7.1,0.2,0.7,0.0
Oconto,WI,37465.0,1.7,95.3,0.4,0.8,0.4,0.0
Ogemaw,MI,20979.0,2.0,95.0,0.3,1.2,0.6,0.0
Ogle,IL,51619.0,9.8,87.3,1.1,0.1,0.5,0.0
Oglethorpe,GA,14654.0,4.1,75.9,18.0,0.1,0.3,0.0
Ohio,IN,5911.0,1.0,96.7,1.3,0.1,0.3,0.0
Ohio,KY,24062.0,3.4,94.4,0.9,0.0,0.3,0.0
Ohio,WV,42906.0,1.0,92.3,4.0,0.2,0.7,0.0
Okaloosa,FL,197591.0,8.7,74.5,9.5,0.6,2.8,0.1
Okanogan,WA,41377.0,19.4,65.8,0.4,9.3,0.9,0.2
Okeechobee,FL,40228.0,25.0,64.0,8.0,0.6,0.9,0.2
Okfuskee,OK,12160.0,3.9,61.6,7.6,13.7,0.1,0.0
Oklahoma,OK,774203.0,16.8,56.8,14.8,2.5,3.3,0.1
Okmulgee,OK,39121.0,3.8,62.8,8.5,13.5,0.4,0.0
Oktibbeha,MS,49392.0,1.6,56.9,37.1,0.1,2.9,0.0
Oldham,KY,64633.0,3.8,88.5,3.6,0.2,1.4,0.1
Oldham,TX,2083.0,15.5,75.8,5.6,0.0,0.1,0.0
Oliver,ND,1822.0,3.7,91.5,0.4,2.7,0.4,0.0
Olmsted,MN,151685.0,4.8,81.1,5.5,0.2,5.8,0.0
Oneida,ID,4284.0,4.2,93.7,0.1,0.4,0.0,0.0
Oneida,NY,232324.0,5.4,82.6,5.8,0.2,4.0,0.0
Oneida,WI,35352.0,1.4,95.1,0.7,1.1,0.5,0.0
Onondaga,NY,467669.0,4.7,77.1,10.7,0.5,3.9,0.0
Onslow,NC,192685.0,12.2,66.8,13.7,0.4,2.1,0.2
Ontario,NY,109491.0,4.4,90.3,2.3,0.2,1.3,0.1
Ontonagon,MI,6072.0,1.4,95.2,0.3,1.0,0.1,0.1
Orange,CA,3155816.0,34.2,41.4,1.6,0.2,19.5,0.3
Orange,FL,1290216.0,30.2,41.6,19.9,0.1,5.1,0.0
Orange,IN,19623.0,1.4,95.6,1.3,0.1,0.5,0.0
Orange,NC,141812.0,8.3,69.4,11.4,0.4,7.6,0.0
Orange,NY,378174.0,19.7,65.4,9.7,0.2,2.6,0.0
Orange,TX,83909.0,7.1,81.4,8.3,0.3,1.1,0.0
Orange,VA,35265.0,4.6,78.9,12.3,0.2,0.9,0.0
Orange,VT,28901.0,1.3,95.7,0.7,0.4,0.3,0.1
Orangeburg,SC,89116.0,2.1,33.3,61.7,0.3,0.9,0.0
Oregon,MO,10779.0,1.6,94.3,0.2,1.0,0.8,0.0
Orleans,NY,41584.0,4.7,86.5,5.9,0.4,0.7,0.1
Orleans,LA,388182.0,5.5,30.6,59.1,0.1,2.9,0.0
Osage,KS,15894.0,3.0,93.7,0.7,0.2,0.2,0.0
Osage,MO,13610.0,0.8,97.5,0.7,0.5,0.0,0.0
Osage,OK,47350.0,3.4,63.7,11.3,13.2,0.4,0.1
Osborne,KS,3684.0,2.0,94.7,0.5,0.4,0.3,0.0
Osceola,FL,325168.0,51.6,34.2,9.2,0.2,2.4,0.1
Osceola,IA,6149.0,7.4,90.4,1.3,0.0,0.1,0.1
Osceola,MI,23221.0,1.7,94.9,1.0,0.8,0.3,0.0
Oscoda,MI,8304.0,1.4,95.7,0.6,0.5,0.1,0.1
Oswego,NY,119833.0,2.5,94.3,0.8,0.1,0.6,0.0
Otero,CO,18325.0,41.5,54.5,0.7,0.5,1.0,0.9
Otero,NM,65130.0,37.5,49.8,3.1,6.2,1.2,0.0
Otoe,NE,15875.0,7.6,89.5,0.2,0.4,0.5,0.0
Otsego,MI,24247.0,1.6,94.7,0.4,0.5,0.5,0.0
Otsego,NY,60750.0,3.5,91.5,1.7,0.1,1.3,0.0
Ottawa,KS,5957.0,2.7,94.3,0.8,0.2,0.2,0.0
Ottawa,MI,280243.0,9.4,84.3,1.4,0.3,2.7,0.0
Ottawa,OH,40769.0,4.9,92.3,1.1,0.1,0.2,0.0
Ottawa,OK,31725.0,5.4,65.6,1.0,15.2,0.7,0.7
Otter Tail,MN,57790.0,3.2,93.0,1.4,0.4,0.6,0.0
Ouachita,AR,24378.0,2.1,55.5,40.7,0.2,0.1,0.0
Ouachita,LA,156433.0,2.2,58.3,37.4,0.2,1.0,0.0
Ouray,CO,4653.0,5.7,92.5,0.0,0.3,0.5,0.1
Outagamie,WI,183288.0,4.2,88.1,1.2,1.6,3.4,0.0
Overton,TN,21995.0,1.3,96.4,0.7,0.1,0.3,0.2
Owen,IN,20957.0,1.2,96.4,0.4,0.3,0.5,0.0
Owen,KY,10686.0,2.6,94.9,1.8,0.3,0.0,0.1
Owsley,KY,4497.0,0.5,94.2,4.1,0.3,0.0,0.0
Owyhee,ID,11384.0,26.6,68.2,0.1,3.1,0.2,0.0
Oxford,ME,57230.0,1.2,95.6,0.3,0.3,0.6,0.0
Ozark,MO,9328.0,1.7,95.7,0.0,0.1,0.3,0.0
Ozaukee,WI,87817.0,2.8,92.1,1.4,0.3,2.0,0.0
Pacific,WA,20940.0,9.2,82.4,0.3,1.4,1.7,0.3
Page,IA,15393.0,3.2,91.6,2.0,0.9,1.1,0.0
Page,VA,23694.0,1.9,94.5,1.5,0.1,0.6,0.0
Palm Beach,FL,1426772.0,21.3,56.0,18.1,0.1,2.6,0.0
Palo Alto,IA,9110.0,2.4,94.3,1.9,0.2,0.5,0.0
Palo Pinto,TX,28109.0,19.7,75.4,2.4,0.6,0.6,0.1
Pamlico,NC,12803.0,3.6,74.3,18.2,0.5,0.2,0.7
Panola,MS,34229.0,1.7,47.3,50.1,0.1,0.0,0.0
Panola,TX,23574.0,8.6,73.4,16.3,0.1,0.6,0.0
Park,CO,16900.0,5.9,89.7,0.1,1.1,1.0,0.7
Park,MT,16001.0,2.7,93.9,0.3,0.6,0.1,0.1
Park,WY,29276.0,5.7,90.7,0.5,0.5,0.5,0.0
Parke,IN,17062.0,1.5,94.8,1.0,0.2,0.0,0.5
Parker,TX,125963.0,11.5,84.4,1.3,0.5,0.5,0.0
Parmer,TX,9871.0,62.4,35.1,1.6,0.1,0.2,0.0
Pasco,FL,498136.0,14.0,76.4,5.0,0.3,2.4,0.1
Pasquotank,NC,39546.0,4.9,54.9,36.2,0.1,1.7,0.3
Passaic,NJ,510563.0,40.5,42.0,10.6,0.2,5.2,0.0
Patrick,VA,17958.0,2.8,89.9,5.5,0.3,0.3,0.0
Paulding,GA,152399.0,5.8,73.0,17.9,0.2,0.9,0.0
Paulding,OH,18951.0,4.6,92.5,0.8,0.2,0.3,0.1
Pawnee,KS,6776.0,7.7,84.5,4.9,0.3,0.1,0.0
Pawnee,NE,2704.0,1.8,95.4,0.0,0.2,0.0,0.0
Pawnee,OK,16448.0,2.8,77.2,1.0,12.2,0.4,0.1
Payette,ID,22839.0,17.0,78.8,0.4,0.6,0.6,0.0
Payne,OK,80634.0,4.6,77.3,3.9,4.9,4.4,0.1
Peach,GA,27027.0,7.5,46.0,44.4,0.1,1.1,0.1
Pearl River,MS,55049.0,3.0,81.9,12.9,0.1,0.3,0.0
Pecos,TX,15804.0,68.5,25.9,4.1,0.6,0.4,0.1
Pembina,ND,7050.0,3.3,91.6,0.2,2.3,0.5,0.0
Pemiscot,MO,17344.0,2.4,68.9,26.7,0.1,0.0,0.0
Pend Oreille,WA,13066.0,3.6,88.9,0.2,3.7,0.7,0.2
Pender,NC,57630.0,6.8,74.5,15.6,0.3,0.5,0.1
Pendleton,KY,14530.0,0.6,96.6,0.9,0.1,0.4,0.0
Pendleton,WV,7138.0,1.1,94.7,3.3,0.0,0.1,0.0
Pennington,MN,14197.0,3.5,91.1,1.5,1.7,0.9,0.0
Pennington,SD,108126.0,4.8,80.5,1.1,8.0,1.1,0.1
Penobscot,ME,152284.0,1.3,94.0,0.8,1.0,1.0,0.0
Peoria,IL,186145.0,4.6,70.4,17.4,0.2,3.9,0.0
Pepin,WI,7282.0,1.7,96.6,0.4,0.2,0.3,0.0
Perkins,NE,2904.0,3.8,95.5,0.1,0.0,0.0,0.0
Perkins,SD,2964.0,1.6,94.7,0.1,2.6,0.0,0.0
Perquimans,NC,13506.0,2.5,72.0,23.4,0.2,0.3,0.1
Perry,AL,9680.0,0.7,29.4,69.6,0.1,0.2,0.0
Perry,AR,10320.0,2.8,92.2,2.1,0.5,0.1,0.0
Perry,IL,21467.0,3.0,86.3,8.7,0.3,0.6,0.0
Perry,IN,19229.0,1.3,94.3,2.7,0.2,0.3,0.0
Perry,KY,27329.0,1.0,95.6,1.6,0.1,0.9,0.1
Perry,MO,19135.0,2.1,95.6,0.3,0.5,0.7,0.0
Perry,MS,12047.0,1.4,77.4,19.8,0.0,0.1,0.0
Perry,OH,35983.0,0.8,96.9,0.3,0.2,0.2,0.0
Perry,PA,45878.0,1.8,95.8,0.9,0.2,0.4,0.0
Perry,TN,7882.0,2.3,92.6,3.3,0.3,0.3,0.0
Pershing,NV,6661.0,23.8,66.1,4.7,2.8,1.3,0.5
Person,NC,39240.0,4.1,66.5,26.9,0.8,0.2,0.0
Petroleum,MT,453.0,0.0,98.5,0.0,0.0,1.5,0.0
Pettis,MO,42309.0,8.6,85.3,2.8,0.1,0.6,0.1
Phelps,MO,44873.0,2.4,89.1,2.5,0.8,3.7,0.0
Phelps,NE,9163.0,5.4,92.7,0.1,0.2,0.2,0.0
Philadelphia,PA,1569657.0,14.1,34.9,41.3,0.2,7.0,0.0
Phillips,AR,19518.0,1.7,34.6,62.8,0.0,0.1,0.0
Phillips,CO,4327.0,20.1,77.4,0.2,0.3,0.4,0.0
Phillips,KS,5446.0,3.2,94.1,0.4,0.3,0.3,0.1
Phillips,MT,4139.0,2.3,84.8,0.0,11.0,0.4,0.0
Piatt,IL,16433.0,1.3,92.7,1.1,0.1,0.4,0.0
Pickaway,OH,57075.0,1.3,92.9,3.2,0.2,0.4,0.0
Pickens,AL,20170.0,4.1,54.1,40.5,0.1,0.1,0.0
Pickens,GA,30343.0,3.0,93.6,0.5,0.0,0.5,0.0
Pickens,SC,121449.0,3.5,86.1,6.5,0.2,1.8,0.1
Pickett,TN,5071.0,0.9,96.8,0.8,0.0,0.0,0.0
Pierce,GA,19141.0,5.1,84.1,8.9,0.4,0.1,0.0
Pierce,ND,4272.0,1.0,94.1,0.8,3.6,0.0,0.0
Pierce,NE,7175.0,1.6,96.7,0.3,0.1,0.4,0.1
Pierce,WA,845193.0,10.4,68.0,6.5,1.0,6.0,1.4
Pierce,WI,41226.0,1.9,94.6,0.6,0.2,1.2,0.0
Pike,AL,33287.0,0.8,56.4,37.9,0.6,2.2,0.0
Pike,AR,10893.0,6.5,87.6,2.8,0.4,0.7,0.0
Pike,GA,17919.0,1.5,86.7,10.3,0.0,0.2,0.0
Pike,IL,15930.0,1.3,95.5,1.6,0.2,0.3,0.0
Pike,IN,12471.0,0.5,96.8,1.0,0.0,1.0,0.0
Pike,KY,61586.0,0.9,97.0,0.8,0.1,0.5,0.0
Pike,MO,18517.0,2.2,88.3,5.9,0.5,0.6,0.1
Pike,MS,39763.0,1.6,44.0,53.1,0.5,0.5,0.0
Pike,OH,28291.0,1.0,95.4,1.2,0.4,0.1,0.0
Pike,PA,55687.0,10.3,81.1,5.7,0.1,1.2,0.0
Pima,AZ,1007257.0,36.6,52.6,3.2,2.4,2.6,0.1
Pinal,AZ,405537.0,29.6,57.4,4.3,4.3,1.6,0.3
Pine,MN,29057.0,2.8,89.6,1.9,2.4,0.5,0.1
Pinellas,FL,949842.0,9.2,74.7,10.0,0.2,3.3,0.1
Pipestone,MN,9229.0,5.9,89.5,1.2,0.8,0.9,0.0
Pitkin,CO,17747.0,9.8,85.7,1.2,0.2,1.4,0.0
Pitt,NC,176484.0,6.0,55.1,34.3,0.2,1.7,0.0
Pittsburg,OK,44673.0,4.8,70.0,3.2,7.2,0.4,0.0
Pittsylvania,VA,61970.0,2.5,74.2,21.1,0.1,0.4,0.0
Piute,UT,1860.0,3.6,95.8,0.2,0.1,0.0,0.0
Placer,CA,374985.0,13.6,73.8,1.4,0.3,6.8,0.1
Plaquemines,LA,23394.0,6.7,65.2,20.6,0.8,3.3,0.0
Platte,MO,96899.0,5.8,82.0,6.6,0.3,2.8,0.0
Platte,NE,32875.0,17.6,80.0,0.4,0.3,0.6,0.0
Platte,WY,8703.0,7.8,89.2,0.0,0.0,0.5,0.0
Pleasants,WV,7527.0,0.7,98.1,0.1,0.0,0.0,0.0
Plumas,CA,18724.0,8.5,83.5,0.9,1.8,0.8,0.3
Plymouth,IA,25027.0,4.5,92.8,0.4,0.3,0.6,0.1
Plymouth,MA,509114.0,3.7,81.9,8.8,0.1,1.2,0.0
Pocahontas,IA,6972.0,3.5,93.6,1.7,0.0,0.6,0.0
Pocahontas,WV,8574.0,1.6,95.6,0.9,0.0,0.0,0.0
Poinsett,AR,24098.0,2.8,87.4,5.6,0.2,0.1,0.0
Pointe Coupee,LA,22271.0,2.5,60.4,35.4,0.3,0.2,0.0
Polk,AR,20212.0,6.4,88.0,0.5,1.1,0.5,0.0
Polk,FL,652256.0,20.6,61.0,14.7,0.2,1.7,0.0
Polk,GA,41444.0,13.0,72.0,12.7,0.0,0.7,0.0
Polk,IA,467235.0,8.1,78.5,6.3,0.2,4.3,0.1
Polk,MN,31564.0,6.2,87.9,1.8,1.1,0.8,0.0
Polk,MO,31347.0,2.3,93.9,0.6,1.0,0.1,0.1
Polk,NC,20434.0,5.8,88.0,5.1,0.2,0.4,0.0
Polk,NE,5244.0,4.8,92.9,0.1,0.3,0.1,0.0
Polk,OR,79666.0,13.4,78.9,1.0,1.2,1.9,0.4
Polk,TN,16722.0,1.9,95.4,0.3,0.3,0.2,0.0
Polk,TX,46974.0,14.8,70.9,10.4,1.5,0.6,0.1
Polk,WI,43328.0,1.9,95.3,0.3,1.0,0.4,0.0
Pondera,MT,6081.0,1.9,81.5,0.4,14.3,0.3,0.0
Pontotoc,MS,31075.0,6.2,77.2,14.8,0.0,0.8,0.0
Pontotoc,OK,38289.0,5.1,66.3,2.1,8.7,0.8,0.1
Pope,AR,63372.0,8.5,84.7,2.9,0.4,1.0,0.0
Pope,IL,4360.0,1.9,90.5,4.9,0.2,1.0,0.0
Pope,MN,10932.0,1.3,96.5,0.5,0.3,0.4,0.0
Portage,OH,162080.0,1.7,90.0,4.1,0.1,1.9,0.0
Portage,WI,70371.0,3.0,91.7,0.7,0.4,2.6,0.0
Porter,IN,167391.0,9.6,84.0,3.3,0.2,1.4,0.1
Posey,IN,25599.0,1.1,96.2,1.5,0.0,0.4,0.0
Pottawatomie,KS,23188.0,5.3,89.9,0.6,1.3,0.8,0.0
Pottawatomie,OK,71614.0,4.9,73.0,3.1,14.0,0.7,0.1
Pottawattamie,IA,93287.0,7.5,88.3,1.4,0.3,0.6,0.0
Potter,PA,17070.0,1.2,96.7,0.4,0.2,0.3,0.0
Potter,SD,2318.0,2.3,93.1,0.0,2.3,1.2,0.0
