county,state,total_votes20,votes20_Donald_Trump,votes20_Joe_Biden
Hickman,KY,2199.0,1714.0,458.0
Hickman,TN,9832.0,7577.0,2130.0
Hickory,MO,5080.0,3965.0,1054.0
Hidalgo,NM,1969.0,1117.0,821.0
Hidalgo,TX,219939.0,89991.0,127507.0
Highland,OH,19303.0,15369.0,3741.0
Highland,VA,1531.0,1092.0,417.0
Highlands,FL,52117.0,34846.0,16917.0
Hill,MT,7167.0,3952.0,2972.0
Hill,TX,14843.0,11869.0,2829.0
Hillsborough,FL,711722.0,327306.0,376196.0
Hillsborough,NH,3276.0,1722.0,1475.0
Hillsdale,MI,23288.0,17037.0,5883.0
Hinds,MS,81811.0,21242.0,59192.0
Hinsdale,CO,632.0,353.0,255.0
Hitchcock,NE,1469.0,1264.0,175.0
Hocking,OH,13786.0,9554.0,3836.0
Hockley,TX,8091.0,6534.0,1481.0
Hodgeman,KS,1033.0,866.0,151.0
Hoke,NC,22078.0,9682.0,12036.0
Holmes,FL,9077.0,8079.0,924.0
Holmes,MS,6542.0,1196.0,5182.0
Holmes,OH,12809.0,10645.0,1981.0
Holt,MO,2344.0,1976.0,338.0
Holt,NE,5531.0,4766.0,683.0
Honolulu,HI,381627.0,136061.0,238601.0
Hood,TX,32580.0,26487.0,5641.0
Hood River,OR,12947.0,3911.0,8671.0
Hooker,NE,442.0,376.0,59.0
Hopkins,KY,21509.0,15757.0,5439.0
Hopkins,TX,15932.0,12713.0,3043.0
Horry,SC,179744.0,118821.0,59180.0
Hot Spring,AR,12503.0,9178.0,3053.0
Hot Springs,WY,2577.0,1999.0,482.0
Houghton,MI,18540.0,10380.0,7755.0
Houston,AL,45750.0,32384.0,12738.0
Houston,GA,74823.0,41534.0,32232.0
Houston,MN,11438.0,6334.0,4851.0
Houston,TN,3681.0,2715.0,869.0
Houston,TX,9425.0,7050.0,2312.0
Howard,AR,4818.0,3358.0,1333.0
Howard,IA,4952.0,3127.0,1772.0
Howard,IN,40619.0,26400.0,13270.0
Howard,MD,173750.0,46779.0,123629.0
Howard,MO,5089.0,3552.0,1412.0
Howard,NE,3501.0,2786.0,648.0
Howard,TX,10043.0,7899.0,2017.0
Howell,MO,18637.0,15174.0,3214.0
Hubbard,MN,12927.0,8202.0,4462.0
Hudson,NJ,213606.0,53435.0,157349.0
Hudspeth,TX,1157.0,771.0,371.0
Huerfano,CO,4389.0,2193.0,2071.0
Hughes,OK,4857.0,3875.0,919.0
Hughes,SD,8723.0,5522.0,2953.0
Humboldt,CA,45961.0,13756.0,31010.0
Humboldt,IA,5321.0,3819.0,1442.0
Humboldt,NV,7507.0,5671.0,1638.0
Humphreys,MS,4164.0,1115.0,2994.0
Humphreys,TN,8232.0,6116.0,2017.0
Hunt,TX,38517.0,29135.0,8879.0
Hunterdon,NJ,78998.0,39751.0,37419.0
Huntingdon,PA,22793.0,17059.0,5448.0
Huntington,IN,17809.0,13147.0,4254.0
Huron,MI,17523.0,11949.0,5349.0
Huron,OH,26628.0,18537.0,7643.0
Hutchinson,SD,3767.0,2944.0,762.0
Hutchinson,TX,8741.0,7659.0,957.0
Hyde,NC,2470.0,1408.0,1035.0
Hyde,SD,710.0,564.0,136.0
Iberia,LA,32713.0,21251.0,11027.0
Iberville,LA,16719.0,7893.0,8514.0
Ida,IA,3845.0,2876.0,917.0
Idaho,ID,9602.0,7826.0,1561.0
Imperial,CA,38727.0,13401.0,24551.0
Independence,AR,14486.0,11232.0,2798.0
Indian River,FL,97737.0,58870.0,37843.0
Indiana,PA,41196.0,28087.0,12634.0
Ingham,MI,144797.0,47640.0,94221.0
Inyo,CA,9147.0,4436.0,4495.0
Ionia,MI,32201.0,20655.0,10899.0
Iosco,MI,15386.0,9760.0,5371.0
Iowa,IA,9716.0,6009.0,3547.0
Iowa,WI,13992.0,5909.0,7828.0
Iredell,NC,101276.0,66439.0,33426.0
Irion,TX,889.0,759.0,120.0
Iron,MI,6795.0,4216.0,2493.0
Iron,MO,4592.0,3596.0,945.0
Iron,UT,23731.0,18113.0,4673.0
Iron,WI,4010.0,2438.0,1533.0
Iroquois,IL,14011.0,10858.0,2895.0
Irwin,GA,4168.0,3134.0,1008.0
Isabella,MI,29409.0,14815.0,14072.0
Isanti,MN,24162.0,16491.0,7138.0
Island,WA,53089.0,22535.0,29003.0
Isle of Wight,VA,23434.0,13707.0,9399.0
Issaquena,MS,676.0,308.0,355.0
Itasca,MN,26512.0,15239.0,10787.0
Itawamba,MS,10743.0,9374.0,1230.0
Izard,AR,5792.0,4615.0,1019.0
Jack,TX,3779.0,3415.0,331.0
Jackson,AL,23602.0,19644.0,3709.0
Jackson,AR,5076.0,3583.0,1360.0
Jackson,CO,873.0,680.0,173.0
Jackson,FL,22419.0,15488.0,6766.0
Jackson,GA,37670.0,29497.0,7642.0
Jackson,IA,11118.0,6940.0,4029.0
Jackson,IL,22575.0,10835.0,11104.0
Jackson,IN,19238.0,14555.0,4302.0
Jackson,KS,6468.0,4435.0,1852.0
Jackson,KY,6116.0,5450.0,605.0
Jackson,MI,81032.0,47381.0,32004.0
Jackson,MN,5813.0,3948.0,1745.0
Jackson,MO,330425.0,125897.0,198031.0
Jackson,MS,45486.0,32563.0,12061.0
Jackson,NC,21191.0,11263.0,9522.0
Jackson,OH,14160.0,10804.0,3193.0
Jackson,OK,8221.0,6392.0,1646.0
Jackson,OR,125184.0,63012.0,58386.0
Jackson,SD,1115.0,738.0,359.0
Jackson,TN,5308.0,4106.0,1133.0
Jackson,TX,6210.0,5116.0,1018.0
Jackson,WI,10184.0,5791.0,4256.0
Jackson,WV,13508.0,10093.0,3207.0
Jackson,LA,7632.0,5394.0,2143.0
James City,VA,49416.0,23153.0,25553.0
Jasper,GA,7644.0,5822.0,1761.0
Jasper,IA,20181.0,12082.0,7737.0
Jasper,IL,5582.0,4492.0,1006.0
Jasper,IN,15495.0,11383.0,3798.0
Jasper,MO,52515.0,37714.0,13539.0
Jasper,MS,8642.0,4256.0,4287.0
Jasper,SC,14394.0,7078.0,7185.0
Jasper,TX,15469.0,12453.0,2906.0
Jay,IN,8466.0,6361.0,1926.0
Jeff Davis,GA,5771.0,4695.0,1028.0
Jeff Davis,TX,1304.0,783.0,501.0
Jefferson,AL,324675.0,138443.0,180936.0
Jefferson,AR,25030.0,9500.0,14882.0
Jefferson,CO,376915.0,148227.0,218166.0
Jefferson,FL,8465.0,4478.0,3895.0
Jefferson,GA,7642.0,3537.0,4061.0
Jefferson,IA,8952.0,4442.0,4314.0
Jefferson,ID,14171.0,12099.0,1658.0
Jefferson,IL,17409.0,12461.0,4597.0
Jefferson,IN,14725.0,9659.0,4731.0
Jefferson,KS,9581.0,6193.0,3106.0
Jefferson,KY,386093.0,150619.0,228288.0
Jefferson,MO,116629.0,77021.0,37507.0
Jefferson,MS,3907.0,529.0,3325.0
Jefferson,MT,8191.0,5345.0,2625.0
Jefferson,NE,3716.0,2616.0,1016.0
Jefferson,NY,35530.0,22779.0,12053.0
Jefferson,OH,32572.0,22309.0,9823.0
Jefferson,OK,2385.0,2026.0,319.0
Jefferson,OR,11666.0,7044.0,4306.0
Jefferson,PA,22761.0,17928.0,4498.0
Jefferson,TN,23562.0,18609.0,4645.0
Jefferson,TX,94665.0,47535.0,46022.0
Jefferson,WA,24352.0,6786.0,17067.0
Jefferson,WI,47967.0,27209.0,19904.0
Jefferson,WV,27703.0,15033.0,12127.0
Jefferson Davis,MS,6199.0,2529.0,3590.0
Jefferson Davis,LA,14841.0,11423.0,3208.0
Jefferson,LA,193733.0,105949.0,84477.0
Jenkins,GA,3455.0,2161.0,1266.0
Jennings,IN,12246.0,9488.0,2521.0
Jerauld,SD,1006.0,721.0,270.0
Jerome,ID,7812.0,5734.0,1893.0
Jersey,IL,11942.0,8699.0,2956.0
Jessamine,KY,26251.0,17096.0,8567.0
Jewell,KS,1608.0,1369.0,211.0
Jim Hogg,TX,2034.0,831.0,1197.0
Jim Wells,TX,13507.0,7389.0,6025.0
Jo Daviess,IL,12477.0,7161.0,5097.0
Johnson,AR,9402.0,6867.0,2262.0
Johnson,GA,4100.0,2850.0,1222.0
Johnson,IA,83570.0,22925.0,59177.0
Johnson,IL,6442.0,5052.0,1280.0
Johnson,IN,77784.0,51209.0,24729.0
Johnson,KS,336277.0,151280.0,177925.0
Johnson,KY,10193.0,8446.0,1607.0
Johnson,MO,23134.0,15468.0,6961.0
Johnson,NE,2227.0,1517.0,646.0
Johnson,TN,7793.0,6466.0,1242.0
Johnson,TX,71928.0,54523.0,16418.0
Johnson,WY,4914.0,3881.0,897.0
Johnston,NC,110246.0,67901.0,40861.0
Johnston,OK,4251.0,3441.0,738.0
Jones,GA,14966.0,9965.0,4888.0
Jones,IA,10965.0,6572.0,4213.0
Jones,MS,26492.0,19130.0,7017.0
Jones,NC,5484.0,3267.0,2175.0
Jones,SD,599.0,498.0,90.0
Jones,TX,6691.0,5621.0,989.0
Josephine,OR,51358.0,31640.0,18311.0
Juab,UT,5884.0,5087.0,645.0
Judith Basin,MT,1344.0,1040.0,275.0
Juneau,WI,13702.0,8749.0,4747.0
Juniata,PA,12042.0,9648.0,2253.0
Kalamazoo,MI,143363.0,56823.0,83674.0
Kalkaska,MI,10627.0,7436.0,3003.0
Kanabec,MN,9224.0,6278.0,2774.0
Kanawha,WV,82244.0,46398.0,34344.0
Kandiyohi,MN,23313.0,14437.0,8440.0
Kane,IL,231734.0,96739.0,130069.0
Kane,UT,3869.0,2777.0,1005.0
Kankakee,IL,49729.0,28410.0,20112.0
Karnes,TX,5229.0,3959.0,1220.0
Kauai,HI,33486.0,11579.0,21217.0
Kaufman,TX,56435.0,37474.0,18290.0
Kay,OK,17249.0,12834.0,4040.0
Kearney,NE,3604.0,2822.0,701.0
Kearny,KS,1413.0,1134.0,255.0
Keith,NE,4364.0,3544.0,763.0
Kemper,MS,3935.0,1609.0,2275.0
Kendall,IL,61327.0,28515.0,31394.0
Kendall,TX,26419.0,20064.0,6008.0
Kenedy,TX,194.0,127.0,65.0
Kenosha,WI,88691.0,44972.0,42191.0
Kent,DE,87025.0,41009.0,44552.0
Kent,MD,10015.0,4900.0,4914.0
Kent,MI,359223.0,165318.0,186753.0
Kent,TX,462.0,411.0,47.0
Kenton,KY,82184.0,48123.0,32265.0
Keokuk,IA,5291.0,3797.0,1414.0
Kern,CA,183717.0,94844.0,84946.0
Kerr,TX,27738.0,20858.0,6510.0
Kershaw,SC,33629.0,20471.0,12699.0
Kewaunee,WI,12095.0,7927.0,3976.0
Keweenaw,MI,1557.0,862.0,672.0
Keya Paha,NE,529.0,476.0,49.0
Kidder,ND,1460.0,1215.0,221.0
Kimball,NE,1860.0,1553.0,267.0
Kimble,TX,2292.0,1987.0,284.0
King,TX,159.0,151.0,8.0
King,WA,1197363.0,267523.0,904132.0
King George,VA,14164.0,8446.0,5404.0
King William,VA,10722.0,7320.0,3260.0
King and Queen,VA,4104.0,2450.0,1590.0
Kingfisher,OK,6465.0,5521.0,854.0
Kingman,KS,3929.0,3102.0,745.0
Kings,CA,41933.0,23169.0,17729.0
Kings,NY,693937.0,174731.0,514133.0
Kingsbury,SD,2779.0,1904.0,819.0
Kinney,TX,1603.0,1144.0,446.0
Kiowa,CO,902.0,795.0,98.0
Kiowa,KS,1139.0,957.0,153.0
Kiowa,OK,3427.0,2673.0,699.0
Kit Carson,CO,3792.0,3084.0,644.0
Kitsap,WA,156733.0,61204.0,89812.0
Kittitas,WA,25579.0,13778.0,11004.0
Kittson,MN,2639.0,1546.0,1006.0
Klamath,OR,36331.0,25048.0,10260.0
Kleberg,TX,11041.0,5557.0,5359.0
Klickitat,WA,12720.0,6866.0,5608.0
Knott,KY,6251.0,4779.0,1412.0
Knox,IL,22716.0,11818.0,10421.0
Knox,IN,16027.0,11654.0,4067.0
Knox,KY,13279.0,11010.0,2111.0
Knox,ME,1003.0,540.0,415.0
Knox,MO,1856.0,1486.0,340.0
Knox,NE,4693.0,3719.0,903.0
Knox,OH,30703.0,21825.0,8433.0
Knox,TN,219869.0,124339.0,91097.0
Knox,TX,1456.0,1180.0,265.0
Koochiching,MN,6920.0,4131.0,2657.0
Kootenai,ID,89878.0,62837.0,24312.0
Kosciusko,IN,35846.0,26476.0,8350.0
Kossuth,IA,9077.0,6275.0,2696.0
La Crosse,WI,67884.0,28684.0,37846.0
La Paz,AZ,7458.0,5129.0,2236.0
La Plata,CO,35524.0,14194.0,20450.0
La Salle,TX,2406.0,1335.0,1052.0
LaGrange,IN,10633.0,8110.0,2355.0
LaMoure,ND,2219.0,1645.0,527.0
LaPorte,IN,49469.0,25991.0,22419.0
LaSalle,IL,52053.0,29482.0,21491.0
Labette,KS,8414.0,5639.0,2607.0
Lac qui Parle,MN,4039.0,2527.0,1445.0
Lackawanna,PA,113975.0,51501.0,61124.0
Laclede,MO,16819.0,13755.0,2779.0
Lafayette,AR,2679.0,1757.0,839.0
Lafayette,FL,3661.0,3128.0,509.0
Lafayette,MO,17083.0,12262.0,4470.0
Lafayette,MS,17163.0,9878.0,6904.0
Lafayette,WI,8555.0,4821.0,3647.0
Lafayette,LA,114521.0,72519.0,39685.0
Lafourche,LA,45388.0,36024.0,8672.0
Lake,CA,11038.0,3955.0,6874.0
Lake,CO,3938.0,1492.0,2287.0
Lake,FL,211702.0,125853.0,83491.0
Lake,IL,323706.0,120938.0,196479.0
Lake,IN,220233.0,91733.0,124801.0
Lake,MI,6332.0,3946.0,2288.0
Lake,MN,7200.0,3392.0,3646.0
Lake,MT,16617.0,9319.0,6911.0
Lake,OH,127867.0,71615.0,54337.0
Lake,OR,4336.0,3449.0,788.0
Lake,SD,5873.0,3681.0,2068.0
Lake,TN,2034.0,1492.0,526.0
Lake of the Woods,MN,2405.0,1704.0,671.0
Lamar,AL,7187.0,6168.0,978.0
Lamar,GA,9039.0,6330.0,2615.0
Lamar,MS,23952.0,17700.0,5821.0
Lamar,TX,21338.0,16698.0,4420.0
Lamb,TX,4394.0,3513.0,835.0
Lampasas,TX,10373.0,8070.0,2134.0
Lancaster,NE,153687.0,68952.0,81131.0
Lancaster,PA,280485.0,159902.0,115294.0
Lancaster,SC,49868.0,30312.0,18937.0
Lancaster,VA,7136.0,3697.0,3368.0
Lander,NV,2664.0,2118.0,481.0
Lane,KS,888.0,757.0,114.0
Lane,OR,221585.0,80144.0,133924.0
Langlade,WI,11165.0,7330.0,3704.0
Lanier,GA,3576.0,2509.0,1019.0
Lapeer,MI,52639.0,35480.0,16368.0
Laramie,WY,44982.0,27891.0,15217.0
Larimer,CO,223653.0,91197.0,125765.0
Larue,KY,7301.0,5685.0,1504.0
Las Animas,CO,7897.0,4255.0,3465.0
Lassen,CA,11779.0,8798.0,2772.0
Latah,ID,20521.0,9463.0,10199.0
Latimer,OK,4249.0,3437.0,762.0
Lauderdale,AL,44149.0,31578.0,11872.0
Lauderdale,MS,30811.0,17812.0,12668.0
Lauderdale,TN,8963.0,5672.0,3193.0
Laurel,KY,28097.0,23234.0,4474.0
Laurens,GA,22729.0,14493.0,8073.0
Laurens,SC,30488.0,20004.0,10159.0
Lavaca,TX,10195.0,8802.0,1333.0
Lawrence,AL,15957.0,12266.0,3544.0
Lawrence,AR,5857.0,4569.0,1080.0
Lawrence,IL,6379.0,4849.0,1414.0
Lawrence,IN,21071.0,15601.0,4961.0
Lawrence,KY,6955.0,5633.0,1238.0
Lawrence,MO,17930.0,14421.0,3214.0
Lawrence,MS,6564.0,4254.0,2240.0
Lawrence,OH,27427.0,19759.0,7353.0
Lawrence,PA,45558.0,29290.0,15772.0
Lawrence,SD,13828.0,8753.0,4537.0
Lawrence,TN,18718.0,15334.0,3195.0
Le Flore,OK,18805.0,15213.0,3299.0
Le Sueur,MN,16775.0,10775.0,5671.0
Lea,NM,20918.0,16531.0,4061.0
Leake,MS,8407.0,4973.0,3358.0
Leavenworth,KS,36115.0,21378.0,13753.0
Lebanon,PA,70890.0,46267.0,23646.0
Lee,AL,70980.0,42019.0,27600.0
Lee,AR,2848.0,1286.0,1423.0
Lee,FL,393854.0,233242.0,157672.0
Lee,GA,16714.0,12007.0,4558.0
Lee,IA,16721.0,9763.0,6539.0
Lee,IL,16351.0,9584.0,6368.0
Lee,KY,2659.0,2159.0,459.0
Lee,MS,31762.0,21297.0,9910.0
Lee,NC,28851.0,16388.0,12076.0
Lee,SC,8431.0,3008.0,5329.0
Lee,TX,8075.0,6248.0,1745.0
Lee,VA,9932.0,8365.0,1489.0
Leelanau,MI,16930.0,7915.0,8793.0
Leflore,MS,8178.0,2623.0,5444.0
Lehigh,PA,180284.0,82287.0,95889.0
Lemhi,ID,4738.0,3592.0,1032.0
Lenawee,MI,53448.0,31539.0,20916.0
Lenoir,NC,28177.0,14500.0,13494.0
Leon,FL,162895.0,57446.0,103492.0
Leon,TX,8672.0,7522.0,1072.0
Leslie,KY,4814.0,4318.0,446.0
Letcher,KY,9135.0,7226.0,1799.0
Levy,FL,23180.0,16746.0,6203.0
Lewis,ID,1870.0,1489.0,349.0
Lewis,KY,5883.0,4986.0,823.0
Lewis,MO,4607.0,3541.0,984.0
Lewis,NY,10878.0,7931.0,2768.0
Lewis,TN,5604.0,4473.0,1068.0
Lewis,WA,44935.0,29318.0,14462.0
Lewis,WV,7457.0,5782.0,1538.0
Lewis and Clark,MT,42485.0,21409.0,19743.0
Lexington,SC,144568.0,92817.0,49301.0
Liberty,FL,3562.0,2846.0,693.0
Liberty,GA,21326.0,7944.0,13051.0
Liberty,MT,1083.0,821.0,249.0
Liberty,TX,29314.0,23288.0,5779.0
Licking,OH,91830.0,57965.0,32324.0
Limestone,AL,48754.0,34337.0,13510.0
Limestone,TX,9092.0,6786.0,2213.0
Lincoln,AR,3870.0,2725.0,1031.0
Lincoln,CO,2630.0,2118.0,467.0
Lincoln,GA,4650.0,3179.0,1435.0
Lincoln,ID,1940.0,1469.0,414.0
Lincoln,KS,1570.0,1273.0,266.0
Lincoln,KY,10913.0,8489.0,2254.0
Lincoln,ME,2596.0,1723.0,813.0
Lincoln,MN,3114.0,2120.0,937.0
Lincoln,MO,28814.0,21702.0,6553.0
Lincoln,MS,14247.0,10107.0,3978.0
Lincoln,MT,11564.0,8516.0,2812.0
Lincoln,NC,49850.0,36167.0,13178.0
Lincoln,NE,17107.0,13071.0,3692.0
Lincoln,NM,10306.0,6942.0,3194.0
Lincoln,NV,2312.0,1949.0,318.0
Lincoln,OK,14888.0,12013.0,2609.0
Lincoln,OR,30441.0,12336.0,17248.0
Lincoln,SD,32396.0,19617.0,11981.0
Lincoln,TN,15575.0,12258.0,2909.0
Lincoln,WA,6916.0,5095.0,1694.0
Lincoln,WI,16497.0,10017.0,6261.0
Lincoln,WV,7830.0,6012.0,1711.0
Lincoln,WY,10468.0,8643.0,1509.0
Lincoln,LA,19275.0,11311.0,7559.0
Linn,IA,126716.0,53098.0,70451.0
Linn,KS,4903.0,3940.0,863.0
Linn,MO,5700.0,4344.0,1274.0
Linn,OR,71148.0,42708.0,25893.0
Lipscomb,TX,1351.0,1203.0,131.0
Litchfield,CT,5342.0,2555.0,2673.0
Little River,AR,5178.0,3714.0,1226.0
Live Oak,TX,5053.0,4198.0,819.0
Livingston,IL,17049.0,12134.0,4568.0
Livingston,KY,5003.0,4010.0,939.0
Livingston,MI,127162.0,76980.0,48218.0
Livingston,MO,6755.0,5266.0,1409.0
Livingston,NY,26333.0,16575.0,9150.0
Livingston,LA,65230.0,54877.0,9249.0
Llano,TX,13278.0,9996.0,3167.0
Logan,AR,8222.0,6438.0,1544.0
Logan,CO,10411.0,7987.0,2201.0
Logan,IL,13117.0,9042.0,3769.0
Logan,KS,1437.0,1231.0,185.0
Logan,KY,12346.0,9067.0,3094.0
Logan,ND,1076.0,930.0,128.0
Logan,NE,450.0,407.0,38.0
Logan,OH,22985.0,17625.0,4990.0
Logan,OK,21574.0,15608.0,5455.0
Logan,WV,13026.0,10534.0,2333.0
Long,GA,5656.0,3528.0,2033.0
Lonoke,AR,30660.0,22884.0,6684.0
Lorain,OH,151988.0,76719.0,72792.0
Los Alamos,NM,12293.0,4278.0,7554.0
Los Angeles,CA,4139895.0,1107090.0,2947568.0
Loudon,TN,29375.0,21684.0,6933.0
Loudoun,VA,223599.0,82088.0,138372.0
Louisa,IA,5326.0,3500.0,1726.0
Louisa,VA,21858.0,13294.0,8269.0
Loup,NE,454.0,370.0,75.0
Love,OK,4076.0,3305.0,711.0
Loving,TX,66.0,60.0,4.0
Lowndes,AL,6830.0,1835.0,4968.0
Lowndes,GA,46355.0,25691.0,20117.0
Lowndes,MS,26993.0,13699.0,12913.0
Lubbock,TX,120204.0,78560.0,39757.0
Lucas,IA,4630.0,3287.0,1284.0
Lucas,OH,194882.0,79628.0,111989.0
Luce,MI,3101.0,2109.0,842.0
Lumpkin,GA,15531.0,12163.0,3126.0
Luna,NM,8104.0,4407.0,3565.0
Lunenburg,VA,6038.0,3586.0,2413.0
Luzerne,PA,151727.0,86127.0,64100.0
Lycoming,PA,59221.0,41439.0,16961.0
Lyman,SD,1597.0,1042.0,525.0
Lynn,TX,2293.0,1853.0,428.0
Lyon,IA,6852.0,5707.0,1067.0
Lyon,KS,13622.0,7381.0,5878.0
Lyon,KY,4228.0,3100.0,1092.0
Lyon,MN,12889.0,7979.0,4630.0
Lyon,NV,29392.0,20302.0,8264.0
Mackinac,MI,7015.0,4304.0,2632.0
Macomb,MI,496523.0,264535.0,225561.0
Macon,AL,8697.0,1539.0,7084.0
Macon,GA,4662.0,1783.0,2857.0
Macon,IL,48934.0,28373.0,19633.0
Macon,MO,7834.0,6075.0,1661.0
Macon,NC,20589.0,14152.0,6213.0
Macon,TN,9486.0,8095.0,1307.0
Macoupin,IL,23919.0,16058.0,7313.0
Madera,CA,52029.0,28458.0,22438.0
Madison,AL,193955.0,102395.0,86885.0
Madison,AR,7315.0,5630.0,1555.0
Madison,FL,9380.0,5576.0,3747.0
Madison,GA,14937.0,11326.0,3411.0
Madison,IA,9806.0,6507.0,3134.0
Madison,ID,17112.0,13559.0,2666.0
Madison,IL,135686.0,75272.0,56845.0
Madison,IN,51633.0,31153.0,19459.0
Madison,KY,43903.0,27353.0,15580.0
Madison,MO,5671.0,4581.0,1017.0
Madison,MS,45832.0,26188.0,18931.0
Madison,MT,6107.0,4186.0,1770.0
Madison,NC,13000.0,7928.0,4878.0
Madison,NE,15407.0,11678.0,3393.0
Madison,NY,27698.0,16553.0,10417.0
Madison,OH,19309.0,13445.0,5558.0
Madison,TN,42847.0,23922.0,18309.0
Madison,TX,5289.0,4165.0,1084.0
Madison,VA,8129.0,5300.0,2698.0
Madison,LA,4670.0,1930.0,2654.0
Magoffin,KY,5446.0,4174.0,1213.0
Mahaska,IA,11381.0,8297.0,2894.0
Mahnomen,MN,2303.0,1143.0,1112.0
Mahoning,OH,116565.0,58601.0,56346.0
Major,OK,3467.0,3084.0,320.0
Malheur,OR,11653.0,8101.0,3202.0
Manatee,FL,216879.0,124966.0,90127.0
Manistee,MI,14654.0,8321.0,6107.0
Manitowoc,WI,44829.0,27218.0,16818.0
Marathon,WI,76751.0,44624.0,30808.0
Marengo,AL,10882.0,5337.0,5476.0
Maricopa,AZ,2063663.0,993691.0,1038364.0
Maries,MO,4774.0,3890.0,814.0
Marin,CA,151603.0,23662.0,125172.0
Marinette,WI,22979.0,15304.0,7366.0
Marion,AL,13786.0,12190.0,1457.0
Marion,AR,7481.0,5767.0,1526.0
Marion,FL,204621.0,127825.0,74848.0
Marion,GA,3624.0,2275.0,1311.0
Marion,IA,19217.0,12657.0,6170.0
Marion,IL,17214.0,12540.0,4396.0
Marion,IN,390405.0,133968.0,247265.0
Marion,KS,5969.0,4377.0,1463.0
Marion,KY,8928.0,6113.0,2722.0
Marion,MO,13370.0,9910.0,3201.0
Marion,MS,11338.0,7783.0,3421.0
Marion,OH,27126.0,18526.0,8089.0
Marion,OR,164156.0,78424.0,80138.0
Marion,SC,14704.0,5711.0,8872.0
Marion,TN,13204.0,9873.0,3165.0
Marion,TX,4844.0,3459.0,1331.0
Marion,WV,25794.0,16300.0,8901.0
Mariposa,CA,10280.0,5950.0,4088.0
Marlboro,SC,11446.0,5044.0,6290.0
Marquette,MI,37460.0,16288.0,20465.0
Marquette,WI,9065.0,5719.0,3239.0
Marshall,AL,39492.0,33094.0,5880.0
Marshall,IA,18122.0,9564.0,8171.0
Marshall,IL,6343.0,4196.0,2004.0
Marshall,IN,19915.0,13841.0,5712.0
Marshall,KS,5023.0,3662.0,1239.0
Marshall,KY,17601.0,13297.0,4071.0
Marshall,MN,5101.0,3721.0,1295.0
Marshall,MS,13064.0,6591.0,6283.0
Marshall,OK,6064.0,4891.0,1100.0
Marshall,SD,2178.0,1287.0,858.0
Marshall,TN,14862.0,11029.0,3603.0
Marshall,WV,13666.0,10137.0,3348.0
Martin,FL,98911.0,61152.0,36878.0
Martin,IN,5155.0,4029.0,1011.0
Martin,KY,3930.0,3496.0,403.0
Martin,MN,11038.0,7476.0,3304.0
Martin,NC,12536.0,6529.0,5910.0
Martin,TX,2160.0,1857.0,288.0
Mason,IL,6756.0,4645.0,1984.0
Mason,KY,7958.0,5477.0,2362.0
Mason,MI,17249.0,10207.0,6802.0
Mason,TX,2700.0,2108.0,566.0
Mason,WA,36432.0,18342.0,16999.0
Mason,WV,11149.0,8422.0,2511.0
Massac,IL,6803.0,4989.0,1719.0
Matagorda,TX,13710.0,9836.0,3726.0
Mathews,VA,5824.0,3900.0,1824.0
Maui,HI,71025.0,22111.0,47301.0
Maury,TN,46561.0,31408.0,14386.0
Maverick,TX,15338.0,6881.0,8324.0
Mayes,OK,16626.0,12749.0,3581.0
McClain,OK,19236.0,15295.0,3582.0
McCone,MT,1128.0,956.0,155.0
McCook,SD,2900.0,2068.0,769.0
McCormick,SC,5697.0,2958.0,2687.0
McCracken,KY,33521.0,21820.0,11190.0
McCreary,KY,6435.0,5664.0,725.0
McCulloch,TX,3430.0,2898.0,490.0
McCurtain,OK,11467.0,9485.0,1858.0
McDonald,MO,9050.0,7465.0,1437.0
McDonough,IL,12290.0,7009.0,4973.0
McDowell,NC,22910.0,16852.0,5813.0
McDowell,WV,6527.0,5148.0,1333.0
McDuffie,GA,10455.0,6169.0,4168.0
McHenry,IL,162766.0,81479.0,77208.0
McHenry,ND,3003.0,2364.0,564.0
McIntosh,GA,6696.0,4016.0,2612.0
McIntosh,ND,1455.0,1153.0,261.0
McIntosh,OK,8335.0,6172.0,2031.0
McKean,PA,19427.0,14067.0,5076.0
McKenzie,ND,5419.0,4482.0,814.0
McKinley,NM,26406.0,7782.0,17969.0
McLean,IL,87013.0,40365.0,43719.0
McLean,KY,4782.0,3633.0,1074.0
McLean,ND,5536.0,4198.0,1230.0
McLennan,TX,97617.0,59432.0,36550.0
McLeod,MN,20888.0,13986.0,6413.0
McMinn,TN,22815.0,18175.0,4357.0
McMullen,TX,516.0,460.0,53.0
McNairy,TN,11267.0,9085.0,1943.0
McPherson,KS,13868.0,9562.0,3977.0
McPherson,NE,302.0,275.0,17.0
McPherson,SD,1324.0,1075.0,222.0
Meade,KS,1807.0,1508.0,261.0
Meade,KY,14110.0,10184.0,3632.0
Meade,SD,13670.0,9875.0,3285.0
Meagher,MT,1110.0,833.0,258.0
Mecklenburg,NC,566192.0,178921.0,377501.0
Mecklenburg,VA,16204.0,9266.0,6803.0
Mecosta,MI,21077.0,13265.0,7373.0
Medina,OH,104378.0,63451.0,39326.0
Medina,TX,22568.0,15599.0,6731.0
Meeker,MN,13496.0,9358.0,3867.0
Meigs,OH,10764.0,8163.0,2452.0
Meigs,TN,5529.0,4464.0,1008.0
Mellette,SD,769.0,449.0,298.0
Menard,IL,6889.0,4722.0,2003.0
Menard,TX,1023.0,819.0,196.0
