county,state,total_votes20,votes20_Donald_Trump,votes20_Joe_Biden
Conway,AR,8641.0,5672.0,2593.0
Cook,GA,7035.0,4900.0,2059.0
Cook,IL,2123897.0,517811.0,1572859.0
Cook,MN,3785.0,1203.0,2496.0
Cooke,TX,18966.0,15579.0,3205.0
Cooper,MO,8710.0,6272.0,2249.0
Coos,OR,36484.0,21488.0,14024.0
Coosa,AL,5472.0,3626.0,1794.0
Copiah,MS,10800.0,5407.0,5227.0
Corson,SD,1283.0,647.0,622.0
Cortland,NY,16700.0,9484.0,6829.0
Coryell,TX,23425.0,15397.0,7542.0
Coshocton,OH,16348.0,11982.0,4057.0
Costilla,CO,2031.0,713.0,1279.0
Cottle,TX,665.0,543.0,113.0
Cotton,OK,2572.0,2117.0,393.0
Cottonwood,MN,6097.0,4165.0,1834.0
Covington,AL,17418.0,14579.0,2717.0
Covington,MS,9294.0,5811.0,3382.0
Coweta,GA,76799.0,51501.0,24210.0
Cowley,KS,13911.0,9442.0,4171.0
Cowlitz,WA,59608.0,34215.0,23802.0
Craig,OK,6032.0,4686.0,1217.0
Craig,VA,3163.0,2536.0,587.0
Craighead,AR,38364.0,25482.0,11854.0
Crane,TX,1503.0,1247.0,241.0
Craven,NC,52826.0,30943.0,21098.0
Crawford,AR,24025.0,18566.0,4936.0
Crawford,GA,6102.0,4428.0,1615.0
Crawford,IA,7146.0,4854.0,2220.0
Crawford,IL,9419.0,7025.0,2198.0
Crawford,IN,4975.0,3499.0,1369.0
Crawford,KS,16125.0,9752.0,5971.0
Crawford,MI,7665.0,4955.0,2612.0
Crawford,MO,10973.0,8725.0,2113.0
Crawford,OH,20222.0,15043.0,4831.0
Crawford,PA,41125.0,28002.0,12610.0
Crawford,WI,8695.0,4620.0,3953.0
Creek,OK,30505.0,23294.0,6577.0
Crenshaw,AL,6617.0,4864.0,1700.0
Crisp,GA,8052.0,4987.0,2986.0
Crittenden,AR,16086.0,7244.0,8325.0
Crittenden,KY,4242.0,3451.0,731.0
Crockett,TN,6114.0,4673.0,1382.0
Crockett,TX,1573.0,1219.0,344.0
Crook,OR,15165.0,11103.0,3715.0
Crook,WY,4119.0,3651.0,378.0
Crosby,TX,1953.0,1396.0,527.0
Cross,AR,6911.0,4928.0,1759.0
Crow Wing,MN,40073.0,25676.0,13726.0
Crowley,CO,1730.0,1262.0,427.0
Culberson,TX,864.0,415.0,438.0
Cullman,AL,41751.0,36804.0,4454.0
Culpeper,VA,27116.0,16012.0,10617.0
Cumberland,IL,5843.0,4595.0,1141.0
Cumberland,KY,3309.0,2769.0,508.0
Cumberland,ME,6002.0,1800.0,4074.0
Cumberland,NC,146204.0,59808.0,84110.0
Cumberland,NJ,58248.0,27294.0,30148.0
Cumberland,PA,139399.0,76149.0,61168.0
Cumberland,TN,32307.0,25167.0,6728.0
Cumberland,VA,5302.0,3019.0,2230.0
Cuming,NE,4412.0,3476.0,862.0
Currituck,NC,16006.0,11566.0,4151.0
Curry,NM,15101.0,10444.0,4307.0
Curry,OR,14843.0,8441.0,6023.0
Custer,CO,3585.0,2433.0,1104.0
Custer,ID,2737.0,2089.0,603.0
Custer,MT,5878.0,4204.0,1510.0
Custer,NE,5877.0,4996.0,768.0
Custer,OK,10691.0,8060.0,2369.0
Custer,SD,5494.0,3852.0,1522.0
Cuyahoga,OH,603721.0,195089.0,402315.0
Dade,GA,7434.0,6066.0,1261.0
Dade,MO,4123.0,3414.0,656.0
Daggett,UT,590.0,473.0,105.0
Dakota,MN,261107.0,109183.0,145510.0
Dakota,NE,6794.0,3926.0,2744.0
Dale,AL,19699.0,14281.0,5154.0
Dallam,TX,1605.0,1386.0,196.0
Dallas,AL,17861.0,5523.0,12228.0
Dallas,AR,2649.0,1573.0,963.0
Dallas,IA,55847.0,27987.0,26879.0
Dallas,MO,8122.0,6620.0,1380.0
Dallas,TX,921638.0,307076.0,598576.0
Dane,WI,344745.0,78789.0,260157.0
Daniels,MT,1014.0,799.0,195.0
Dare,NC,24061.0,13844.0,9855.0
Darke,OH,26621.0,21569.0,4668.0
Darlington,SC,32417.0,16832.0,15220.0
Dauphin,PA,144482.0,65154.0,77397.0
Davidson,NC,84785.0,62143.0,21483.0
Davidson,TN,308325.0,99415.0,197846.0
Davie,NC,25059.0,18115.0,6653.0
Daviess,IN,11971.0,9576.0,2169.0
Daviess,KY,49240.0,31023.0,17283.0
Daviess,MO,3884.0,3077.0,740.0
Davis,IA,4099.0,3032.0,1013.0
Davis,UT,166303.0,101989.0,56216.0
Davison,SD,8454.0,5613.0,2648.0
Dawes,NE,4121.0,2931.0,1082.0
Dawson,GA,16081.0,13398.0,2486.0
Dawson,MT,4837.0,3758.0,962.0
Dawson,NE,9178.0,6524.0,2497.0
Dawson,TX,3789.0,2951.0,808.0
Day,SD,2964.0,1869.0,1052.0
De Baca,NM,901.0,656.0,231.0
De Soto,LA,14736.0,9112.0,5457.0
De Witt,IL,7994.0,5623.0,2171.0
DeKalb,AL,29322.0,24744.0,4271.0
DeKalb,GA,370675.0,58361.0,308112.0
DeKalb,IL,47717.0,21818.0,24484.0
DeKalb,IN,19656.0,14237.0,4966.0
DeKalb,MO,4842.0,3827.0,930.0
DeKalb,TN,8501.0,6663.0,1747.0
DeSoto,FL,12676.0,8313.0,4259.0
DeSoto,MS,75013.0,45788.0,27733.0
DeWitt,TX,8118.0,6567.0,1494.0
Deaf Smith,TX,4608.0,3293.0,1263.0
Dearborn,IN,25355.0,19524.0,5444.0
Decatur,GA,11627.0,6758.0,4780.0
Decatur,IA,3801.0,2615.0,1120.0
Decatur,IN,12296.0,9570.0,2436.0
Decatur,KS,1458.0,1232.0,208.0
Decatur,TN,5250.0,4229.0,904.0
Deer Lodge,MT,4888.0,2184.0,2562.0
Defiance,OH,19032.0,12778.0,5870.0
Del Norte,CA,11403.0,6434.0,4656.0
Delaware,IA,9981.0,6666.0,3157.0
Delaware,IN,48089.0,26724.0,20328.0
Delaware,NY,18763.0,11952.0,6420.0
Delaware,OH,124004.0,65163.0,56961.0
Delaware,OK,17245.0,13557.0,3472.0
Delaware,PA,325464.0,117843.0,203601.0
Delta,CO,19272.0,13013.0,5862.0
Delta,MI,21154.0,13206.0,7605.0
Delta,TX,2587.0,2157.0,403.0
Dent,MO,7142.0,5987.0,1056.0
Denton,TX,416610.0,221829.0,188023.0
Denver,CO,393529.0,71543.0,313090.0
Des Moines,IA,19947.0,10589.0,8887.0
Deschutes,OR,121732.0,54183.0,64102.0
Desha,AR,4163.0,1920.0,2016.0
Deuel,NE,1032.0,871.0,141.0
Deuel,SD,2350.0,1699.0,609.0
Dewey,OK,2359.0,2124.0,214.0
Dewey,SD,1966.0,790.0,1131.0
Dickens,TX,985.0,850.0,130.0
Dickenson,VA,7303.0,5748.0,1503.0
Dickey,ND,2424.0,1742.0,608.0
Dickinson,IA,11230.0,7438.0,3661.0
Dickinson,KS,9246.0,7045.0,2040.0
Dickinson,MI,13268.0,8469.0,4569.0
Dickson,TN,24342.0,17619.0,6098.0
Dillon,SC,13101.0,6582.0,6436.0
Dimmit,TX,3666.0,1384.0,2264.0
Dinwiddie,VA,15063.0,8695.0,6224.0
District of Columbia,DC,37762.0,1506.0,35485.0
Divide,ND,1202.0,904.0,265.0
Dixie,FL,8171.0,6758.0,1364.0
Dixon,NE,3083.0,2335.0,651.0
Doddridge,WV,3101.0,2619.0,435.0
Dodge,GA,8070.0,5843.0,2171.0
Dodge,MN,12153.0,7774.0,4074.0
Dodge,NE,16835.0,10963.0,5526.0
Dodge,WI,48436.0,31355.0,16356.0
Dolores,CO,1431.0,1080.0,332.0
Doniphan,KS,3674.0,2949.0,678.0
Donley,TX,1648.0,1438.0,198.0
Dooly,GA,4105.0,2159.0,1911.0
Door,WI,20117.0,9752.0,10044.0
Dorchester,MD,13371.0,7804.0,5295.0
Dorchester,SC,77278.0,41913.0,33824.0
Dougherty,GA,35308.0,10449.0,24579.0
Douglas,CO,230478.0,120661.0,104199.0
Douglas,GA,68806.0,25323.0,42653.0
Douglas,IL,8746.0,6221.0,2327.0
Douglas,KS,57540.0,16737.0,39436.0
Douglas,MN,24120.0,15799.0,7868.0
Douglas,MO,6994.0,5896.0,1012.0
Douglas,NE,269960.0,116696.0,146433.0
Douglas,NV,33537.0,21237.0,11390.0
Douglas,OR,63107.0,42513.0,18780.0
Douglas,SD,1707.0,1468.0,216.0
Douglas,WA,20567.0,12619.0,7554.0
Douglas,WI,24677.0,10923.0,13218.0
Drew,AR,6879.0,4338.0,2408.0
DuPage,IL,467186.0,187957.0,269638.0
Dubois,IN,21805.0,15032.0,6292.0
Dubuque,IA,53924.0,27214.0,25655.0
Duchesne,UT,8442.0,7445.0,830.0
Dundy,NE,999.0,883.0,105.0
Dunklin,MO,10419.0,8135.0,2200.0
Dunn,ND,2338.0,1951.0,342.0
Dunn,WI,23524.0,13173.0,9897.0
Duplin,NC,22510.0,13703.0,8676.0
Durham,NC,177227.0,31827.0,142770.0
Dutchess,NY,119539.0,59661.0,57720.0
Duval,FL,492556.0,233687.0,252450.0
Duval,TX,5050.0,2442.0,2573.0
Dyer,TN,15074.0,11766.0,3157.0
Eagle,CO,28427.0,9685.0,18095.0
Early,GA,5187.0,2722.0,2437.0
East Baton Rouge,LA,208182.0,88420.0,115577.0
East Carroll,LA,3036.0,1080.0,1900.0
East Feliciana,LA,10509.0,6064.0,4280.0
Eastland,TX,8271.0,7216.0,982.0
Eaton,MI,64451.0,31797.0,31297.0
Eau Claire,WI,58275.0,25341.0,31620.0
Echols,GA,1441.0,1256.0,167.0
Ector,TX,44417.0,32586.0,11310.0
Eddy,ND,1261.0,854.0,383.0
Eddy,NM,23222.0,17454.0,5424.0
Edgar,IL,8152.0,6169.0,1869.0
Edgecombe,NC,25344.0,9162.0,16027.0
Edgefield,SC,13304.0,8184.0,4953.0
Edmonson,KY,6131.0,4828.0,1227.0
Edmunds,SD,1985.0,1538.0,417.0
Edwards,IL,3368.0,2833.0,488.0
Edwards,KS,1413.0,1127.0,267.0
Edwards,TX,1064.0,893.0,166.0
Effingham,GA,31624.0,23357.0,7720.0
Effingham,IL,19041.0,14983.0,3700.0
El Dorado,CA,114766.0,60967.0,51157.0
El Paso,CO,375058.0,200968.0,160265.0
El Paso,TX,254576.0,81235.0,168801.0
Elbert,CO,18554.0,13722.0,4395.0
Elbert,GA,9171.0,6226.0,2879.0
Elk,KS,1347.0,1130.0,191.0
Elk,PA,16713.0,11993.0,4478.0
Elkhart,IN,73225.0,46311.0,25413.0
Elko,NV,21081.0,16057.0,4381.0
Elliott,KY,2995.0,2246.0,712.0
Ellis,KS,13501.0,9569.0,3633.0
Ellis,OK,1873.0,1688.0,162.0
Ellis,TX,85566.0,56651.0,27513.0
Ellsworth,KS,2806.0,2106.0,646.0
Elmore,AL,40891.0,30089.0,10304.0
Elmore,ID,10205.0,7246.0,2601.0
Emanuel,GA,9501.0,6551.0,2884.0
Emery,UT,4816.0,4166.0,566.0
Emmet,IA,4850.0,3265.0,1520.0
Emmet,MI,22176.0,12135.0,9662.0
Emmons,ND,2009.0,1738.0,237.0
Erath,TX,16837.0,13669.0,2914.0
Erie,NY,383952.0,178349.0,198808.0
Erie,OH,39523.0,21724.0,17142.0
Erie,PA,137184.0,66912.0,68336.0
Escambia,AL,15861.0,10844.0,4894.0
Escambia,FL,170311.0,96655.0,70893.0
Esmeralda,NV,474.0,389.0,72.0
Essex,MA,2485.0,790.0,1629.0
Essex,NJ,308715.0,68038.0,237981.0
Essex,NY,15185.0,7953.0,6970.0
Essex,VA,6171.0,3075.0,3038.0
Essex,VT,13443.0,3415.0,9573.0
Estill,KY,6538.0,5100.0,1355.0
Etowah,AL,47460.0,35343.0,11487.0
Eureka,NV,942.0,833.0,92.0
Evangeline,LA,15412.0,11053.0,4158.0
Evans,GA,4247.0,2888.0,1324.0
Fairfax,VA,596358.0,168401.0,419943.0
Fairfield,CT,35414.0,12052.0,22861.0
Fairfield,OH,81564.0,49714.0,30634.0
Fairfield,SC,12136.0,4625.0,7382.0
Fall River,SD,4042.0,2878.0,1053.0
Fallon,MT,1575.0,1375.0,172.0
Falls,TX,6133.0,4177.0,1899.0
Fannin,GA,14850.0,12169.0,2571.0
Fannin,TX,14969.0,12150.0,2638.0
Faribault,MN,7892.0,5191.0,2531.0
Faulk,SD,1182.0,964.0,198.0
Faulkner,AR,54264.0,34338.0,18267.0
Fauquier,VA,43448.0,25106.0,17565.0
Fayette,AL,8756.0,7295.0,1390.0
Fayette,GA,69238.0,36372.0,31933.0
Fayette,IA,10184.0,6145.0,3834.0
Fayette,IL,10033.0,8025.0,1815.0
Fayette,IN,10146.0,7755.0,2237.0
Fayette,KY,152664.0,58845.0,90566.0
Fayette,OH,12305.0,9220.0,2911.0
Fayette,PA,59941.0,39978.0,19518.0
Fayette,TN,22928.0,15661.0,7000.0
Fayette,TX,12924.0,10163.0,2650.0
Fayette,WV,16862.0,11580.0,5063.0
Fentress,TN,8687.0,7403.0,1210.0
Fergus,MT,6487.0,4830.0,1491.0
Ferry,WA,4292.0,2735.0,1465.0
Fillmore,MN,12104.0,7301.0,4551.0
Fillmore,NE,3134.0,2359.0,693.0
Finney,KS,11466.0,7079.0,4155.0
Fisher,TX,1826.0,1448.0,352.0
Flagler,FL,71846.0,43039.0,28148.0
Flathead,MT,60132.0,38233.0,20238.0
Fleming,KY,7066.0,5534.0,1474.0
Florence,SC,64510.0,32615.0,31153.0
Florence,WI,2940.0,2133.0,781.0
Floyd,GA,38588.0,27120.0,10972.0
Floyd,IA,8026.0,4730.0,3168.0
Floyd,IN,41742.0,23385.0,17507.0
Floyd,KY,16381.0,12211.0,3855.0
Floyd,TX,2035.0,1581.0,437.0
Floyd,VA,9376.0,6225.0,3004.0
Fluvanna,VA,15795.0,8155.0,7414.0
Foard,TX,551.0,445.0,99.0
Fond du Lac,WI,57251.0,35754.0,20588.0
Ford,IL,6809.0,4956.0,1691.0
Ford,KS,8850.0,5763.0,2926.0
Forest,PA,2621.0,1864.0,715.0
Forest,WI,5052.0,3287.0,1722.0
Forrest,MS,26540.0,15326.0,10603.0
Forsyth,GA,129305.0,85122.0,42203.0
Forsyth,NC,198469.0,84176.0,111769.0
Fort Bend,TX,357833.0,157595.0,195191.0
Foster,ND,1778.0,1362.0,373.0
Fountain,IN,7978.0,6151.0,1627.0
Franklin,AL,12564.0,10364.0,2085.0
Franklin,AR,7125.0,5675.0,1299.0
Franklin,FL,6857.0,4675.0,2118.0
Franklin,GA,10786.0,9069.0,1593.0
Franklin,IA,5119.0,3422.0,1626.0
Franklin,ID,6664.0,5845.0,657.0
Franklin,IL,18488.0,13514.0,4690.0
Franklin,IN,12018.0,9691.0,2137.0
Franklin,KS,12247.0,8326.0,3623.0
Franklin,KY,26059.0,12900.0,12650.0
Franklin,MA,19667.0,7073.0,12053.0
Franklin,ME,861.0,459.0,381.0
Franklin,MO,53750.0,38034.0,14561.0
Franklin,MS,4431.0,2894.0,1476.0
Franklin,NC,37079.0,20748.0,15776.0
Franklin,NE,1721.0,1434.0,276.0
Franklin,NY,15397.0,8530.0,6586.0
Franklin,OH,604058.0,203154.0,391584.0
Franklin,PA,80896.0,57308.0,22468.0
Franklin,TN,19146.0,13977.0,4863.0
Franklin,TX,5000.0,4153.0,803.0
Franklin,VA,29630.0,20895.0,8381.0
Franklin,VT,754.0,407.0,318.0
Franklin,WA,31833.0,17849.0,13148.0
Franklin,LA,9720.0,6970.0,2658.0
Frederick,MD,139768.0,62057.0,74622.0
Frederick,VA,48736.0,30755.0,17200.0
Freeborn,MN,16791.0,9578.0,6889.0
Freestone,TX,8678.0,6966.0,1629.0
Fremont,CO,25058.0,17231.0,7170.0
Fremont,IA,3855.0,2711.0,1078.0
Fremont,ID,6719.0,5548.0,998.0
Fremont,WY,18111.0,12007.0,5519.0
Fresno,CA,356004.0,160689.0,188224.0
Frio,TX,5264.0,2812.0,2421.0
Frontier,NE,1440.0,1229.0,189.0
Fulton,AR,5098.0,3944.0,1031.0
Fulton,GA,524532.0,137200.0,381057.0
Fulton,IL,16517.0,9798.0,6371.0
Fulton,IN,9110.0,6667.0,2274.0
Fulton,KY,2421.0,1605.0,791.0
Fulton,NY,20180.0,13989.0,5804.0
Fulton,OH,22299.0,15396.0,6545.0
Fulton,PA,7978.0,6824.0,1085.0
Furnas,NE,2601.0,2163.0,399.0
Gadsden,FL,23800.0,7465.0,16152.0
Gage,NE,11068.0,7445.0,3385.0
Gaines,TX,5960.0,5323.0,572.0
Gallatin,IL,2673.0,2019.0,621.0
Gallatin,KY,3849.0,2955.0,822.0
Gallatin,MT,71363.0,31639.0,36964.0
Gallia,OH,13358.0,10289.0,2911.0
Galveston,TX,153843.0,93306.0,58247.0
Garden,NE,1195.0,1016.0,161.0
Garfield,CO,30216.0,14404.0,15070.0
Garfield,MT,813.0,764.0,41.0
Garfield,NE,1067.0,925.0,133.0
Garfield,OK,22430.0,16970.0,4919.0
Garfield,UT,2722.0,2149.0,513.0
Garfield,WA,1470.0,1062.0,362.0
Garland,AR,44193.0,29065.0,14043.0
Garrard,KY,8703.0,6754.0,1830.0
Garrett,MD,15045.0,11654.0,3098.0
Garvin,OK,10922.0,8878.0,1865.0
Garza,TX,1651.0,1411.0,231.0
Gasconade,MO,7934.0,6222.0,1601.0
Gaston,NC,113791.0,72132.0,40231.0
Gates,NC,5944.0,3354.0,2540.0
Geary,KS,9311.0,5193.0,3825.0
Geauga,OH,55381.0,33581.0,20980.0
Gem,ID,9958.0,7951.0,1803.0
Genesee,MI,222969.0,99199.0,120082.0
Genesee,NY,25004.0,17340.0,7048.0
Geneva,AL,12538.0,10844.0,1592.0
Gentry,MO,3239.0,2580.0,613.0
George,MS,10940.0,9602.0,1208.0
Georgetown,SC,36668.0,20487.0,15822.0
Gibson,IN,16165.0,11817.0,4027.0
Gibson,TN,22336.0,16245.0,5764.0
Gila,AZ,27662.0,18377.0,8943.0
Gilchrist,FL,9702.0,7895.0,1700.0
Giles,TN,13202.0,9783.0,3298.0
Giles,VA,9157.0,6876.0,2156.0
Gillespie,TX,15817.0,12495.0,3163.0
Gilliam,OR,1178.0,834.0,324.0
Gilmer,GA,16525.0,13429.0,2932.0
Gilmer,WV,2662.0,2012.0,599.0
Gilpin,CO,4143.0,1815.0,2199.0
Glacier,MT,5630.0,1882.0,3603.0
Glades,FL,5201.0,3781.0,1384.0
Gladwin,MI,14603.0,9893.0,4524.0
Glascock,GA,1566.0,1403.0,155.0
Glasscock,TX,653.0,611.0,39.0
Glenn,CA,10890.0,6854.0,3815.0
Gloucester,NJ,168093.0,80700.0,84120.0
Gloucester,VA,22228.0,14875.0,6964.0
Glynn,GA,41984.0,25616.0,15879.0
Gogebic,MI,8279.0,4600.0,3573.0
Golden Valley,MT,503.0,414.0,78.0
Golden Valley,ND,1026.0,871.0,137.0
Goliad,TX,3978.0,3081.0,872.0
Gonzales,TX,7534.0,5568.0,1894.0
Goochland,VA,16893.0,9966.0,6685.0
Goodhue,MN,28566.0,16052.0,11805.0
Gooding,ID,6050.0,4659.0,1256.0
Gordon,GA,24033.0,19405.0,4384.0
Goshen,WY,6241.0,4878.0,1203.0
Gosper,NE,1118.0,893.0,215.0
Gove,KS,1433.0,1256.0,163.0
Grady,GA,10707.0,7034.0,3619.0
Grady,OK,23101.0,18538.0,4144.0
Grafton,NH,784.0,423.0,345.0
Graham,AZ,14993.0,10747.0,4034.0
Graham,KS,1302.0,1052.0,222.0
Graham,NC,4619.0,3673.0,902.0
Grainger,TN,10123.0,8559.0,1463.0
Grand,CO,9804.0,4857.0,4676.0
Grand,UT,5027.0,2168.0,2733.0
Grand Forks,ND,30970.0,16987.0,12880.0
Grand Isle,VT,1419.0,538.0,831.0
Grand Traverse,MI,60226.0,30502.0,28682.0
Granite,MT,2102.0,1419.0,638.0
Grant,AR,8200.0,6794.0,1268.0
Grant,IN,27230.0,18543.0,8015.0
Grant,KS,2452.0,1910.0,497.0
Grant,KY,11106.0,8725.0,2205.0
Grant,MN,3650.0,2269.0,1300.0
Grant,ND,1367.0,1132.0,207.0
Grant,NE,402.0,375.0,20.0
Grant,NM,14435.0,6553.0,7590.0
Grant,OK,2226.0,1916.0,280.0
Grant,OR,4593.0,3544.0,928.0
Grant,SD,3745.0,2618.0,1056.0
Grant,WA,36878.0,24442.0,11572.0
Grant,WI,25608.0,14142.0,10998.0
Grant,WV,5509.0,4871.0,607.0
Grant,LA,9392.0,8117.0,1157.0
Granville,NC,31605.0,16651.0,14568.0
Gratiot,MI,19148.0,12102.0,6693.0
Graves,KY,17018.0,13206.0,3559.0
Gray,KS,2240.0,1871.0,337.0
Gray,TX,7745.0,6812.0,820.0
Grays Harbor,WA,36551.0,18960.0,16623.0
Grayson,KY,11983.0,9453.0,2400.0
Grayson,TX,58760.0,43776.0,14223.0
Grayson,VA,8120.0,6529.0,1535.0
Greeley,KS,629.0,537.0,77.0
Greeley,NE,1258.0,1016.0,229.0
Green,KY,5812.0,4838.0,920.0
Green,WI,21406.0,10169.0,10851.0
Green Lake,WI,10671.0,7168.0,3344.0
Greenbrier,WV,15850.0,10925.0,4655.0
Greene,AL,4771.0,875.0,3880.0
Greene,AR,16066.0,12651.0,3045.0
Greene,GA,11247.0,7068.0,4088.0
Greene,IA,5054.0,3221.0,1768.0
Greene,IL,6224.0,4767.0,1349.0
Greene,IN,14782.0,11103.0,3389.0
Greene,MO,138074.0,81312.0,53307.0
Greene,MS,5748.0,4740.0,952.0
Greene,NC,8715.0,4858.0,3820.0
Greene,NY,20882.0,12722.0,7675.0
Greene,OH,86616.0,50937.0,34023.0
Greene,PA,17635.0,12556.0,4900.0
Greene,TN,28057.0,22185.0,5183.0
Greene,VA,11270.0,6866.0,4163.0
Greenlee,AZ,3685.0,2433.0,1182.0
Greensville,VA,4565.0,1914.0,2627.0
Greenup,KY,18176.0,13064.0,4873.0
Greenville,SC,258155.0,150021.0,103030.0
Greenwood,KS,3030.0,2404.0,562.0
Greenwood,SC,32006.0,19431.0,12145.0
Greer,OK,1973.0,1605.0,328.0
Gregg,TX,47700.0,32352.0,14657.0
Gregory,SD,2258.0,1771.0,455.0
Grenada,MS,7838.0,4889.0,2866.0
Griggs,ND,1250.0,907.0,308.0
Grimes,TX,12398.0,9419.0,2831.0
Grundy,IA,7260.0,4929.0,2206.0
Grundy,IL,26400.0,16372.0,9445.0
Grundy,MO,4437.0,3585.0,799.0
Grundy,TN,5844.0,4795.0,985.0
Guadalupe,NM,2179.0,912.0,1229.0
Guadalupe,TX,77382.0,47423.0,28706.0
Guernsey,OH,17806.0,13077.0,4498.0
Guilford,NC,281201.0,106384.0,171538.0
Gulf,FL,8172.0,6113.0,1985.0
Gunnison,CO,10887.0,3599.0,6976.0
Guthrie,IA,6369.0,4272.0,1985.0
Gwinnett,GA,413865.0,166413.0,241827.0
Haakon,SD,1137.0,1026.0,105.0
Habersham,GA,20432.0,16637.0,3563.0
Hale,AL,7922.0,3190.0,4687.0
Hale,TX,9560.0,7162.0,2271.0
Halifax,NC,25485.0,9973.0,15382.0
Halifax,VA,18224.0,10418.0,7666.0
Hall,GA,90523.0,64170.0,25031.0
Hall,NE,24374.0,16189.0,7681.0
Hall,TX,1165.0,992.0,167.0
Hamblen,TN,24606.0,18789.0,5497.0
Hamilton,FL,5838.0,3815.0,1963.0
Hamilton,IA,8516.0,4956.0,2842.0
Hamilton,IL,4316.0,3429.0,821.0
Hamilton,IN,193823.0,101563.0,88367.0
Hamilton,KS,837.0,684.0,134.0
Hamilton,NE,5520.0,4297.0,1117.0
Hamilton,NY,2825.0,1917.0,863.0
Hamilton,OH,417408.0,173015.0,238101.0
Hamilton,TN,170735.0,91991.0,75360.0
Hamilton,TX,4347.0,3613.0,641.0
Hamlin,SD,3083.0,2372.0,647.0
Hampden,MA,3326.0,1709.0,1532.0
Hampshire,WV,10086.0,8033.0,1939.0
Hampton,SC,9305.0,3906.0,5323.0
Hancock,GA,4165.0,1159.0,2985.0
Hancock,IA,6161.0,4390.0,1683.0
Hancock,IL,6565.0,5309.0,1114.0
Hancock,IN,42645.0,28816.0,12821.0
Hancock,KY,4587.0,3145.0,1351.0
Hancock,ME,1486.0,778.0,659.0
Hancock,MS,17403.0,13999.0,3095.0
Hancock,OH,37999.0,25796.0,11535.0
Hancock,TN,2744.0,2372.0,362.0
Hancock,WV,13800.0,9806.0,3790.0
Hand,SD,1836.0,1433.0,373.0
Hanover,VA,70728.0,44318.0,25307.0
Hansford,TX,2046.0,1848.0,166.0
Hanson,SD,2388.0,1793.0,557.0
Haralson,GA,14272.0,12331.0,1792.0
Hardee,FL,8485.0,6122.0,2298.0
Hardeman,TN,10058.0,5760.0,4180.0
Hardeman,TX,1580.0,1330.0,241.0
Hardin,IA,8975.0,5850.0,2976.0
Hardin,IL,0.0,0.0,0.0
Hardin,KY,48941.0,29832.0,18101.0
Hardin,OH,12954.0,9698.0,3025.0
Hardin,TN,11534.0,9556.0,1774.0
Hardin,TX,27555.0,23806.0,3449.0
Harding,NM,505.0,319.0,179.0
Harding,SD,813.0,748.0,49.0
Hardy,WV,6331.0,4859.0,1381.0
Harford,MD,137829.0,77238.0,57749.0
Harlan,KY,10971.0,9367.0,1494.0
Harlan,NE,1928.0,1615.0,282.0
Harmon,OK,933.0,747.0,177.0
Harnett,NC,57733.0,34905.0,21839.0
Harney,OR,4481.0,3475.0,894.0
Harper,KS,2626.0,2128.0,453.0
Harper,OK,1487.0,1327.0,136.0
Harris,GA,19991.0,14319.0,5457.0
Harris,TX,1633671.0,699822.0,911974.0
Harrison,IA,8144.0,5569.0,2440.0
Harrison,IN,20198.0,14542.0,5334.0
Harrison,KY,8853.0,6334.0,2400.0
Harrison,MO,3825.0,3198.0,597.0
Harrison,MS,60941.0,41281.0,18499.0
Harrison,OH,7500.0,5668.0,1742.0
Harrison,TX,29462.0,21318.0,7812.0
Harrison,WV,30375.0,20581.0,9149.0
Hart,GA,12727.0,9464.0,3157.0
Hart,KY,8369.0,6345.0,1908.0
Hartford,CT,32686.0,4117.0,28295.0
Hartley,TX,2076.0,1866.0,195.0
Harvey,KS,17034.0,10015.0,6652.0
Haskell,KS,1383.0,1103.0,261.0
Haskell,OK,5014.0,4165.0,783.0
Haskell,TX,2211.0,1837.0,353.0
Hawaii,HI,87716.0,26851.0,58683.0
Hawkins,TN,24776.0,20372.0,4069.0
Hayes,NE,534.0,494.0,34.0
Hays,TX,108822.0,47427.0,59213.0
Haywood,NC,36265.0,22698.0,13095.0
Haywood,TN,7420.0,3338.0,4000.0
Heard,GA,5397.0,4516.0,824.0
Hemphill,TX,1720.0,1486.0,206.0
Hempstead,AR,6838.0,4463.0,2135.0
Henderson,IL,3652.0,2391.0,1186.0
Henderson,KY,20688.0,12730.0,7639.0
Henderson,NC,67773.0,39810.0,27014.0
Henderson,TN,12020.0,9797.0,2092.0
Henderson,TX,36197.0,28816.0,7048.0
Hendricks,IN,88430.0,53688.0,32453.0
Hendry,FL,12954.0,7904.0,4929.0
Hennepin,MN,753159.0,205966.0,532608.0
Henrico,VA,182426.0,63440.0,116572.0
Henry,AL,9266.0,6593.0,2589.0
Henry,GA,122742.0,48187.0,73276.0
Henry,IA,9964.0,6507.0,3275.0
Henry,IL,25624.0,15266.0,9762.0
Henry,IN,21020.0,15043.0,5543.0
Henry,KY,8107.0,5843.0,2142.0
Henry,MO,10776.0,8019.0,2615.0
Henry,OH,14482.0,10273.0,3995.0
Henry,TN,15034.0,11230.0,3547.0
Henry,VA,26075.0,16725.0,9127.0
Herkimer,NY,24766.0,17038.0,7282.0
Hernando,FL,109176.0,70321.0,37446.0
Hertford,NC,10590.0,3470.0,7077.0
Hettinger,ND,1306.0,1086.0,195.0
